Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
benzamide;carbontet;C1=CC=C(C=C1)C(=O)N;C(Cl)(Cl)(Cl)Cl;-9.13
2-methylaniline;octane;CC1=CC=CC=C1N;CCCCCCCC;-6.06
ethanol;carbontet;CCO;C(Cl)(Cl)(Cl)Cl;-2.96
1,1-diethoxyethane;water;CCOC(C)OCC;O;-3.28
1,4-dioxane;iodobenzene;C1COCCO1;C1=CC=C(C=C1)I;-4.94
n-octane;methoxyethanol;CCCCCCCC;COCCO;-3.71
dipropylamine;isobutanol;CCCNCCC;CC(C)CO;-5.87
nitromethane;anisole;C[N+](=O)[O-];COC1=CC=CC=C1;-4.69
iodomethane;diethylether;CI;CCOCC;-3.51
propylacetate;tetrachloroethene;CCCCC(=O)O;C(=C(Cl)Cl)(Cl)Cl;-4.8
methylpropanoate;decane;CCC(=O)OC;CCCCCCCCCC;-3.49
ethylamine;xylene;CCN;CC1=CC(=CC=C1)C;-3.01
1,4-dioxane;bromobenzene;C1COCCO1;C1=CC=C(C=C1)Br;-5.02
N1,N1-diethyl-2,6-dinitro-4-trifluoromethyl-m-phenylenediamine(dinitramine);water;CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-];O;-5.7
benzaldehyde;heptane;C1=CC=C(C=C1)C=O;CCCCCCC;-5.5
1,4-dioxane;chloroform;C1COCCO1;C(Cl)(Cl)Cl;-6.21
3-methylaniline;cyclohexane;CC1=CC(=CC=C1)N;C1CCCCC1;-6.47
dimethyl2,4,5-trichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl;CCCCCCCCO;-11.69
ethylacetate;benzene;CCOC(=O)C;C1=CC=CC=C1;-4.53
2-methyl-1-nitrobenzene;chloroform;CC1=CC=CC=C1[N+](=O)[O-];C(Cl)(Cl)Cl;-8.3
acetamide;hexadecane;CC(=O)N;CCCCCCCCCCCCCCCC;-3.33
nitromethane;methylformamide;C[N+](=O)[O-];CNC=O;-5.11
propyne;water;CC#C;O;-0.31
trichloroethene;octanol;C(=C(Cl)Cl)Cl;CCCCCCCCO;-3.75
1-heptanol;decane;CCCCCCCO;CCCCCCCCCC;-5.62
isopropanol;cyclohexane;CC(C)O;C1CCCCC1;-2.37
fluoromethane;water;CF;O;-0.22
nitrobenzene;diethylether;C1=CC=C(C=C1)[N+](=O)[O-];CCOCC;-6.85
formamide;diethylether;C(=O)N;CCOCC;-5.97
3-ethyl-2-methoxypyrazine;octanol;CCC1=NC=CN=C1OC;CCCCCCCCO;-6.85
dimethylamine;hexadecane;CNC;CCCCCCCCCCCCCCCC;-2.18
chlorofluoromethane;water;C(F)Cl;O;-0.77
ethene;water;C=C;O;1.27
p-xylene;hexane;CC1=CC=C(C=C1)C;CCCCCC;-5.01
fluorobenzene;heptane;C1=CC=C(C=C1)F;CCCCCCC;-4.13
diethylether;hexadecane;CCOCC;CCCCCCCCCCCCCCCC;-2.81
4-methylpyridine;hexadecane;CC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-4.89
ethanol;nonane;CCO;CCCCCCCCC;-2.15
pentanoicacid;butanone;CCCCC(=O)O;CCC(=O)C;-7.54
1,1,1-trichloroethane;water;CC(Cl)(Cl)Cl;O;-0.25
ethanol;ethanol;CCO;CCO;-5.04
tetrafluoromethane;octanol;C(F)(F)(F)F;CCCCCCCCO;1.5
triethylphosphate;octanol;CCOP(=O)(OCC)OCC;CCCCCCCCO;-8.88
nitromethane;acetonitrile;C[N+](=O)[O-];CC#N;-5.62
1,4-dioxane;carbontet;C1COCCO1;C(Cl)(Cl)(Cl)Cl;-4.97
fluorobenzene;decalin;C1=CC=C(C=C1)F;C1CCC2CCCCC2C1;-3.44
1,2-dichlorobenzene;undecane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCC;-6.11
2-methoxybenzoicacid;octanol;COC1=CC=CC=C1C(=O)O;CCCCCCCCO;-12.49
1-pentanol;hexadecane;CCCCCO;CCCCCCCCCCCCCCCC;-4.24
1-butanol;butanol;CCCCO;CCCCO;-6.03
propanoicacid;butanone;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCC(=O)C;-7.05
nitromethane;nitromethane;C[N+](=O)[O-];C[N+](=O)[O-];-5.38
o-cresol;bromobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)Br;-7.26
tripropylphosphate;carbontet;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)(Cl)Cl;-8.6
propanoicacid;pentanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCO;-7.09
n-octane;anisole;CCCCCCCC;COC1=CC=CC=C1;-4.62
ethanol;pentane;CCO;CCCCC;-2.15
propylacetate;chloroform;CCCCC(=O)O;C(Cl)(Cl)Cl;-6.35
diethyl4-nitrophenylthiophosphonate;benzene;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-8.58
bromomethane;octanol;CBr;CCCCCCCCO;-2.43
toluene;heptanol;CC1=CC=CC=C1;CCCCCCCO;-4.33
n-propane;hexadecane;CCC;CCCCCCCCCCCCCCCC;-1.43
1,4-dioxane;dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
1-butanol;hexadecane;CCCCO;CCCCCCCCCCCCCCCC;-3.55
o-cresol;butylacetate;CC1=CC=CC=C1O;CCCCCC(=O)[O-];-8.9
methylpropanoate;chloroform;CCC(=O)OC;C(Cl)(Cl)Cl;-5.48
aceticacid;pentanol;CC(=O)O;CCCCCO;-6.65
1-butanol;heptane;CCCCO;CCCCCCC;-3.66
bromoethane;water;CCBr;O;-0.7
methylamine;carbontet;CN;C(Cl)(Cl)(Cl)Cl;-2.53
ethanol;cyclohexane;CCO;C1CCCCC1;-2.42
aniline;butylacetate;C1=CC=C(C=C1)N;CCCCCC(=O)[O-];-7.3
water;carbontet;O;C(Cl)(Cl)(Cl)Cl;-0.85
3,3-dimethylbutanone;butylbenzene;CC(=O)C(C)(C)C;CCCCC1=CC=CC=C1;-4.77
naphthalene;heptane;C1=CC=C2C=CC=CC2=C1;CCCCCCC;-7.02
1,4-dioxane;dibutylether;C1COCCO1;CCCCOCCCC;-4.37
carbondisulfide;carbondisulfide;C(=S)=S;C(=S)=S;-3.95
1-propanol;dodecane;CCCO;CCCCCCCCCCCC;-2.74
octanal;water;CCCCCCCC=O;O;-2.29
aniline;bromobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-6.66
iodoethane;octanol;CCI;CCCCCCCCO;-3.45
1-pentanol;xylene;CCCCCO;CC1=CC(=CC=C1)C;-4.72
2-methylpyridine;octanol;CC1=CC=CC=N1;CCCCCCCCO;-6.14
1,1-difluoroethane;octanol;CC(F)F;CCCCCCCCO;-1.13
trimethylbenzene;trimethylbenzene;CC1=C(C(=CC=C1)C)C;CC1=C(C(=CC=C1)C)C;-6.47
2-methylpropane;water;CC(C)C;O;2.32
butanoicacid;secbutanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCC(C)O;-7.34
toluene;methoxyethanol;CC1=CC=CC=C1;COCCO;-4.49
methylpropanoate;hexane;CCC(=O)OC;CCCCCC;-3.65
1-nitropropane;carbontet;CCC[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-4.49
isopropylbenzene;isopropylbenzene;CC(C)C1=CC=CC=C1;CC(C)C1=CC=CC=C1;-6.04
methylacetate;pentane;CC(=O)OC;CCCCC;-3.13
ethylamine;hexanol;CCN;CCCCCCO;-4.2
methylamine;chlorobenzene;CN;C1=CC=C(C=C1)Cl;-2.16
iodoethane;hexadecane;CCI;CCCCCCCCCCCCCCCC;-3.51
p-hydroxybenzaldehyde;dichloroethane;C1=CC(=CC=C1C=O)O;CC(Cl)Cl;-10.7
water;hexadecane;O;CCCCCCCCCCCCCCCC;-0.35
dimethylsulfide;water;CSC;O;-1.54
anisole;hexadecane;COC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.35
ketoprofen(racemic);water;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;O;-10.78
propanoicacid;isopropylbenzene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)C1=CC=CC=C1;-4.23
ethanol;pyridine;CCO;C1=CC=NC=C1;-5.08
flurbiprofen(racemic);octanol;CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O;CCCCCCCCO;-14.1
benzene;benzene;C1=CC=CC=C1;C1=CC=CC=C1;-4.55
tetrahydropyran;octanol;C1CCOCC1;CCCCCCCCO;-4.21
bromobenzene;carbontet;C1=CC=C(C=C1)Br;C(Cl)(Cl)(Cl)Cl;-5.85
1-butanol;cyclohexane;CCCCO;C1CCCCC1;-3.52
2-butanone;tetrahydrofuran;CCC(=O)C;C1CCOC1;-4.54
n-decane;decane;CCCCCCCCCC;CCCCCCCCCC;-6.53
anisole;heptane;COC1=CC=CC=C1;CCCCCCC;-5.35
formaldehyde;octanol;C=O;CCCCCCCCO;-3.23
pentanoicacid;isobutanol;CCCCC(=O)O;CC(C)CO;-8.06
dimethylamine;carbontet;CNC;C(Cl)(Cl)(Cl)Cl;-2.75
pentylacetate;chloroform;CCCCCOC(=O)C;C(Cl)(Cl)Cl;-7.36
fluorobenzene;octanol;C1=CC=C(C=C1)F;CCCCCCCCO;-3.87
S-propyldipropyl(thiocarbamate)(vernolate);water;CCCN(CCC)C(=O)SCCC;O;-4.1
toluene;benzylalcohol;CC1=CC=CC=C1;C1=CC=C(C=C1)CO;-4.46
pentylacetate;perfluorobenzene;CCCCCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.16
acetophenone;decalin;CC(=O)C1=CC=CC=C1;C1CCC2CCCCC2C1;-6.23
1-bromo-isobutane;water;CC(C)CBr;O;-0.03
1-bromopentane;octanol;CCCCCBr;CCCCCCCCO;-4.68
dimethylamine;chloroform;CNC;C(Cl)(Cl)Cl;-3.69
methylpropylether;water;CCCOC;O;-1.66
dipropylamine;xylene;CCCNCCC;CC1=CC(=CC=C1)C;-5.35
benzamide;chloroform;C1=CC=C(C=C1)C(=O)N;C(Cl)(Cl)Cl;-11.06
1,4-dioxane;ethoxybenzene;C1COCCO1;CCOC1=CC=CC=C1;-4.87
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
methylacetate;trimethylbenzene;CC(=O)OC;CC1=C(C(=CC=C1)C)C;-3.58
2-hexanone;hexadecane;CCCCC(=O)C;CCCCCCCCCCCCCCCC;-4.45
triethylphosphate;hexane;CCOP(=O)(OCC)OCC;CCCCCC;-6.78
5-bromouracil;heptane;C1=C(C(=O)NC(=O)N1)Br;CCCCCCC;-12.73
5-bromouracil;ethylacetate;C1=C(C(=O)NC(=O)N1)Br;CCOC(=O)C;-17.93
3-iodopropene;hexadecane;C=CCI;CCCCCCCCCCCCCCCC;-4.1
butylacetate;hexane;CCCCCC(=O)[O-];CCCCCC;-4.86
m-cresol;cyclohexane;CC1=CC(=CC=C1)O;C1CCCCC1;-5.2
fluoroethane;hexadecane;CCF;CCCCCCCCCCCCCCCC;-0.76
water;ethylacetate;O;CCOC(=O)C;-4.26
ethylamine;octane;CCN;CCCCCCCC;-2.04
2,2-dichloroethenyldimethylphosphate;octanol;COP(=O)(OC)OC=C(Cl)Cl;CCCCCCCCO;-8.59
water;tetralin;O;C1CCC2=CC=CC=C2C1;0.07
formaldehyde;pentanol;C=O;CCCCCO;-3.44
bromotoluene;water;CC1=CC=CC=C1Br;O;-2.37
diethylamine;carbontet;CCNCC;C(Cl)(Cl)(Cl)Cl;-4.12
p-bromophenol;carbontet;C1=CC(=CC=C1O)Br;C(Cl)(Cl)(Cl)Cl;-7.86
butanonitrile;octanol;CCCC#N;CCCCCCCCO;-4.25
methylcyclohexane;hexadecyliodide;CC1CCCCC1;CCCCCCCCCCCCCCCCI;-4.07
methylbenzoate;toluene;COC(=O)C1=CC=CC=C1;CC1=CC=CC=C1;-7.96
hexanoicacid;diethylether;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCOCC;-8.85
isopropanol;water;CC(C)O;O;-4.76
5-trifluoromethyluracil;water;C1=C(C(=O)NC(=O)N1)C(F)(F)F;O;-15.46
ethylphenylether;octanol;CCOC1=CC=CC=C1;CCCCCCCCO;-5.65
methanol;xylene;CO;CC1=CC(=CC=C1)C;-1.73
propylacetate;decalin;CCCCC(=O)O;C1CCC2CCCCC2C1;-4.05
urea;chloroform;C(=O)(N)N;C(Cl)(Cl)Cl;-8.56
4-methylaniline;xylene;CC1=CC=C(C=C1)N;CC1=CC(=CC=C1)C;-7.17
1-hexanol;hexadecane;CCCCCCO;CCCCCCCCCCCCCCCC;-4.92
ethanol;tetrahydrothiophenedioxide;CCO;C1CCS(=O)(=O)C1;-4.3
tripropylphosphate;water;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;O;-6.1
piperidine;chloroform;C1CCNCC1;C(Cl)(Cl)Cl;-6.37
propanal;water;CCC=O;O;-3.44
iodobenzene;water;C1=CC=C(C=C1)I;O;-1.73
tetrachloroethene;octanol;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCO;-4.24
2-butanone;aceticacid;CCC(=O)C;CC(=O)O;-4.8
methanol;bromoform;CO;C(Br)(Br)Br;-2.79
1-hexanol;tributylphosphate;CCCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-7.68
ammonia;chloroform;N;C(Cl)(Cl)Cl;-2.41
diethyl2,4-dichlorophenylthiophosphate;octanol;CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl;CCCCCCCCO;-10.87
n-octane;propanol;CCCCCCCC;CCCO;-4.39
1,4-dichlorobenzene;cyclohexane;C1=CC(=CC=C1Cl)Cl;C1CCCCC1;-5.89
methanol;dichloroethane;CO;CC(Cl)Cl;-2.53
ethane;water;CC;O;1.83
2-butanone;anisole;CCC(=O)C;COC1=CC=CC=C1;-4.43
thioanisole;chloroform;CSC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.98
4-methylaniline;bromobenzene;CC1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-7.59
pentanoicacid;hexadecane;CCCCC(=O)O;CCCCCCCCCCCCCCCC;-4.61
2-pentanone;cyclohexane;CCCC(=O)C;C1CCCCC1;-4.19
1-heptanol;carbontet;CCCCCCCO;C(Cl)(Cl)(Cl)Cl;-6.49
methylamine;benzene;CN;C1=CC=CC=C1;-2.66
naphthalene;hexadecane;C1=CC=C2C=CC=CC2=C1;CCCCCCCCCCCCCCCC;-7.29
butylacetate;chloroform;CCCCCC(=O)[O-];C(Cl)(Cl)Cl;-6.71
pentylacetate;ethylbenzene;CCCCCOC(=O)C;CCC1=CC=CC=C1;-6.2
1,1,1,3,3,3-hexafluoropropan-2-ol;octanol;C(C(F)(F)F)(C(F)(F)F)O;CCCCCCCCO;-5.76
propanoicacid;4methyl2pentanone;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)CC(=O)C;-6.85
acetophenone;hexane;CC(=O)C1=CC=CC=C1;CCCCCC;-6.05
1,4-dichlorobenzene;water;C1=CC(=CC=C1Cl)Cl;O;-1.01
butylnitrate;water;CCCCO[N+](=O)[O-];O;-2.1
N-methylpiperazine;water;CN1CCNCC1;O;-7.77
nitromethane;chlorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Cl;-4.32
methylpentanoate;hexadecane;CCCCC(=O)OC;CCCCCCCCCCCCCCCC;-4.69
methanol;ethylacetate;CO;CCOC(=O)C;-3.37
2-butanone;toluene;CCC(=O)C;CC1=CC=CC=C1;-4.27
1,2-dinitroxypropane;water;CC(C([N+](=O)[O-])([N+](=O)[O-])O)O;O;-5
methylpentanoate;ethylbenzene;CCCCC(=O)OC;CCC1=CC=CC=C1;-5.56
diethylamine;chloroform;CCNCC;C(Cl)(Cl)Cl;-5.23
4-methylaniline;ethylacetate;CC1=CC=C(C=C1)N;CCOC(=O)C;-7.63
isobutylnitrate;water;CC(C)CO[N+](=O)[O-];O;-1.9
pentylacetate;nonane;CCCCCOC(=O)C;CCCCCCCCC;-5.33
2-methylaniline;chloroform;CC1=CC=CC=C1N;C(Cl)(Cl)Cl;-8.23
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
propylacetate;bromooctane;CCCCC(=O)O;CCCCCCCCBr;-4.48
acetone;water;CC(=O)C;O;-3.85
ethanol;cyclohexanone;CCO;C1CCC(=O)CC1;-4.41
p-bromophenol;water;C1=CC(=CC=C1O)Br;O;-7.13
acetonitrile;diethylether;CC#N;CCOCC;-3.59
acetophenone;octanol;CC(=O)C1=CC=CC=C1;CCCCCCCCO;-6.74
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
dimethylsulfoxide;dimethylsulfoxide;CS(=O)C;CS(=O)C;-7.63
2,3-dichlorobiphenyl;water;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;O;-2.45
propyne;hexadecane;CC#C;CCCCCCCCCCCCCCCC;-1.4
2,2,2-trifluorethylvinylether;hexadecane;C=COCC(F)(F)F;CCCCCCCCCCCCCCCC;-1.91
iodobenzene;cyclohexane;C1=CC=C(C=C1)I;C1CCCCC1;-6.26
pentanoicacid;xylene;CCCCC(=O)O;CC1=CC(=CC=C1)C;-5.71
chlorobenzene;hexane;C1=CC=C(C=C1)Cl;CCCCCC;-5.14
chloroform;hexane;C(Cl)(Cl)Cl;CCCCCC;-3.17
methylbenzoate;benzene;COC(=O)C1=CC=CC=C1;C1=CC=CC=C1;-6.27
methylhexanoate;xylene;CCCCCC(=O)OC;CC1=CC(=CC=C1)C;-6.26
1-butene;isooctane;CCC=C;CC(C)CC(C)(C)C;-2.26
butylacetate;cyclohexane;CCCCCC(=O)[O-];C1CCCCC1;-4.94
propylamine;butanol;CCCN;CCCCO;-5.04
propylamine;heptanol;CCCN;CCCCCCCO;-4.8
acetone;chlorobenzene;CC(=O)C;C1=CC=C(C=C1)Cl;-3.86
2-butanone;chlorobenzene;CCC(=O)C;C1=CC=C(C=C1)Cl;-4.47
nitromethane;dibutylether;C[N+](=O)[O-];CCCCOCCCC;-3.67
ethylbenzene;hexane;CCC1=CC=CC=C1;CCCCCC;-4.99
butanoicacid;pentanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCO;-7.74
phenol;ethylacetate;C1=CC=C(C=C1)O;CCOC(=O)C;-8.7
n-octane;butanol;CCCCCCCC;CCCCO;-4.45
acetamide;chloroform;CC(=O)N;C(Cl)(Cl)Cl;-7.05
thioanisole;water;CSC1=CC=CC=C1;O;-2.73
methanol;pentane;CO;CCCCC;-1.29
3-methoxybenzoicacid;water;COC1=CC=CC(=C1)C(=O)O;O;-8.93
propylacetate;hexane;CCCCC(=O)O;CCCCCC;-4.1
propanal;diethylether;CCC=O;CCOCC;-3.85
N-methylaniline;hexadecane;CNC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.19
formaldehyde;chloroform;C=O;C(Cl)(Cl)Cl;0.12
n-heptane;octanol;CCCCCCC;CCCCCCCCO;-3.74
2,6-dichlorothiobenzamide;water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
1-nitropropane;water;CCC[N+](=O)[O-];O;-3.34
pentylacetate;bromobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Br;-6.35
ethanol;butanol;CCO;CCCCO;-5.02
fluorobenzene;hexane;C1=CC=C(C=C1)F;CCCCCC;-4.15
nitromethane;ethylacetate;C[N+](=O)[O-];CCOC(=O)C;-5.06
n-octane;chlorobenzene;CCCCCCCC;C1=CC=C(C=C1)Cl;-5.16
butanoicacid;nitrobenzene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C1=CC=C(C=C1)[N+](=O)[O-];-5.84
3,5-dimethylpyridine;benzene;CC1=CC(=CN=C1)C;C1=CC=CC=C1;-7.64
fenbufen;water;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;O;-12.75
ethylbenzene;chloroform;CCC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.84
methanol;iodobenzene;CO;C1=CC=C(C=C1)I;-2.18
toluene;toluene;CC1=CC=CC=C1;CC1=CC=CC=C1;-5.12
propanal;hexadecane;CCC=O;CCCCCCCCCCCCCCCC;-2.48
naphthalene;octanol;C1=CC=C2C=CC=CC2=C1;CCCCCCCCO;-6.97
2,3-dichlorobiphenyl;octanol;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;CCCCCCCCO;-9.23
1,4-dioxane;phenylether;C1COCCO1;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.83
phenol;hexane;C1=CC=C(C=C1)O;CCCCCC;-5.49
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
water;secbutanol;O;CCC(C)O;-5.71
nitroethane;hexadecane;CC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.29
1-octanol;benzene;CCCCCCCCO;C1=CC=CC=C1;-8.06
chloroform;chloroform;C(Cl)(Cl)Cl;C(Cl)(Cl)Cl;-4.13
bis(2-chloroethyl)ether;water;C(CCl)OCCCl;O;-4.23
2-butanone;tbutylbenzene;CCC(=O)C;CC(C)(C)C1=CC=CC=C1;-3.94
acetamide;diethylether;CC(=O)N;CCOCC;-6.16
1,4-dichlorobenzene;carbontet;C1=CC(=CC=C1Cl)Cl;C(Cl)(Cl)(Cl)Cl;-6.28
cyclopentanol;hexadecane;C1CCC(C1)O;CCCCCCCCCCCCCCCC;-4.42
methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl);water;CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C;O;-20.3
2-hexanone;nonane;CCCCC(=O)C;CCCCCCCCC;-4.59
propanoicacid;hexane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCC;-2.98
3-methylaniline;benzene;CC1=CC(=CC=C1)N;C1=CC=CC=C1;-7.61
aniline;pentanol;C1=CC=C(C=C1)N;CCCCCO;-6.44
2-butanone;methoxyethanol;CCC(=O)C;COCCO;-4.28
ethylamine;odichlorobenzene;CCN;C1=CC=C(C(=C1)Cl)Cl;-2.59
diethylamine;water;CCNCC;O;-4.07
2-methyl-2-(methylthio)propanalO-(N-methylcarbamoyl)oxime(aldicarb);water;CC(C)(/C=N/OC(=O)NC)SC;O;-9.8
ethanethiol;water;CCS;O;-1.3
toluene;hexanol;CC1=CC=CC=C1;CCCCCCO;-4.27
2-hexanone;tetralin;CCCCC(=O)C;C1CCC2=CC=CC=C2C1;-4.64
thiophene;heptane;C1=CSC=C1;CCCCCCC;-4.09
ethylacetate;bromooctane;CCOC(=O)C;CCCCCCCCBr;-3.97
acetophenone;carbontet;CC(=O)C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-7.1
1,4-dioxane;methylformamide;C1COCCO1;CNC=O;-4.86
1-pentanol;carbontet;CCCCCO;C(Cl)(Cl)(Cl)Cl;-4.73
butylamine;isooctane;CCCCN;CC(C)CC(C)(C)C;-3.57
toluene;carbondisulfide;CC1=CC=CC=C1;C(=S)=S;-5.39
pentylacetate;chlorobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Cl;-6.49
iodobenzene;hexadecane;C1=CC=C(C=C1)I;CCCCCCCCCCCCCCCC;-6.25
ethylacetate;isobutanol;CCOC(=O)C;CC(C)CO;-4.27
p-cresol;dibromoethane;CC1=CC=C(C=C1)O;CC(Br)Br;-7.52
o-cresol;bromoform;CC1=CC=CC=C1O;C(Br)(Br)Br;-7.45
1,4-dioxane;nitroethane;C1COCCO1;CC[N+](=O)[O-];-5.28
1-heptanol;iodobenzene;CCCCCCCO;C1=CC=C(C=C1)I;-6.53
mesitylene;mesitylene;CC1=CC(=CC(=C1)C)C;CC1=CC(=CC(=C1)C)C;-6.4
3,3-dimethylbutanone;trimethylbenzene;CC(=O)C(C)(C)C;CC1=C(C(=CC=C1)C)C;-4.8
propylacetate;decane;CCCCC(=O)O;CCCCCCCCCC;-4.02
aceticacid;carbontet;CC(=O)O;C(Cl)(Cl)(Cl)Cl;-3.64
methylpropylether;octanol;CCCOC;CCCCCCCCO;-3.63
toluene;pentanol;CC1=CC=CC=C1;CCCCCO;-4.25
3,3-dimethylbutanone;perfluorobenzene;CC(=O)C(C)(C)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.26
acetophenone;water;CC(=O)C1=CC=CC=C1;O;-4.58
propylamine;hexanol;CCCN;CCCCCCO;-4.83
9-methyladenine;water;CN1C=NC2=C(N=CN=C21)N;O;-13.6
N2-tert-butyl-N4-ethyl-6-methylthio-1,3,5-triazine-2,4-diamine(terbutryn);water;CCNC1=NC(=NC(=N1)SC)NC(C)(C)C;O;-6.7
phenol;octanol;C1=CC=C(C=C1)O;CCCCCCCCO;-8.69
1-butyne;hexadecane;CCC#C;CCCCCCCCCCCCCCCC;-2.07
phthalimide;water;C1=CC=C2C(=C1)C(=O)NC2=O;O;-9.61
2-heptanone;pentane;CCCCCC(=O)C;CCCCC;-5.4
1,4-dioxane;aceticacid;C1COCCO1;CC(=O)O;-5.8
ethylacetate;xylene;CCOC(=O)C;CC1=CC(=CC=C1)C;-4.26
1-propanethiol;cyclohexane;CCCS;C1CCCCC1;-3.12
1-bromobutane;hexadecane;CCCCBr;CCCCCCCCCCCCCCCC;-4.24
methylacetate;toluene;CC(=O)OC;CC1=CC=CC=C1;-3.81
1,2-ethanediol;butylacetate;C(CO)O;CCCCCC(=O)[O-];-6.27
bromoform;undecane;C(Br)(Br)Br;CCCCCCCCCCC;-4.84
1,4-dioxane;water;C1COCCO1;O;-5.05
tetrachloroethene;water;C(=C(Cl)Cl)(Cl)Cl;O;0.05
t-butylmethylether;water;CC(C)(C)OC;O;-2.21
dichloroethane;dichloroethane;CC(Cl)Cl;CC(Cl)Cl;-4.69
p-bromophenol;heptanol;C1=CC(=CC=C1O)Br;CCCCCCCO;-10.49
ethylacetate;bromobenzene;CCOC(=O)C;C1=CC=C(C=C1)Br;-4.57
chlorobenzene;carbontet;C1=CC=C(C=C1)Cl;C(Cl)(Cl)(Cl)Cl;-5.21
2-hexanone;water;CCCCC(=O)C;O;-3.29
hydrogenperoxide;benzene;OO;C1=CC=CC=C1;-4.77
phenol;iodobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-6.76
ethanol;nitromethane;CCO;C[N+](=O)[O-];-4.16
3,5-dibromo-4-hydroxybenzonitrile;water;C1=C(C=C(C(=C1Br)O)Br)C#N;O;-9
2-butanone;bromoethane;CCC(=O)C;CCBr;-5.13
methylacetate;dichloroethane;CC(=O)OC;CC(Cl)Cl;-4.55
ammonia;chlorobenzene;N;C1=CC=C(C=C1)Cl;-1.22
phenol;bromoform;C1=CC=C(C=C1)O;C(Br)(Br)Br;-6.88
2,4-dimethylpentane;water;CC(C)CC(C)C;O;2.88
ammonia;water;N;O;-4.29
methylpentanoate;perfluorobenzene;CCCCC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.59
1-pentanol;ethylbenzene;CCCCCO;CCC1=CC=CC=C1;-4.72
pentylacetate;isopropylbenzene;CCCCCOC(=O)C;CC(C)C1=CC=CC=C1;-6.13
methylamine;xylene;CN;CC1=CC(=CC=C1)C;-3.2
ethyne;octanol;C#C;CCCCCCCCO;-0.51
2-hexanone;butylbenzene;CCCCC(=O)C;CCCCC1=CC=CC=C1;-5.31
