Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
(2S)-2-(3-fluoro-4-phenylphenyl)propanoic acid;water;C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O;O;-1.2008341410281647
TOLUENE;1-OCTANOL;Cc1ccccc1;CCCCCCCCO;-4.52
1-phenylethanone;water;CC(=O)c1ccccc1;O;-0.20208834846516416
PENT-1-ENE;METHYL ACETATE;CCCC=C;CC(=O)OC;-2.88
1,3-dichlorobenzene;water;c1cc(cc(c1)Cl)Cl;O;0.7342358320626488
NONANE;CARBON DISULFIDE;CCCCCCCCC;C(=S)=S;-6.22
HEXANE;DIMETHYL SULFOXIDE;CCCCCC;CS(=O)C;-1.91
METHANE;ETHYLENE GLYCOL;C;C(CO)O;1.56
4-NITROTOLUENE;CHLOROFORM;CC1=CC=C(C=C1)[N+](=O)[O-];C(Cl)(Cl)Cl;-8.4
CYCLOHEXANE;ETHANOL;C1CCCCC1;CCO;-3.48
O-XYLENE;1,2-PROPANEDIOL;Cc1ccccc1C;CC(CO)O;-4.23
CYCLOHEXANE;2-ETHOXYETHANOL;C1CCCCC1;CCOCCO;-3.49
NONANE;BUTYRONITRILE;CCCCCCCCC;CCCC#N;-4.98
4-ETHYL-3-HEXANOL;DODECANE;CCC(CC)C(CC)O;CCCCCCCCCCCC;-5.89
PROPIONALDEHYDE;METHANOL;CCC=O;CO;-3.81
CYCLOHEXANE;N-ETHYLFORMAMIDE;C1CCCCC1;CCNC=O;-3.22
2-methylhexane;water;CCCCC(C)C;O;1.7511879281359122
CYCLOPENTANE;CARBON TETRACHLORIDE;C1CCCC1;C(Cl)(Cl)(Cl)Cl;-3.76
BENZENE;N-METHYLFORMAMIDE;C1=CC=CC=C1;CNC=O;-3.83
2-AMINOPROPANE;HEXANE;CC(C)N;CCCCCC;-2.78
2-CHLORO-1,1-DIFLUOROETHENE;DIMETHYLFORMAMIDE;C(=C(F)F)Cl;CN(C)C=O;-1.99
BUTYL IODIDE;HEXADECANE;CCCCI;CCCCCCCCCCCCCCCC;-4.95
N-BUTANOL;CHLOROBENZENE;CCCCO;c1ccc(cc1)Cl;-4.31
TERT-BUTANOL;PROPYL ETHER;CC(C)(C)O;CCCOCCC;-3.92
(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSc1ccc(cc1)Cl;O;-0.7014612447466644
HEPTANE;1-CHLOROBUTANE;CCCCCCC;CCCCCl;-4.61
TOLUENE;UNDECANE;Cc1ccccc1;CCCCCCCCCCC;-4.62
HEPTANE;2-BUTOXYETHANOL;CCCCCCC;CCCCOCCO;-3.86
DIISOPROPYL ETHER;ETHYL BENZOATE;CC(C)OC(C)C;CCOC(=O)C1=CC=CC=C1;-3.69
OZONE;ACETIC ACID;[O-][O+]=O;CC(=O)O;-0.36
HEXANE;BENZYL ALCOHOL;CCCCCC;c1ccc(cc1)CO;-2.68
HEXADECANE;DICHLOROETHANE;CCCCCCCCCCCCCCCC;C(CCl)Cl;-9.66
METHYL TERT-BUTYL ETHER;N,N-DIBUTYLFORMAMIDE;CC(C)(C)OC;CCCCN(CCCC)C=O;-3.34
ISOPROPANOL;PYRIDINE;CC(C)O;c1ccncc1;-4.96
ETHANE;METHYL ACETATE;CC;CC(=O)OC;-0.7
CHLORINE;TOLUENE;ClCl;CC1=CC=CC=C1;-2.28
HEPTANE;METHANOL;CCCCCCC;CO;-3.41
METHANE;1-OCTANOL;C;CCCCCCCCO;0.52
TERT-BUTYL CHLORIDE;N,N-DIMETHYLACETAMIDE;CC(C)(C)Cl;CC(=O)N(C)C;-3.1
1-nitrobutane;water;CCCC[N+](=O)[O-];O;0.18544582625329176
1,4-dichlorobutane;water;C(CCCl)CCl;O;0.38571516486618507
METHYL IODIDE;CHLOROFORM;CI;C(Cl)(Cl)Cl;-3.79
PROPANE;TRIBUTYL PHOSPHATE;CCC;CCCCOP(=O)(OCCCC)OCCCC;-1.31
BUTANONE;IODOBENZENE;CCC(=O)C;c1ccc(cc1)I;-4.23
DECANE;BUTANONE;CCCCCCCCCC;CCC(=O)C;-6.03
(E)-2-HEPTENE;1-HEXADECENE;CCCC/C=C/C;CCCCCCCCCCCCCCC=C;-4.17
DIMETHYL SULFIDE;2,2,4-TRIMETHYLPENTANE;CSC;CC(C)CC(C)(C)C;-2.9
PERFLUOROBENZENE;TETRAHYDROFURAN;c1(c(c(c(c(c1F)F)F)F)F)F;C1CCOC1;-4.5
ETHYLBENZENE;METHYLCYCLOHEXANE;CCc1ccccc1;CC1CCCCC1;-5.48
PENT-1-ENE;1-OCTANOL;CCCC=C;CCCCCCCCO;-2.63
3-PENTANONE;HEXADECANE;CCC(=O)CC;CCCCCCCCCCCCCCCC;-3.83
2-propoxyethanol;water;CCCOCCO;O;-0.675452239732003
BUTYL ACETATE;HEXANE;CCCCOC(=O)C;CCCCCC;-4.94
ETHYL IODIDE;DIMETHYLFORMAMIDE;CCI;CN(C)C=O;-3.72
ETHYLENE;HEXADECANE;C=C;CCCCCCCCCCCCCCCC;-0.39
DIISOPROPYL ETHER;1-ETHYL-2-PYRROLIDINONE;CC(C)OC(C)C;CCN1CCCC1=O;-3.22
PROPIOPHENONE;1,2-Dichlorethane;CCC(=O)C1=CC=CC=C1;C(CCl)Cl;-8.74
CARBON MONOXIDE;DODECANE;[C-]#[O+];CCCCCCCCCCCC;1.06
MOLECULAR NITROGEN;DIBUTYL ETHER;N#N;CCCCOCCCC;0.93
CYCLOHEXANOL;ACETONE;C1CCC(CC1)O;CC(=O)C;-6.94
METHYL TERT-BUTYL ETHER;METHYL TERT-BUTYL ETHER;CC(C)(C)OC;CC(C)(C)OC;-3.81
5-fluoro-1H-pyrimidine-2,4-dione;water;c1c(c(=O)[nH]c(=O)[nH]1)F;O;-3.41159956727439
ETHANOL;N-METHYLPYRROLIDONE;CCO;CN1CCCC1=O;-4.98
DIISOPROPYL ETHER;5,8,11,14-TETRAOXAOCTADECANE;CC(C)OC(C)C;CCCCOCCOCCOCCOCCCC;-3.54
M-XYLENE;2-ETHOXYETHANOL;Cc1cccc(c1)C;CCOCCO;-5.24
3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one;water;COP(=S)(OC)SCn1c(=O)c2ccccc2nn1;O;-1.6195791217642141
1,4-DIOXANE;ACETOPHENONE;C1COCCO1;CC(=O)c1ccccc1;-5.04
TETRAHYDROFURAN;METHOXYETHANOL;C1CCOC1;COCCO;-3.92
BUTYL ACETATE;BROMOBENZENE;CCCCOC(=O)C;c1ccc(cc1)Br;-5.68
PENTANE;ANISOLE;CCCCC;COc1ccccc1;-2.73
3-METHYLBUT-1-ENE;N-METHYLACETAMIDE;CC(C)C=C;CC(=O)NC;-2.14
ISOHEXANE;ANISOLE;CCCC(C)C;COC1=CC=CC=C1;-3.16
ETHANOL;3-METHYLBUTAN-1-OL;CCO;CC(C)CCO;-4.79
DIETHYL ETHER;N,N-DIETHYLACETAMIDE;CCOCC;CCN(CC)C(=O)C;-2.95
METHANE;PHENYLAMINE;C;C1=CC=C(C=C1)N;1.05
PIPERIDINE;HEPTANE;C1CCNCC1;CCCCCCC;-4.34
CYCLOPROPANE;ISOPROPANOL;C1CC1;CC(C)O;-1.58
ETHYL ACETATE;4-FORMYLMORPHOLINE;CCOC(=O)C;C1COCCN1C=O;-3.93
CYCLOHEXANE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;C1CCCCC1;COCCOCCOCCOCCOC;-3.31
HEPTAN-1-OL;HEXANE;CCCCCCCO;CCCCCC;-5.59
2-methylpropan-2-ol;water;CC(C)(C)O;O;-0.17347844294903647
ISOPRENE;1-OCTANOL;CC(=C)C=C;CCCCCCCCO;-2.81
HEPTAN-1-OL;FORMAMIDE;CCCCCCCO;C(=O)N;-6.38
1,2-dimethoxyethane;water;COCCOC;O;-0.2697117615032839
TOLUENE;PROPYLENE CARBONATE;Cc1ccccc1;CC1COC(=O)O1;-4.37
PROPYLAMINE;DECANE;CCCN;CCCCCCCCCC;-2.97
1-BROMOBUTANE;2-BUTANOL;CCCCBr;CCC(C)O;-4.19
TERT-BUTANOL;TOLUENE;CC(C)(C)O;Cc1ccccc1;-3.74
N-BUTANOL;P-XYLENE;CCCCO;Cc1ccc(cc1)C;-4.49
CYCLOPENTENE;DIMETHYLFORMAMIDE;C1CC=CC1;CN(C)C=O;-2.93
HEXANOL;1-CHLOROBUTANE;CCCCCCO;CCCCCl;-5.98
ISOBUTENE;N-METHYLPYRROLIDONE;CC(=C)C;CN1CCCC1=O;-1.8
MOLECULAR NITROGEN;NONANOL;N#N;CCCCCCCCCO;1.42
PENTANOL;PENTANOL;CCCCCO;CCCCCO;-6.75
METHYL TERT-BUTYL ETHER;METHYLCYCLOHEXANE;CC(C)(C)OC;CC1CCCCC1;-3.56
WATER;CHLOROFORM;O;C(Cl)(Cl)Cl;-2.1
2,5-DIMETHYLHEXANE;BENZONITRILE;CC(C)CCC(C)C;C1=CC=C(C=C1)C#N;-3.83
PHENYLAMINE;OCTANE;c1ccc(cc1)N;CCCCCCCC;-4.84
ISOBUTENE;OCTANE;CC(=C)C;CCCCCCCC;-2.41
NITROUS OXIDE;OCTANE;[N-]=[N+]=O;CCCCCCCC;-0.6
ACETONE;DIETHYLENE GLYCOL DIBUTYL ETHER;CC(=O)C;CCCCOCCOCCOCCCC;-3.29
ETHYL ACETATE;1-OCTANOL;CCOC(=O)C;CCCCCCCCO;-3.68
ETHYLENE;TERT-BUTANOL;C=C;CC(C)(C)O;-0.49
DIISOPROPYL ETHER;HEXADECANE;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-3.49
2,6-dimethylaniline;water;Cc1cccc(c1N)C;O;-0.3659450800575314
PROPANE;HEXANE;CCC;CCCCCC;-1.8
TERT-BUTYLAMINE;HEXADECANE;CC(C)(C)N;CCCCCCCCCCCCCCCC;-3.4
PYRROLE;CHLOROFORM;C1=CNC=C1;C(Cl)(Cl)Cl;-5.62
2,2-DIMETHYL-3-PENTANOL;OCTANE;CCC(C(C)(C)C)O;CCCCCCCC;-4.93
BENZYL ALCOHOL;DICHLOROETHANE;c1ccc(cc1)CO;C(CCl)Cl;-7.3
MOLECULAR OXYGEN;DICHLOROMETHANE;O=O;C(Cl)Cl;0.9
1-PROPANOL;ETHYLBENZENE;CCCO;CCc1ccccc1;-3.68
4-CHLOROTOLUENE;DIIODOMETHANE;CC1=CC=C(C=C1)Cl;C(I)I;-5.46
ETHANE;ACETONE;CC;CC(=O)C;-0.68
CARBON DIOXIDE;ACETONE;C(=O)=O;CC(=O)C;-1.08
CARBON MONOXIDE;2-BUTANOL;[C-]#[O+];CCC(C)O;1.05
HYDROGEN SULFIDE;PROPYLENE CARBONATE;S;CC1COC(=O)O1;-1.56
DIMETHYL CARBONATE;CARBON TETRACHLORIDE;COC(=O)OC;C(Cl)(Cl)(Cl)Cl;-4.26
PROPYNE;DIMETHYLFORMAMIDE;CC#C;CN(C)C=O;-2.5
TRIMETHYLAMINE;CARBON TETRACHLORIDE;CN(C)C;C(Cl)(Cl)(Cl)Cl;-3.07
HEPTANE;BUTANONE;CCCCCCC;CCC(=O)C;-4.13
METHYL PROPANOATE;HEPTANE;CCC(=O)OC;CCCCCCC;-3.63
2,2-DIMETHYLBUTANE;HEXANE;CCC(C)(C)C;CCCCCC;-3.64
SULFUR HEXAFLUORIDE;P-XYLENE;FS(F)(F)(F)(F)F;CC1=CC=C(C=C1)C;0.19
PROPENE;PENTAN-3-OL;CC=C;CCC(CC)O;-1.31
HEXENE;DIMETHYLFORMAMIDE;CCCCC=C;CN(C)C=O;-3.01
2-METHYLPHENOL;CARBON TETRACHLORIDE;CC1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-6.79
ETHANOL;M-CRESOL;CCO;Cc1cccc(c1)O;-5.47
HYDROGEN SULFIDE;ACETONE;S;CC(=O)C;-1.9
ETHANAL;DIETHYLENE GLYCOL DIBUTYL ETHER;CC=O;CCCCOCCOCCOCCCC;-2.53
CYCLOHEPTANE;1-PROPANOL;C1CCCCCC1;CCCO;-4.27
BUTANONE;PENTANOL;CCC(=O)C;CCCCCO;-3.89
ETHYLCYCLOHEXANE;PENTANE;CCC1CCCCC1;CCCCC;-5.39
4-METHYLPENTAN-2-ONE;N,N-DIMETHYLACETAMIDE;CC(C)CC(=O)C;CC(=O)N(C)C;-5.24
BUT-1-YNE;HEXADECANE;CCC#C;CCCCCCCCCCCCCCCC;-2.07
TOLUENE;HEXANOL;Cc1ccccc1;CCCCCCO;-4.53
NITROMETHANE;PYRIDINE;C[N+](=O)[O-];c1ccncc1;-5.04
NITROMETHANE;FLUOROBENZENE;C[N+](=O)[O-];c1ccc(cc1)F;-4.47
4-CHLOROPHENOL;CARBON TETRACHLORIDE;C1=CC(=CC=C1O)Cl;C(Cl)(Cl)(Cl)Cl;-7.59
CHLOROFORM;N-BUTANOL;C(Cl)(Cl)Cl;CCCCO;-4.02
BENZONITRILE;TOLUENE;c1ccc(cc1)C#N;Cc1ccccc1;-7.21
NONANE;DICHLOROMETHANE;CCCCCCCCC;C(Cl)Cl;-5.75
HEXANE;DODECANE;CCCCCC;CCCCCCCCCCCC;-3.72
METHANE;PYRIDINE;C;C1=CC=NC=C1;0.64
ETHANOL;N-BUTANOL;CCO;CCCCO;-4.86
CARBON MONOXIDE;METHYLCYCLOHEXANE;[C-]#[O+];CC1CCCCC1;0.86
DICHLOROETHANE;DIBUTYL ETHER;C(CCl)Cl;CCCCOCCCC;-4.16
(2R,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one;water;C[C@@H]1CC[C@H](CC1=O)C(=C)C;O;0.013786393156526038
3-CHLOROANILINE;CARBON TETRACHLORIDE;C1=CC(=CC(=C1)Cl)N;C(Cl)(Cl)(Cl)Cl;-7.69
2-AMINOPROPANE;HEPTANE;CC(C)N;CCCCCCC;-2.62
(E)-1,2-dichloroethene;water;C(=C/Cl)\Cl;O;0.7862538420919717
CARBON DISULFIDE;CYCLOHEXANONE;C(=S)=S;C1CCC(=O)CC1;-3.31
2-PICOLINE;2,2,4-TRIMETHYLPENTANE;Cc1ccccn1;CC(C)CC(C)(C)C;-4.69
ETHANE;NONANE;CC;CCCCCCCCC;-0.93
MONOCHLOROETHANE;PHENYLAMINE;CCCl;C1=CC=C(C=C1)N;-2.65
METHYL ACETATE;HEXANE;CC(=O)OC;CCCCCC;-2.93
NONANE;BENZYL ALCOHOL;CCCCCCCCC;c1ccc(cc1)CO;-4.36
NITROMETHANE;DIBUTYL ETHER;C[N+](=O)[O-];CCCCOCCCC;-3.53
PROPYNE;2,2,4-TRIMETHYLPENTANE;CC#C;CC(C)CC(C)(C)C;-1.66
ETHANE;2-BUTANOL;CC;CCC(C)O;-0.61
PROPENE;N-BUTANOL;CC=C;CCCCO;-1.41
4,4-DIMETHYL-2-PENTANOL;DECANE;CC(CC(C)(C)C)O;CCCCCCCCCC;-5.33
ISOPENTANE;N,N-DIMETHYLACETAMIDE;CCC(C)C;CC(=O)N(C)C;-1.98
PERFLUOROMETHANE;N-METHYLPYRROLIDONE;C(F)(F)(F)F;CN1CCCC1=O;1.8
BUTYL ACETATE;CHLOROFORM;CCCCOC(=O)C;C(Cl)(Cl)Cl;-6.81
N-BUTANE;CARBON TETRACHLORIDE;CCCC;C(Cl)(Cl)(Cl)Cl;-2.67
BENZENE;EPSILON-CAPROLACTONE;C1=CC=CC=C1;C1CCC(=O)OCC1;-4.23
DIHYDROGEN;PYRIDINE;[HH];C1=CC=NC=C1;1.79
PENTANE;TETRAHYDROFURAN;CCCCC;C1CCOC1;-3.18
2,4-DIMETHYLPENTANE;P-XYLENE;CC(C)CC(C)C;CC1=CC=C(C=C1)C;-4.04
BENZENE;ETHYLBENZENE;C1=CC=CC=C1;CCC1=CC=CC=C1;-4.34
(2E)-2-BUTENE;TETRAHYDROPYRAN;C/C=C/C;C1CCOCC1;-2.62
1,3,5-trimethylbenzene;water;Cc1cc(cc(c1)C)C;O;0.755043036074378
METHANE;2-BUTANOL;C;CCC(C)O;0.42
DICHLOROETHANE;HEPTANE;C(CCl)Cl;CCCCCCC;-3.7
CYCLOHEXANE;1,5-DIMETHYL-2-PYRROLIDINONE;C1CCCCC1;CC1CCC(=O)N1C;-3.41
PENT-1-ENE;N-ETHYLFORMAMIDE;CCCC=C;CCNC=O;-2.26
BENZENE;HEXADECANE;C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-3.82
CARBON TETRACHLORIDE;DIETHYL ETHER;C(Cl)(Cl)(Cl)Cl;CCOCC;-4.39
4-METHYLPENTAN-2-ONE;N,N-DIBUTYLFORMAMIDE;CC(C)CC(=O)C;CCCCN(CCCC)C=O;-5.03
FLUOROBENZENE;ETHYLENE GLYCOL;C1=CC=C(C=C1)F;C(CO)O;-2.91
ETBE;METHANOL;CCOC(C)(C)C;CO;-4.07
N-BUTANOL;FORMAMIDE;CCCCO;C(=O)N;-5.23
CHLOROFORM;ETHYL ACETATE;C(Cl)(Cl)Cl;CCOC(=O)C;-4.61
VALERIC ACID;TOLUENE;CCCCC(=O)O;CC1=CC=CC=C1;-5.89
PENTANE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CCCCC;COCCOCCOCCOCCOC;-2.19
Bis-2-chloroethylether;UNDECANE;C(CCl)OCCCl;CCCCCCCCCCC;-8.61
BUTANONE;BENZYL ALCOHOL;CCC(=O)C;c1ccc(cc1)CO;-4.65
P-XYLENE;ETHYL BENZOATE;CC1=CC=C(C=C1)C;CCOC(=O)C1=CC=CC=C1;-5.64
MOLECULAR NITROGEN;PROPYLENE CARBONATE;N#N;CC1COC(=O)O1;1.64
BROMOBENZENE;TETRAHYDROFURAN;c1ccc(cc1)Br;C1CCOC1;-6.45
BUTYLBENZENE;ISOPROPANOL;CCCCC1=CC=CC=C1;CC(C)O;-5.93
PROPANE;ACETIC ACID;CCC;CC(=O)O;-0.95
2,5-dimethylphenol;water;Cc1ccc(c(c1)O)C;O;-0.5480081151601617
(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate;water;CC1(Cc2cccc(c2O1)OC(=O)NC)C;O;-1.510341300702636
BENZENE;2-ETHOXYETHANOL;C1=CC=CC=C1;CCOCCO;-4.13
P-XYLENE;ETHANOL;Cc1ccc(cc1)C;CCO;-5.09
1-(2-hydroxyethylamino)anthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO;O;-2.706755531377064
1,3-HEXADIENE;1-HEXADECENE;CC/C=C/C=C;CCCCCCCCCCCCCCC=C;-3.64
BUTANONE;ETHYL PHENYL ETHER;CCC(=O)C;CCOc1ccccc1;-2.91
ETHYLCYCLOHEXANE;N-METHYLFORMAMIDE;CCC1CCCCC1;CNC=O;-3.72
CYCLOHEPTANE;HEPTANE;C1CCCCCC1;CCCCCCC;-5.04
PENTANOL;M-XYLENE;CCCCCO;Cc1cccc(c1)C;-5.21
CHLOROFORM;PHENYLAMINE;C(Cl)(Cl)Cl;c1ccc(cc1)N;-3.88
DIHYDROGEN;PHENYLAMINE;[HH];C1=CC=C(C=C1)N;2.11
HEXANE;TOLUENE;CCCCCC;Cc1ccccc1;-3.85
TOLUENE;FLUOROBENZENE;Cc1ccccc1;c1ccc(cc1)F;-5.23
cyclopropane;water;C1CC1;O;1.184191618816292
(2E)-2-HEXENE;1-HEXADECENE;CCC/C=C/C;CCCCCCCCCCCCCCC=C;-3.57
ACETONE;CHLOROBENZENE;CC(=O)C;c1ccc(cc1)Cl;-3.87
DECANE;2-ETHOXYETHANOL;CCCCCCCCCC;CCOCCO;-5.2
TRICHLOROETHYLENE;1-OCTANOL;C(=C(Cl)Cl)Cl;CCCCCCCCO;-4.08
PIPERIDINE;CHLOROFORM;C1CCNCC1;C(Cl)(Cl)Cl;-6.37
OCTANE;BUTANONE;CCCCCCCC;CCC(=O)C;-4.71
OCTADECANE;BUTYL ACETATE;CCCCCCCCCCCCCCCCCC;CCCCOC(=O)C;-11.94
1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene;water;c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl;O;-0.1500703384358412
CHLOROBENZENE;ETHYL ACETATE;c1ccc(cc1)Cl;CCOC(=O)C;-5.66
MOLECULAR OXYGEN;2-BUTANOL;O=O;CCC(C)O;0.91
ETHANOL;N-ETHYLFORMAMIDE;CCO;CCNC=O;-4.9
N-METHYLFORMAMIDE;N-METHYLFORMAMIDE;C/N=C/O;C/N=C/O;-8.24
N-BUTANE;PHENYLAMINE;CCCC;C1=CC=C(C=C1)N;-1.4
OCTANE;BUTYRONITRILE;CCCCCCCC;CCCC#N;-4.38
OCTENE;HEXADECANE;CCCCCCC=C;CCCCCCCCCCCCCCCC;-4.9
3,4-dimethylphenol;water;Cc1ccc(cc1C)O;O;-0.7014612447466644
1,4-DIOXANE;PERFLUOROBENZENE;C1COCCO1;c1(c(c(c(c(c1F)F)F)F)F)F;-4.92
OCTANE;TETRAHYDROFURAN;CCCCCCCC;C1CCOC1;-5.25
2,3,4-TRIMETHYLPENTANE;PROPYLENE CARBONATE;CC(C)C(C)C(C)C;CC1COC(=O)O1;-2.86
IODOBENZENE;IODOBENZENE;c1ccc(cc1)I;c1ccc(cc1)I;-7.12
CYCLOHEXENE;DIMETHYLFORMAMIDE;C1CCC=CC1;CN(C)C=O;-3.66
1-chloropropane;water;CCCCl;O;0.9032943646579482
CYCLOHEXANE;1-METHYL-2-PIPERIDINONE;C1CCCCC1;CN1CCCCC1=O;-3.37
1-CHLOROBUTANE;2,2,4-TRIMETHYLPENTANE;CCCCCl;CC(C)CC(C)(C)C;-3.91
1-ethyl-4-methylbenzene;water;CCc1ccc(cc1)C;O;0.7420385335670472
TRIETHYLAMINE;1-PROPANOL;CCN(CC)CC;CCCO;-4.77
PENTANE;FORMAMIDE;CCCCC;C(=O)N;-0.44
2,5-DIMETHYLHEXANE;DIMETHYL SULFOXIDE;CC(C)CCC(C)C;CS(=O)C;-2.38
1,4-DIOXANE;2,2,4-TRIMETHYLPENTANE;C1COCCO1;CC(C)CC(C)(C)C;-4.02
PENTANE;BUTYRONITRILE;CCCCC;CCCC#N;-2.62
ISOBUTANOL;HEXADECANE;CC(C)CO;CCCCCCCCCCCCCCCC;-3.19
THEXYL ALCOHOL;OCTANE;CC(C)C(C)(C)O;CCCCCCCC;-4.6
HEPTAN-1-OL;HEXADECANE;CCCCCCCO;CCCCCCCCCCCCCCCC;-5.61
ETHYL FORMATE;ISOPROPANOL;CCOC=O;CC(C)O;-3.15
DIETHYL ETHER;HEXADECANE;CCOCC;CCCCCCCCCCCCCCCC;-2.81
CYCLOHEXANOL;BROMOBENZENE;C1CCC(CC1)O;C1=CC=C(C=C1)Br;-6.47
ETHANE;PHENYLAMINE;CC;C1=CC=C(C=C1)N;-0.23
NONANE;1-PROPANOL;CCCCCCCCC;CCCO;-4.84
1-amino-4-hydroxyanthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N;O;-1.4895340966909068
2-NITROPHENOL;CHLOROFORM;C1=CC=C(C(=C1)[N+](=O)[O-])O;C(Cl)(Cl)Cl;-8.04
2-BUTANOL;DECAN-1-OL;CCC(C)O;CCCCCCCCCCO;-5.32
3-ETHYL-3-PENTANOL;DECANE;CCC(CC)(CC)O;CCCCCCCCCC;-5.34
2,4-DIMETHYLPENTANE;NITROMETHANE;CC(C)CC(C)C;C[N+](=O)[O-];-2.39
CYCLOHEXANE;P-XYLENE;C1CCCCC1;CC1=CC=C(C=C1)C;-4.18
CYCLOPENTANOL;HEXADECANE;C1CCC(C1)O;CCCCCCCCCCCCCCCC;-4.46
DIETHYL ETHER;DICHLOROETHANE;CCOCC;C(CCl)Cl;-3.48
ISOBUTANE;1-PROPANOL;CC(C)C;CCCO;-1.77
OCTADECAN-1-OL;1-OCTANOL;CCCCCCCCCCCCCCCCCCO;CCCCCCCCO;-14.91
TERT-BUTYL CHLORIDE;CYCLOHEXANONE;CC(C)(C)Cl;C1CCC(=O)CC1;-3.64
DECANE;UNDECANE;CCCCCCCCCC;CCCCCCCCCCC;-6.77
HEPT-1-YNE;2-ISOPROPOXYETHANOL;CCCCCC#C;CC(C)OCCO;-4.28
BUTANONE;CARBON DISULFIDE;CCC(=O)C;C(=S)=S;-3.84
DIHYDROGEN;PENTANOL;[HH];CCCCCO;1.66
M-XYLENE;5,8,11,14-TETRAOXAOCTADECANE;CC1=CC(=CC=C1)C;CCCCOCCOCCOCCOCCCC;-5.51
2-METHYLBUT-2-ENE;DIMETHYLFORMAMIDE;CC=C(C)C;CN(C)C=O;-2.56
TERT-BUTYL CHLORIDE;P-XYLENE;CC(C)(C)Cl;CC1=CC=C(C=C1)C;-3.58
VALERALDEHYDE;METHANOL;CCCCC=O;CO;-4.87
3-MEPY;HEXADECANE;CC1=CN=CC=C1;CCCCCCCCCCCCCCCC;-4.92
ETHANOL;METHYLCYCLOHEXANE;CCO;CC1CCCCC1;-2.58
1-OCTANOL;CARBON TETRACHLORIDE;CCCCCCCCO;C(Cl)(Cl)(Cl)Cl;-6.94
PENTANE;BUTYROLACTONE;CCCCC;C1CC(=O)OC1;-1.79
ETHANOL;FLUOROBENZENE;CCO;c1ccc(cc1)F;-3.25
METHYLCYCLOHEXANE;ETHYLBENZENE;CC1CCCCC1;CCc1ccccc1;-4.56
PROPYL FORMATE;HEXADECANE;CCCOC=O;CCCCCCCCCCCCCCCC;-3.29
BUTANONE;DIETHYLENE GLYCOL DIBUTYL ETHER;CCC(=O)C;CCCCOCCOCCOCCCC;-3.92
CHLOROBENZENE;ETHANOL;c1ccc(cc1)Cl;CCO;-5.02
2-methylpropyl formate;water;CC(C)COC=O;O;0.4117241698808464
4-METHYLPENTAN-2-ONE;FORMAMIDE;CC(C)CC(=O)C;C(=O)N;-4.19
BUTANOIC ACID;CHLOROFORM;CCCC(=O)O;C(Cl)(Cl)Cl;-5.99
PENTANE;DODECANE;CCCCC;CCCCCCCCCCCC;-3.08
DIETHYL ETHER;N-ETHYLFORMAMIDE;CCOCC;CCNC=O;-2.78
HEXANE;N,N-DIMETHYLACETAMIDE;CCCCCC;CC(=O)N(C)C;-2.86
FLUOROBENZENE;1,4-DIOXANE;c1ccc(cc1)F;C1COCCO1;-4.69
(2Z)-2-BUTENE;N-BUTANOL;C/C=C\C;CCCCO;-2.22
BROMOFORM;UNDECANE;C(Br)(Br)Br;CCCCCCCCCCC;-4.82
TOLUENE;ACETIC ACID;Cc1ccccc1;CC(=O)O;-4.58
2,3,4-TRIMETHYLPENTANE;CARBON TETRACHLORIDE;CC(C)C(C)C(C)C;C(Cl)(Cl)(Cl)Cl;-5.07
2,5-DIMETHYLHEXANE;1,4-DIOXANE;CC(C)CCC(C)C;C1COCCO1;-3.98
PENT-1-ENE;BENZONITRILE;CCCC=C;C1=CC=C(C=C1)C#N;-2.61
ISOPRENE;CARBON TETRACHLORIDE;CC(=C)C=C;C(Cl)(Cl)(Cl)Cl;-3.49
METHYLCYCLOHEXANE;2-PROPOXYETHANOL;CC1CCCCC1;CCCOCCO;-3.94
2-METHYLPENTANOL;DECANE;CCCC(C)CO;CCCCCCCCCC;-4.82
2-METHYL-2-PENTANOL;CHLOROFORM;CCCC(C)(C)O;C(Cl)(Cl)Cl;-5.69
ETBE;N,N-DIMETHYLACETAMIDE;CCOC(C)(C)C;CC(=O)N(C)C;-3.53
ACETONE;CYCLOHEXANONE;CC(=O)C;C1CCC(=O)CC1;-3.8
ACETONITRILE;N-BUTANOL;CC#N;CCCCO;-3.55
