Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
TRANS-PIPERYLENE;N-METHYLACETAMIDE;C/C=C/C=C;CC(=O)NC;-2.99
PYRIDINE;N-METHYLACETAMIDE;c1ccncc1;C/C(=N/C)/O;-5.35
methanesulfonyl chloride;water;CS(=O)(=O)Cl;O;-0.27751446300768245
DIETHYL ETHER;SULFOLANE;CCOCC;C1CCS(=O)(=O)C1;-2.37
CARBON MONOXIDE;N,N-DIMETHYLACETAMIDE;[C-]#[O+];CC(=O)N(C)C;1.35
N-PROPYLBENZENE;2,2,4-TRIMETHYLPENTANE;CCCC1=CC=CC=C1;CC(C)CC(C)(C)C;-5.89
ISOPRENE;2,2,4-TRIMETHYLPENTANE;CC(=C)C=C;CC(C)CC(C)(C)C;-3.16
(2E)-2-BUTENE;1-PROPANOL;C/C=C/C;CCCO;-2.14
2,4-DIMETHYLPENTANE;BUTYL ACETATE;CC(C)CC(C)C;CCCCOC(=O)C;-3.81
PROPIONALDEHYDE;HEXADECANE;CCC=O;CCCCCCCCCCCCCCCC;-2.52
PROPENE;2,2,4-TRIMETHYLPENTANE;CC=C;CC(C)CC(C)(C)C;-1.61
DIMETHOXYETHANE;1,2-Dichlorethane;COCCOC;C(CCl)Cl;-4.84
DIETHYLAMINE;TOLUENE;CCNCC;CC1=CC=CC=C1;-3.75
2-OCTANONE;CARBON TETRACHLORIDE;CCCCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.7
ISOBUTANOL;BROMOBENZENE;CC(C)CO;c1ccc(cc1)Br;-4.23
ISOPROPANOL;PENTANOL;CC(C)O;CCCCCO;-4.99
NITROBENZENE;CARBON TETRACHLORIDE;c1ccc(cc1)[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-7.18
propan-2-yl formate;water;CC(C)OC=O;O;0.4637421799101694
ETHYLENE;N-METHYLPYRROLIDONE;C=C;CN1CCCC1=O;-0.4
DIBUTYL ETHER;TOLUENE;CCCCOCCCC;Cc1ccccc1;-5.96
HEXANE;ANISOLE;CCCCCC;COc1ccccc1;-3.37
HEXANE;2-BUTOXYETHANOL;CCCCCC;CCCCOCCO;-3.18
TETRACHLOROETHYLENE;HEXADECANE;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-4.89
PENTANE;CHLOROBENZENE;CCCCC;c1ccc(cc1)Cl;-3.32
ISOBUTANOL;2,2,4-TRIMETHYLPENTANE;CC(C)CO;CC(C)CC(C)(C)C;-3.55
OCTANE;PYRIDINE;CCCCCCCC;c1ccncc1;-4.48
BUTADIENE;M-XYLENE;C=CC=C;CC1=CC(=CC=C1)C;-2.48
BUTANONE;3-METHYLBUTAN-1-OL;CCC(=O)C;CC(C)CCO;-4.11
CYCLOHEXANE;TETRAHYDROFURAN;C1CCCCC1;C1CCOC1;-4.27
MOLECULAR OXYGEN;O-XYLENE;O=O;CC1=CC=CC=C1C;0.88
DECANE;UNDECANE;CCCCCCCCCC;CCCCCCCCCCC;-6.77
5-METHYL-2-FURALDEHYDE;DECANE;CC1=CC=C(O1)C=O;CCCCCCCCCC;-5.29
METHYL TERT-BUTYL ETHER;N-METHYLFORMAMIDE;CC(C)(C)OC;C/N=C/O;-3.08
DIMETHYL SULFOXIDE;ETHYL ACETATE;CS(=O)C;CCOC(=O)C;-6.66
ETHYL ACETATE;CYCLOHEXANONE;CCOC(=O)C;C1CCC(=O)CC1;-4.33
ALLYL ALCOHOL;DIETHYLENE GLYCOL DIBUTYL ETHER;C=CCO;CCCCOCCOCCOCCCC;-4.64
PENTANOL;CHLOROFORM;CCCCCO;C(Cl)(Cl)Cl;-6.0
HEXENE;TRIBUTYL PHOSPHATE;CCCCC=C;CCCCOP(=O)(OCCCC)OCCCC;-3.3
1-CHLOROBUTANE;PYRIDINE;CCCCCl;c1ccncc1;-4.33
ACETONITRILE;TOLUENE;CC#N;Cc1ccccc1;-3.65
OCTANE;HEXANE;CCCCCCCC;CCCCCC;-5.42
ACETONITRILE;METHYL TERT-BUTYL ETHER;CC#N;CC(C)(C)OC;-3.67
3-ETHYLPENTANE;1-HEXADECENE;CCC(CC)CC;CCCCCCCCCCCCCCC=C;-4.06
OCTANE;METHOXYETHANOL;CCCCCCCC;COCCO;-3.79
DIETHYL ETHER;N,N-DIETHYLACETAMIDE;CCOCC;CCN(CC)C(=O)C;-2.95
PENT-1-ENE;HEPTANE;CCCC=C;CCCCCCC;-3.15
TETRAHYDROFURAN;DIETHYLENE GLYCOL DIBUTYL ETHER;C1CCOC1;CCCCOCCOCCOCCCC;-3.88
ethoxyethane;water;CCOCC;O;0.5755809014732137
METHANE;M-XYLENE;C;CC1=CC(=CC=C1)C;0.37
ISOHEXANE;DIMETHYL SULFOXIDE;CCCC(C)C;CS(=O)C;-1.79
2-HEXANONE;CARBON TETRACHLORIDE;CCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-5.47
CARBON DISULFIDE;DICHLOROETHANE;C(=S)=S;C(CCl)Cl;-3.29
PROPYL PHOSPHATE;DODECANE;CCCOP(=O)(O)O;CCCCCCCCCCCC;-8.2
MOLECULAR OXYGEN;DECANE;O=O;CCCCCCCCCC;0.77
NONANE;ETHANOL;CCCCCCCCC;CCO;-4.8
DIMETHYL ETHER;TERT-AMYL ALCOHOL;COC;CCC(C)(C)O;-2.22
METHYL IODIDE;1-OCTANOL;CI;CCCCCCCCO;-2.95
2,6-dichlorobenzonitrile;water;c1cc(c(c(c1)Cl)C#N)Cl;O;-0.23590005498422406
DIISOPROPYL ETHER;OCTANE;CC(C)OC(C)C;CCCCCCCC;-3.84
ETHYLENE;BROMOBENZENE;C=C;C1=CC=C(C=C1)Br;-0.52
2,4-DIMETHYLPENTANE;NITROMETHANE;CC(C)CC(C)C;C[N+](=O)[O-];-2.39
NITROUS OXIDE;METHYL ACETATE;[N-]=[N+]=O;CC(=O)OC;-1.09
CARBON DIOXIDE;2-BUTANOL;C(=O)=O;CCC(C)O;-0.33
2-methylbut-2-ene;water;CC=C(C)C;O;1.3298420468983962
BUTANONE;TETRAHYDROFURAN;CCC(=O)C;C1CCOC1;-4.54
ISOBUTENE;PENTANE;CC(=C)C;CCCCC;-2.48
HYDROGEN SULFIDE;PHENYLAMINE;S;C1=CC=C(C=C1)N;-1.7
CHLOROFORM;METHANOL;C(Cl)(Cl)Cl;CO;-4.23
METHANOL;DICHLOROETHANE;CO;C(CCl)Cl;-2.95
BENZALDEHYDE;CARBON TETRACHLORIDE;C1=CC=C(C=C1)C=O;C(Cl)(Cl)(Cl)Cl;-6.11
ACETONE;N-BUTANOL;CC(=O)C;CCCCO;-3.51
ISOBUTANE;HEPTANE;CC(C)C;CCCCCCC;-2.31
1-HEXANOIC ACID;HEXADECANE;CCCCCC(=O)O;CCCCCCCCCCCCCCCC;-5.35
ACETONITRILE;DIMETHYL SULFOXIDE;CC#N;CS(=O)C;-4.59
(2S)-2-(3-benzoylphenyl)propanoic acid;water;C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O;O;-1.814646659374175
PROPANE;CARBON TETRACHLORIDE;CCC;C(Cl)(Cl)(Cl)Cl;-1.83
HEXANOL;DODECANE;CCCCCCO;CCCCCCCCCCCC;-4.87
PENTANE;HEXADECANE;CCCCC;CCCCCCCCCCCCCCCC;-2.95
CARBON TETRACHLORIDE;DIETHYL ETHER;C(Cl)(Cl)(Cl)Cl;CCOCC;-4.39
1-CHLOROBUTANE;5,8,11,14-TETRAOXAOCTADECANE;CCCCCl;CCCCOCCOCCOCCOCCCC;-4.04
TRICHLOROETHYLENE;TRIBUTYL PHOSPHATE;C(=C(Cl)Cl)Cl;CCCCOP(=O)(OCCCC)OCCCC;-4.52
1-BUTENE;PENTANOL;CCC=C;CCCCCO;-2.01
CARBON DISULFIDE;CYCLOHEXANONE;C(=S)=S;C1CCC(=O)CC1;-3.31
ACETOPHENONE;CARBON TETRACHLORIDE;CC(=O)c1ccccc1;C(Cl)(Cl)(Cl)Cl;-7.18
VALERALDEHYDE;2,2,4-TRIMETHYLPENTANE;CCCCC=O;CC(C)CC(C)(C)C;-4.24
SULFUR HEXAFLUORIDE;BROMOBENZENE;FS(F)(F)(F)(F)F;C1=CC=C(C=C1)Br;0.67
ETHYLENE;N-BUTANOL;C=C;CCCCO;-0.46
METHANOL;DIETHYL ETHER;CO;CCOCC;-3.38
2,2,4-TRIMETHYLPENTANE;DECAN-1-OL;CC(C)CC(C)(C)C;CCCCCCCCCCO;-3.9
DIMETHYLAMINE;DIMETHYLFORMAMIDE;CNC;CN(C)C=O;-2.88
ISOBUTANE;TERT-BUTANOL;CC(C)C;CC(C)(C)O;-1.86
3-METHYLBUTAN-1-OL;BUTYL ACETATE;CC(C)CCO;CCCCOC(=O)C;-5.78
3-METHYLBUTAN-2-ONE;1-OCTANOL;CC(C)C(=O)C;CCCCCCCCO;-4.15
PROPIONALDEHYDE;FORMAMIDE;CCC=O;C(=O)N;-3.26
METHANOL;DECANE;CO;CCCCCCCCCC;-1.41
ISOBUTANOL;ISOBUTANOL;CC(C)CO;CC(C)CO;-5.84
TERT-AMYL METHYL ETHER;N,N-DIMETHYLACETAMIDE;CCC(C)(C)OC;CC(=O)N(C)C;-3.92
TOLUENE;BUTYROLACTONE;Cc1ccccc1;C1CC(=O)OC1;-4.81
MOLECULAR OXYGEN;1-OCTANOL;O=O;CCCCCCCCO;1.04
N-BUTANE;1-PROPANOL;CCCC;CCCO;-1.98
CYCLOHEXANE;1,5-DIMETHYL-2-PYRROLIDINONE;C1CCCCC1;CC1CCC(=O)N1C;-3.41
ETHANOL;TERT-BUTANOL;CCO;CC(C)(C)O;-5.05
4-PICOLINE;CARBON TETRACHLORIDE;CC1=CC=NC=C1;C(Cl)(Cl)(Cl)Cl;-6.08
BENZENE;N-BUTANOL;C1=CC=CC=C1;CCCCO;-3.92
DICHLOROMETHANE;2,2,4-TRIMETHYLPENTANE;C(Cl)Cl;CC(C)CC(C)(C)C;-2.84
TETRAHYDROFURAN;ACETONE;C1CCOC1;CC(=O)C;-4.12
1,3-DICHLOROPROPANE;ACETONE;C(CCl)CCl;CC(=O)C;-5.63
ETHANOL;HEXANE;CCO;CCCCCC;-2.28
CYCLOHEXENE;FORMAMIDE;C1CCC=CC1;C(=O)N;-1.87
ETBE;HEXADECANE;CCOC(C)(C)C;CCCCCCCCCCCCCCCC;-3.52
SULFUR DIOXIDE;OCTANE;O=S=O;CCCCCCCC;-1.01
ISOBUTYRALDEHYDE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CC(C)C=O;COCCOCCOCCOCCOC;-3.66
1-PROPANOL;DIISOPROPYL ETHER;CCCO;CC(C)OC(C)C;-4.39
DIMETHYL ETHER;HEXANE;COC;CCCCCC;-1.79
TETRAHYDROPYRAN;CHLOROFORM;C1CCOCC1;C(Cl)(Cl)Cl;-5.84
HEXANE;ETHYLENE GLYCOL;CCCCCC;C(CO)O;-0.76
NITROUS OXIDE;CHLOROBENZENE;[N-]=[N+]=O;C1=CC=C(C=C1)Cl;-0.68
(1S,2R)-1,2-dimethylcyclohexane;water;C[C@@H]1CCCC[C@@H]1C;O;1.4000663604379822
1,4-DIETHYLBENZENE;TERT-BUTANOL;CCC1=CC=C(C=C1)CC;CC(C)(C)O;-6.3
CYCLOHEXANE;DIMETHYLFORMAMIDE;C1CCCCC1;CN(C)C=O;-3.15
HEXANE;BENZONITRILE;CCCCCC;c1ccc(cc1)C#N;-3.11
HEXANE;N,N-DIBUTYLFORMAMIDE;CCCCCC;CCCCN(CCCC)C=O;-3.25
ETHANE;DIETHYL ETHER;CC;CCOCC;-1.16
dichloromethane;water;C(Cl)Cl;O;0.6484061155142659
1,2,4-trimethylbenzene;water;Cc1ccc(c(c1)C)C;O;0.7654466380802425
DIHYDROGEN;PENTANOL;[HH];CCCCCO;1.66
(2E)-3,7-dimethylocta-2,6-dien-1-ol;water;CC(=CCC/C(=C/CO)/C)C;O;-0.16827664194610428
DIMETHYL ETHER;BROMOBENZENE;COC;C1=CC=C(C=C1)Br;-2.1
N-BUTYLAMINE;IODOBENZENE;CCCCN;C1=CC=C(C=C1)I;-4.08
N-BUTANE;ACETONE;CCCC;CC(=O)C;-2.13
CYCLOHEXENE;PYRIDINE;C1CCC=CC1;C1=CC=NC=C1;-4.12
PROPIONALDEHYDE;1-HEXADECENE;CCC=O;CCCCCCCCCCCCCCC=C;-2.47
ACETONE;1-METHYL-2-PIPERIDINONE;CC(=O)C;CN1CCCCC1=O;-3.82
ETHYL ACETATE;DECANE;CCOC(=O)C;CCCCCCCCCC;-3.28
ETHYLBENZENE;2-PROPOXYETHANOL;CCc1ccccc1;CCCOCCO;-5.21
UNDECANOL;DECAN-1-OL;CCCCCCCCCCCO;CCCCCCCCCCO;-10.27
TOLUENE;N,N-DIMETHYLACETAMIDE;Cc1ccccc1;CC(=O)N(C)C;-4.98
METHANE;TOLUENE;C;CC1=CC=CC=C1;0.35
CYCLOHEXANE;CARBON DISULFIDE;C1CCCCC1;C(=S)=S;-4.48
OCTANE;DECAN-1-OL;CCCCCCCC;CCCCCCCCCCO;-4.53
2,3,4-TRIMETHYLPENTANE;1,4-DIOXANE;CC(C)C(C)C(C)C;C1COCCO1;-4.12
3-METHYLBUTAN-1-OL;ETHYLBENZENE;CC(C)CCO;CCc1ccccc1;-4.88
FURFURAL;DECANE;C1=COC(=C1)C=O;CCCCCCCCCC;-4.51
CHLOROHEXANE;ETHYLBENZENE;CCCCCCCl;CCC1=CC=CC=C1;-5.77
prop-1-yne;water;CC#C;O;0.864280857135956
1,1,2-trichloroethene;water;C(=C(Cl)Cl)Cl;O;0.8746844591418207
PENTANOL;ISOBUTANOL;CCCCCO;CC(C)CO;-6.85
DECAN-1-OL;ISOPROPANOL;CCCCCCCCCCO;CC(C)O;-9.77
METHYL TERT-BUTYL ETHER;CHLOROFORM;CC(C)(C)OC;C(Cl)(Cl)Cl;-4.88
2,2,2-TRIFLUOROETHANOL;N,N-DIMETHYLACETAMIDE;C(C(F)(F)F)O;CC(=O)N(C)C;-6.81
propane-1-thiol;water;CCCS;O;0.7030250260450549
DIETHYLAMINE;HEXADECANE;CCNCC;CCCCCCCCCCCCCCCC;-3.27
P-XYLENE;1-OCTANOL;Cc1ccc(cc1)C;CCCCCCCCO;-5.17
2-METHYL-3-HEXANOL;OCTANE;CCCC(C(C)C)O;CCCCCCCC;-5.34
3,4-dimethylpyridine;water;Cc1ccncc1C;O;-0.36854598055899745
N-BUTANOL;TERT-BUTANOL;CCCCO;CC(C)(C)O;-6.29
MOLECULAR NITROGEN;ETHYL ACETATE;N#N;CCOC(=O)C;1.04
CYCLOPENTANE;DIMETHYLFORMAMIDE;C1CCCC1;CN(C)C=O;-2.73
PROPENE;NONANE;CC=C;CCCCCCCCC;-1.69
METHOXYFLURANE;HEXADECANE;COC(C(Cl)Cl)(F)F;CCCCCCCCCCCCCCCC;-3.91
DIISOPROPYL ETHER;N,N-DIETHYLACETAMIDE;CC(C)OC(C)C;CCN(CC)C(=O)C;-3.51
DIMETHYL SULFOXIDE;CHLOROFORM;CS(=O)C;C(Cl)(Cl)Cl;-8.77
ISOPROPANOL;EPSILON-CAPROLACTONE;CC(C)O;C1CCC(=O)OCC1;-4.38
1,4-DIOXANE;TRIBUTYL PHOSPHATE;C1COCCO1;CCCCOP(=O)(OCCCC)OCCCC;-4.43
ISOPROPYL ACETATE;ISOPROPYL ACETATE;CC(C)OC(=O)C;CC(C)OC(=O)C;-4.67
METHANE;METHYL ACETATE;C;CC(=O)OC;0.31
2,4-DIMETHYLPENTANE;DODECANE;CC(C)CC(C)C;CCCCCCCCCCCC;-3.94
DIBUTYL ETHER;DIBUTYL ETHER;CCCCOCCCC;CCCCOCCCC;-5.48
ISOBUTENE;CARBON TETRACHLORIDE;CC(=C)C;C(Cl)(Cl)(Cl)Cl;-2.71
NONANE;SULFOLANE;CCCCCCCCC;C1CCS(=O)(=O)C1;-3.19
ISOHEXANE;NITROBENZENE;CCCC(C)C;C1=CC=C(C=C1)[N+](=O)[O-];-2.75
1-PROPANOL;METHYLCYCLOHEXANE;CCCO;CC1CCCCC1;-3.42
TOLUENE;HEXANE;Cc1ccccc1;CCCCCC;-4.75
TERT-BUTYL CHLORIDE;N,N-DIMETHYLACETAMIDE;CC(C)(C)Cl;CC(=O)N(C)C;-3.1
2,4-DIMETHYLPENTANE;DECANE;CC(C)CC(C)C;CCCCCCCCCC;-4.05
4-methoxy-N,N-dimethylbenzamide;water;CN(C)C(=O)c1ccc(cc1)OC;O;-1.8744673709078965
1,4-DIOXANE;N-BUTANOL;C1COCCO1;CCCCO;-4.57
ETBE;N,N-DIETHYLACETAMIDE;CCOC(C)(C)C;CCN(CC)C(=O)C;-3.66
ACETIC ACID;1-HEXADECENE;CC(=O)O;CCCCCCCCCCCCCCC=C;-2.42
METHYLCYCLOHEXANE;N-METHYLFORMAMIDE;CC1CCCCC1;C/N=C/O;-3.18
CARBON MONOXIDE;ACETONE;[C-]#[O+];CC(=O)C;0.8
1-nitropentane;water;CCCCC[N+](=O)[O-];O;0.2556701397928777
ISOHEXANE;1-HEXADECENE;CCCC(C)C;CCCCCCCCCCCCCCC=C;-3.32
PERFLUOROMETHANE;HEPTAN-1-OL;C(F)(F)(F)F;CCCCCCCO;1.25
ISOBUTYRALDEHYDE;5,8,11,14-TETRAOXAOCTADECANE;CC(C)C=O;CCCCOCCOCCOCCOCCCC;-3.58
NONANE;HEPTANE;CCCCCCCCC;CCCCCCC;-6.07
DIMETHYLBUTADIENE;DIMETHYLFORMAMIDE;CC(=CC=C)C;CN(C)C=O;-3.53
4-METHYLPENTAN-2-ONE;N-METHYLACETAMIDE;CC(C)CC(=O)C;C/C(=N/C)/O;-4.82
PROPENE;PHENYLAMINE;CC=C;C1=CC=C(C=C1)N;-1.08
AMMONIA;ACETONE;N;CC(=O)C;-2.02
BIPHENYL;CARBON TETRACHLORIDE;C1=CC=C(C=C1)C2=CC=CC=C2;C(Cl)(Cl)(Cl)Cl;-9.22
ISOBUTANOL;TERT-BUTANOL;CC(C)CO;CC(C)(C)O;-5.95
TETRAHYDROFURAN;N,N-DIMETHYLACETAMIDE;C1CCOC1;CC(=O)N(C)C;-3.96
2,2-DIMETHYLBUTANE;DECANE;CCC(C)(C)C;CCCCCCCCCC;-3.38
TOLUENE;SULFOLANE;CC1=CC=CC=C1;C1CCS(=O)(=O)C1;-4.47
CHLOROTRIFLUOROMETHANE;OCTANE;C(F)(F)(F)Cl;CCCCCCCC;-0.53
HEXENE;2,2,4-TRIMETHYLPENTANE;CCCCC=C;CC(C)CC(C)(C)C;-3.78
SULFUR HEXAFLUORIDE;DODECANE;FS(F)(F)(F)(F)F;CCCCCCCCCCCC;0.07
1,4-DIOXANE;2,2,4-TRIMETHYLPENTANE;C1COCCO1;CC(C)CC(C)(C)C;-4.02
HEXANE;TETRAHYDROFURAN;CCCCCC;C1CCOC1;-3.87
ISOBUTANE;NONANE;CC(C)C;CCCCCCCCC;-2.26
DIMETHYL ETHER;M-XYLENE;COC;CC1=CC(=CC=C1)C;-2.05
2-HEPTANOL;2-HEPTANOL;CCCCCC(C)O;CCCCCC(C)O;-7.19
NITROMETHANE;DIMETHYL SULFOXIDE;C[N+](=O)[O-];CS(=O)C;-5.59
CARBON DIOXIDE;BUTYROLACTONE;C(=O)=O;C1CC(=O)OC1;-0.6
acetaldehyde;water;CC=O;O;0.0788089056931797
2-METHYLBUTAN-1-OL;HEXADECANE;CCC(C)CO;CCCCCCCCCCCCCCCC;-4.11
HEXANE;2,2,4-TRIMETHYLPENTANE;CCCCCC;CC(C)CC(C)(C)C;-3.9
BENZOIC ACID;1,4-DIOXANE;C1=CC=C(C=C1)C(=O)O;C1COCCO1;-9.81
2-METHYL-3-HEXANOL;CARBON TETRACHLORIDE;CCCC(C(C)C)O;C(Cl)(Cl)(Cl)Cl;-6.43
DIETHYL ETHER;OCTANE;CCOCC;CCCCCCCC;-3.05
BUTYRONITRILE;PENTANOL;CCCC#N;CCCCCO;-4.47
PENTANOL;2,2,4-TRIMETHYLPENTANE;CCCCCO;CC(C)CC(C)(C)C;-4.38
PERFLUOROMETHANE;NONANOL;C(F)(F)(F)F;CCCCCCCCCO;1.32
2-METHYL-2-HEXANOL;CHLOROFORM;CCCCC(C)(C)O;C(Cl)(Cl)Cl;-6.69
DIISOPROPYL ETHER;HEXADECANE;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-3.49
2-METHYLBUT-2-ENE;N-METHYLACETAMIDE;CC=C(C)C;CC(=O)NC;-2.54
ETHYLENE;DIMETHYLFORMAMIDE;C=C;CN(C)C=O;-0.45
1,7-OCTADIENE;2-BUTOXYETHANOL;C=CCCCCC=C;CCCCOCCO;-4.69
METHYL TERT-BUTYL ETHER;HEXANOL;CC(C)(C)OC;CCCCCCO;-3.55
NONANE;HEXANE;CCCCCCCCC;CCCCCC;-6.15
BUTYRALDEHYDE;PENTANOL;CCCC=O;CCCCCO;-3.7
BUTYL ACETATE;TOLUENE;CCCCOC(=O)C;Cc1ccccc1;-5.57
O-XYLENE;PHENYLAMINE;Cc1ccccc1C;c1ccc(cc1)N;-5.4
trimethoxymethylbenzene;water;COC(c1ccccc1)(OC)OC;O;-0.06163972138599223
TOLUENE;NITROETHANE;Cc1ccccc1;CC[N+](=O)[O-];-4.97
DECAN-1-OL;NONANOL;CCCCCCCCCCO;CCCCCCCCCO;-9.64
TERT-AMYL ALCOHOL;DECANE;CCC(C)(C)O;CCCCCCCCCC;-3.99
HEPTYLAMINE;HEXADECANE;CCCCCCCN;CCCCCCCCCCCCCCCC;-5.53
2,2-dimethylpropane;water;CC(C)(C)C;O;1.6419501070743339
4-PICOLINE;2,2,4-TRIMETHYLPENTANE;CC1=CC=NC=C1;CC(C)CC(C)(C)C;-4.95
HEXANE;PYRIDINE;CCCCCC;c1ccncc1;-3.23
2-METHYLBUT-1-ENE;PHENYLAMINE;CCC(=C)C;C1=CC=C(C=C1)N;-1.99
HEPTANE;DICHLOROETHANE;CCCCCCC;C(CCl)Cl;-4.07
OCTANE;DICHLOROMETHANE;CCCCCCCC;C(Cl)Cl;-5.07
ETHYLCYCLOHEXANE;BUTYRONITRILE;CCC1CCCCC1;CCCC#N;-4.55
ISOBUTYRALDEHYDE;HEXADECANE;CC(C)C=O;CCCCCCCCCCCCCCCC;-2.81
TOLUENE;TRIETHYLAMINE;Cc1ccccc1;CCN(CC)CC;-4.89
2-NITROPHENOL;CHLOROFORM;C1=CC=C(C(=C1)[N+](=O)[O-])O;C(Cl)(Cl)Cl;-8.04
PERFLUOROMETHANE;1-PROPANOL;C(F)(F)(F)F;CCCO;1.04
BENZENE;DIISOPROPYL ETHER;C1=CC=CC=C1;CC(C)OC(C)C;-4.2
(4E)-1,4-HEXADIENE;1-HEXADECENE;C/C=C/CC=C;CCCCCCCCCCCCCCC=C;-3.47
PROPYLAMINE;CHLOROBENZENE;CCCN;C1=CC=C(C=C1)Cl;-3.59
PYRROLE;CHLOROFORM;C1=CNC=C1;C(Cl)(Cl)Cl;-5.62
CYCLOHEXANE;N-METHYLPYRROLIDONE;C1CCCCC1;CN1CCCC1=O;-3.25
PYRIDINE;SULFOLANE;C1=CC=NC=C1;C1CCS(=O)(=O)C1;-5.23
2-METHYL-2-HEXANOL;OCTANE;CCCCC(C)(C)O;CCCCCCCC;-5.29
2-PICOLINE;ETHYL ACETATE;Cc1ccccn1;CCOC(=O)C;-5.68
PENTANE;SULFOLANE;CCCCC;C1CCS(=O)(=O)C1;-1.39
M-CRESOL;HEPTANE;Cc1cccc(c1)O;CCCCCCC;-5.77
PENT-1-ENE;DIMETHYLFORMAMIDE;CCCC=C;CN(C)C=O;-2.32
1-CHLORO-2-METHYLPROPANE;DIISOPROPYL ETHER;CC(C)CCl;CC(C)OC(C)C;-3.98
(2S)-1,1,1-trifluoropropan-2-ol;water;C[C@@H](C(F)(F)F)O;O;-0.09285052740358601
BUTYL ACETATE;FORMAMIDE;CCCCOC(=O)C;C(=O)N;-4.07
METHANOL;TERT-AMYL METHYL ETHER;CO;CCC(C)(C)OC;-3.32
ETHYLCYCLOHEXANE;PROPYLENE CARBONATE;CCC1CCCCC1;CC1COC(=O)O1;-3.41
3-NITROTOLUENE;CHLOROFORM;CC1=CC(=CC=C1)[N+](=O)[O-];C(Cl)(Cl)Cl;-8.16
hex-1-ene;water;CCCCC=C;O;1.4000663604379822
1,2-DICHLOROBENZENE;HEPTANE;C1=CC=C(C(=C1)Cl)Cl;CCCCCCC;-6.01
PERFLUOROBENZENE;N-BUTANOL;c1(c(c(c(c(c1F)F)F)F)F)F;CCCCO;-3.47
ACETYLENE;1,4-DIOXANE;C#C;C1COCCO1;-1.71
ETHYLCYCLOHEXANE;ETHYLENE GLYCOL;CCC1CCCCC1;C(CO)O;-2.07
1-CHLOROPENTANE;ACETONE;CCCCCCl;CC(=O)C;-4.86
BENZONITRILE;HEXADECANE;c1ccc(cc1)C#N;CCCCCCCCCCCCCCCC;-5.46
t-Butyl isopropyl ether;N,N-DIMETHYLACETAMIDE;CC(C)OC(C)(C)C;CC(=O)N(C)C;-3.75
DIISOPROPYL ETHER;1,5-DIMETHYL-2-PYRROLIDINONE;CC(C)OC(C)C;CC1CCC(=O)N1C;-3.26
TOLUENE;2-PICOLINE;Cc1ccccc1;Cc1ccccn1;-5.18
CHLOROFORM;PHENYLAMINE;C(Cl)(Cl)Cl;c1ccc(cc1)N;-3.88
CARBON MONOXIDE;ISOBUTANOL;[C-]#[O+];CC(C)CO;1.04
1,4-DIOXANE;ETHYLBENZENE;C1COCCO1;CCc1ccccc1;-4.71
NITROMETHANE;FLUOROBENZENE;C[N+](=O)[O-];c1ccc(cc1)F;-4.47
T-BUTYLBENZENE;ISOPROPANOL;CC(C)(C)C1=CC=CC=C1;CC(C)O;-5.59
1,1-DIFLUOROETHANE;2-BUTANOL;CC(F)F;CCC(C)O;-1.32
2,4-DIMETHYLPENTANE;HEXANE;CC(C)CC(C)C;CCCCCC;-4.38
BENZENE;2-ISOPROPOXYETHANOL;C1=CC=CC=C1;CC(C)OCCO;-4.13
METHANOL;FORMAMIDE;CO;C(=O)N;-4.5
CARBON TETRACHLORIDE;1,2-PROPANEDIOL;C(Cl)(Cl)(Cl)Cl;CC(CO)O;-2.99
CHLOROBENZENE;FORMAMIDE;c1ccc(cc1)Cl;C(=O)N;-3.57
propanoic acid;water;CCC(=O)O;O;-0.6910576427407997
PROPYL FORMATE;HEXADECANE;CCCOC=O;CCCCCCCCCCCCCCCC;-3.29
3-PENTANONE;HEXADECANE;CCC(=O)CC;CCCCCCCCCCCCCCCC;-3.83
HEPTAN-1-OL;HEXADECANE;CCCCCCCO;CCCCCCCCCCCCCCCC;-5.61
BENZENE;ETHYLENE GLYCOL;C1=CC=CC=C1;C(CO)O;-2.77
TETRAHYDROFURAN;CHLOROFORM;C1CCOC1;C(Cl)(Cl)Cl;-5.27
HEPTANE;N,N-DIMETHYLACETAMIDE;CCCCCCC;CC(=O)N(C)C;-3.48
CYCLOHEXENE;1-ETHYL-2-PYRROLIDINONE;C1CCC=CC1;CCN1CCCC1=O;-3.78
5-iodo-1H-pyrimidine-2,4-dione;water;c1c(c(=O)[nH]c(=O)[nH]1)I;O;-3.8797616575382956
HEXANE;2-ETHOXYETHANOL;CCCCCC;CCOCCO;-3.03
ETHYL BUTANOATE;1-OCTANOL;CCCC(=O)OCC;CCCCCCCCO;-4.86
2,4-DIMETHYLPENTANE;PROPIONITRILE;CC(C)CC(C)C;CCC#N;-3.17
1-BUTENE;TERT-BUTANOL;CCC=C;CC(C)(C)O;-2.03
N-BUTANOL;SULFOLANE;CCCCO;C1CCS(=O)(=O)C1;-5.06
