Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
CARBON DIOXIDE;ACETIC ACID;C(=O)=O;CC(=O)O;-0.93
CHLOROBENZENE;CHLOROFORM;c1ccc(cc1)Cl;C(Cl)(Cl)Cl;-5.76
HEXANE;DIETHYLENE GLYCOL DIBUTYL ETHER;CCCCCC;CCCCOCCOCCOCCCC;-3.48
PROPANE;DECANE;CCC;CCCCCCCCCC;-1.7
TRIMETHYLAMINE;1-PROPANOL;CN(C)C;CCCO;-3.49
TERT-BUTYL CHLORIDE;BENZONITRILE;CC(C)(C)Cl;C1=CC=C(C=C1)C#N;-3.15
3-METHYLBUTAN-2-ONE;DIISOPROPYL ETHER;CC(C)C(=O)C;CC(C)OC(C)C;-4.29
ACETONE;DICHLOROETHANE;CC(=O)C;C(CCl)Cl;-4.27
1-CHLOROBUTANE;PROPYL ETHER;CCCCCl;CCCOCCC;-4.23
PERFLUOROMETHANE;DODECANE;C(F)(F)(F)F;CCCCCCCCCCCC;0.98
N-BUTANOL;PROPYL ETHER;CCCCO;CCCOCCC;-4.94
decan-1-ol;water;CCCCCCCCCCO;O;0.04239629867265362
4-CHLOROANILINE;CHLOROFORM;C1=CC(=CC=C1N)Cl;C(Cl)(Cl)Cl;-8.76
O-XYLENE;PYRIDINE;Cc1ccccc1C;c1ccncc1;-5.99
CYCLOHEXANE;2-ISOPROPOXYETHANOL;C1CCCCC1;CC(C)OCCO;-3.58
CYCLOHEXENE;ETHYLENE GLYCOL;C1CCC=CC1;C(CO)O;-1.9
hexanoic acid;water;CCCCCC(=O)O;O;-0.626035130204146
SULFUR DIOXIDE;METHYL ACETATE;O=S=O;CC(=O)OC;-3.08
DIMETHYL ETHER;1-OCTANOL;COC;CCCCCCCCO;-1.87
2,5-DIMETHYLHEXANE;ACETONE;CC(C)CCC(C)C;CC(=O)C;-4.02
TOLUENE;DIIODOMETHANE;Cc1ccccc1;C(I)I;-4.49
4-ETHYL-3-HEXANOL;DODECANE;CCC(CC)C(CC)O;CCCCCCCCCCCC;-5.89
2,2,4-TRIMETHYLPENTANE;1-PROPANOL;CC(C)CC(C)(C)C;CCCO;-3.67
TOLUENE;NITROETHANE;Cc1ccccc1;CC[N+](=O)[O-];-4.97
CHLOROFORM;OCTANE;C(Cl)(Cl)Cl;CCCCCCCC;-3.52
TOLUENE;N-ETHYLFORMAMIDE;CC1=CC=CC=C1;CCNC=O;-4.49
CHLOROBENZENE;HEPTANE;c1ccc(cc1)Cl;CCCCCCC;-5.17
ETHYLCYCLOHEXANE;FORMAMIDE;CCC1CCCCC1;C(=O)N;-1.81
ETHANAL;1-METHYL-2-PIPERIDINONE;CC=O;CN1CCCCC1=O;-3.04
4-METHYLPENTAN-2-ONE;PYRIDINE;CC(C)CC(=O)C;c1ccncc1;-5.53
chlorobenzene;water;c1ccc(cc1)Cl;O;0.6978232250421226
PENTANE;CARBON DISULFIDE;CCCCC;C(=S)=S;-3.26
2,4-DIMETHYLPENTANE;DODECANE;CC(C)CC(C)C;CCCCCCCCCCCC;-3.94
MOLECULAR OXYGEN;CYCLOOCTANE;O=O;C1CCCCCCC1;0.97
O-XYLENE;2-PROPOXYETHANOL;Cc1ccccc1C;CCCOCCO;-5.44
TETRAHYDROFURAN;N-ETHYLACETAMIDE;C1CCOC1;CCNC(=O)C;-3.89
P-CYMENE;2-ETHOXYETHANOL;CC1=CC=C(C=C1)C(C)C;CCOCCO;-5.98
ETHYLCYCLOHEXANE;BENZONITRILE;CCC1CCCCC1;C1=CC=C(C=C1)C#N;-4.55
2,2-DIMETHYLBUTANE;N-BUTANOL;CCC(C)(C)C;CCCCO;-2.89
TETRAHYDROFURAN;SULFOLANE;C1CCOC1;C1CCS(=O)(=O)C1;-3.7
N-BUTANE;ETHANOL;CCCC;CCO;-1.91
P-XYLENE;CARBON TETRACHLORIDE;Cc1ccc(cc1)C;C(Cl)(Cl)(Cl)Cl;-5.73
MONOCHLOROETHANE;HEXANE;CCCl;CCCCCC;-2.6
TOLUENE;METHYLCYCLOHEXANE;Cc1ccccc1;CC1CCCCC1;-4.84
PENTANOL;M-XYLENE;CCCCCO;Cc1cccc(c1)C;-5.21
N-PROPYLBENZENE;HEXADECANE;CCCC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.76
HEPTANE;N-METHYLPYRROLIDONE;CCCCCCC;CN1CCCC1=O;-3.19
ISOBUTANOL;1-OCTANOL;CC(C)CO;CCCCCCCCO;-5.36
ETHANE;PHENYLAMINE;CC;C1=CC=C(C=C1)N;-0.23
PENTANE;HEXANOL;CCCCC;CCCCCCO;-2.68
morpholine;water;C1COCCN1;O;-0.8757215783448962
CARBON MONOXIDE;METHYL ACETATE;[C-]#[O+];CC(=O)OC;0.79
1-PROPANOL;DIIODOMETHANE;CCCO;C(I)I;-3.53
PENT-1-ENE;P-XYLENE;CCCC=C;CC1=CC=C(C=C1)C;-3.11
3-tert-butyl-5-chloro-6-methyl-1H-pyrimidine-2,4-dione;water;Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl;O;-1.9082790774269567
ETHANOL;TOLUENE;CCO;Cc1ccccc1;-3.0
TETRAHYDROFURAN;1-PROPANOL;C1CCOC1;CCCO;-3.96
1-OCTANOL;BUTANONE;CCCCCCCCO;CCC(=O)C;-8.2
METHANE;DECANE;C;CCCCCCCCCC;0.24
ACETONE;TRIBUTYL PHOSPHATE;CC(=O)C;CCCCOP(=O)(OCCCC)OCCCC;-3.42
DIHYDROGEN;UNDECANE;[HH];CCCCCCCCCCC;1.5
2,2-dimethylpropane;water;CC(C)(C)C;O;1.6419501070743339
FLUOROBENZENE;CHLOROFORM;c1ccc(cc1)F;C(Cl)(Cl)Cl;-4.69
PROPIONIC ACID;CHLOROBENZENE;CCC(=O)O;C1=CC=C(C=C1)Cl;-4.37
2-ETHOXYETHANOL;CARBON TETRACHLORIDE;CCOCCO;C(Cl)(Cl)(Cl)Cl;-4.87
WATER;N-METHYLFORMAMIDE;O;CNC=O;-5.28
N-BUTYLAMINE;CARBON TETRACHLORIDE;CCCCN;C(Cl)(Cl)(Cl)Cl;-4.29
PROPANE;ALLYL ALCOHOL;CCC;C=CCO;-1.12
CARBON DIOXIDE;ISOBUTANOL;C(=O)=O;CC(C)CO;-0.37
ETHANOL;2,2,4-TRIMETHYLPENTANE;CCO;CC(C)CC(C)(C)C;-2.44
CARBON DISULFIDE;CARBON TETRACHLORIDE;C(=S)=S;C(Cl)(Cl)(Cl)Cl;-3.63
MOLECULAR OXYGEN;ETHANOL;O=O;CCO;0.85
N-ethylethanamine;water;CCNCC;O;-0.06944242289039074
CYCLOPENTANE;ETHANOL;C1CCCC1;CCO;-2.78
P-XYLENE;ETHANOL;Cc1ccc(cc1)C;CCO;-5.09
CHLOROFORM;BUTANONE;C(Cl)(Cl)Cl;CCC(=O)C;-4.72
DIMETHYLAMINE;BENZONITRILE;CNC;C1=CC=C(C=C1)C#N;-2.8
MONOCHLOROETHANE;2-METHYLBUTAN-1-OL;CCCl;CCC(C)CO;-2.4
ISOBUTYRALDEHYDE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CC(C)C=O;COCCOCCOCCOCCOC;-3.66
1,7-OCTADIENE;2-ETHOXYETHANOL;C=CCCCCC=C;CCOCCO;-4.37
NAPHTHALENE;FORMAMIDE;C1=CC=C2C=CC=CC2=C1;C(=O)N;-5.47
3-ethylpyridine;water;CCc1cccnc1;O;-0.20468924896663027
HEPTANE;N-ETHYLFORMAMIDE;CCCCCCC;CCNC=O;-3.25
CYCLOHEXANE;HEXANOL;C1CCCCC1;CCCCCCO;-3.75
PENT-1-ENE;N,N-DIETHYLACETAMIDE;CCCC=C;CCN(CC)C(=O)C;-2.62
N-BUTANOL;2,2,4-TRIMETHYLPENTANE;CCCCO;CC(C)CC(C)(C)C;-3.75
BROMOETHANE;BENZONITRILE;CCBr;c1ccc(cc1)C#N;-3.41
FLUOROBENZENE;BENZONITRILE;c1ccc(cc1)F;c1ccc(cc1)C#N;-4.53
CYCLOHEXANE;PROPYL ETHER;C1CCCCC1;CCCOCCC;-4.12
1,1-DICHLOROETHANE;CHLOROFORM;CC(Cl)Cl;C(Cl)(Cl)Cl;-4.11
PROPYLAMINE;BROMOBENZENE;CCCN;C1=CC=C(C=C1)Br;-3.57
BUTANONE;CYCLOHEXANONE;CCC(=O)C;C1CCC(=O)CC1;-4.49
PHENYLAMINE;HEXADECANE;c1ccc(cc1)N;CCCCCCCCCCCCCCCC;-5.45
CHLORINE;CARBON TETRACHLORIDE;ClCl;C(Cl)(Cl)(Cl)Cl;-1.9
2-METHOXYPYRIDINE;CHLOROFORM;COC1=CC=CC=N1;C(Cl)(Cl)Cl;-6.74
1-PROPANOL;2-PENTANOL;CCCO;CCCC(C)O;-5.34
METHYLAMINE;CHLOROBENZENE;CN;C1=CC=C(C=C1)Cl;-2.16
TERT-AMYL METHYL ETHER;N-METHYLFORMAMIDE;CCC(C)(C)OC;C/N=C/O;-3.62
METHYL TERT-BUTYL ETHER;CHLOROFORM;CC(C)(C)OC;C(Cl)(Cl)Cl;-4.88
2,4-DIMETHYLPENTANE;HEPTANE;CC(C)CC(C)C;CCCCCCC;-4.21
ETHYLCYCLOHEXANE;1,4-DIOXANE;CCC1CCCCC1;C1COCCO1;-4.62
1H-imidazole;water;c1cnc[nH]1;O;-1.5155431017055685
ETHYL IODIDE;ACETONE;CCI;CC(=O)C;-3.98
ISOPROPANOL;ISOPROPANOL;CC(C)O;CC(C)O;-4.98
ETBE;1-ETHYL-2-PYRROLIDINONE;CCOC(C)(C)C;CCN1CCCC1=O;-3.42
DICHLOROMETHANE;1,5-DIMETHYL-2-PYRROLIDINONE;C(Cl)Cl;CC1CCC(=O)N1C;-4.33
PROPIONITRILE;CARBON TETRACHLORIDE;CCC#N;C(Cl)(Cl)(Cl)Cl;-3.78
NITROMETHANE;HEXADECANE;C[N+](=O)[O-];CCCCCCCCCCCCCCCC;-2.58
DICHLORODIFLUOROMETHANE;HEPTANE;C(F)(F)(Cl)Cl;CCCCCCC;-1.8
2,2,4-TRIMETHYLPENTANE;2,2,4-TRIMETHYLPENTANE;CC(C)CC(C)(C)C;CC(C)CC(C)(C)C;-4.58
ACETONE;HEXANE;CC(=O)C;CCCCCC;-2.68
MOLECULAR OXYGEN;METHANOL;O=O;CO;0.82
BUTYL IODIDE;CARBON TETRACHLORIDE;CCCCI;C(Cl)(Cl)(Cl)Cl;-5.57
NONANE;NONANE;CCCCCCCCC;CCCCCCCCC;-5.98
BUTANONE;ANISOLE;CCC(=O)C;COc1ccccc1;-4.49
1,4-DIOXANE;ETHANOL;C1COCCO1;CCO;-4.69
PROPANE;N,N-DIMETHYLACETAMIDE;CCC;CC(=O)N(C)C;-1.09
CARBON DIOXIDE;DIISOPROPYL ETHER;C(=O)=O;CC(C)OC(C)C;-0.74
BUTANONE;BROMOBENZENE;CCC(=O)C;c1ccc(cc1)Br;-4.39
CUMENE;METHANOL;CC(C)C1=CC=CC=C1;CO;-5.18
3-METHYL-2-HEXANOL;DECANE;CCCC(C)C(C)O;CCCCCCCCCC;-5.27
METHANE;M-XYLENE;C;CC1=CC(=CC=C1)C;0.37
NITRIC OXIDE;M-XYLENE;[N]=O;CC1=CC(=CC=C1)C;0.79
CYCLOPENTANE;METHYL TERT-BUTYL ETHER;C1CCCC1;CC(C)(C)OC;-3.55
METHYL ACETATE;2-ETHOXYETHANOL;CC(=O)OC;CCOCCO;-3.69
(2R)-1,1,1-trifluoropropan-2-ol;water;C[C@H](C(F)(F)F)O;O;-0.10325412940945061
(2R,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one;water;C[C@@H]1CC[C@H](CC1=O)C(=C)C;O;0.013786393156526038
DICHLOROMETHANE;P-XYLENE;C(Cl)Cl;Cc1ccc(cc1)C;-3.55
ETHYL ACETATE;2-ETHOXYETHANOL;CCOC(=O)C;CCOCCO;-4.14
CHLOROBENZENE;2,2,4-TRIMETHYLPENTANE;c1ccc(cc1)Cl;CC(C)CC(C)(C)C;-4.92
ISOBUTANOL;ETHYLBENZENE;CC(C)CO;CCc1ccccc1;-3.77
OCTANE;ETHYL BENZOATE;CCCCCCCC;CCOC(=O)C1=CC=CC=C1;-4.64
1,5-HEXADIENE;1-HEXADECENE;C=CCCC=C;CCCCCCCCCCCCCCC=C;-3.35
OCTENE;PROPYLENE CARBONATE;CCCCCCC=C;CC1COC(=O)O1;-3.37
1,2-Dichlorethane;SULFOLANE;C(CCl)Cl;C1CCS(=O)(=O)C1;-4.56
TRIETHYLAMINE;N-BUTANOL;CCN(CC)CC;CCCCO;-4.86
NONANE;BUTYL ACETATE;CCCCCCCCC;CCCCOC(=O)C;-5.49
PROPYL ACETATE;TRIBUTYL PHOSPHATE;CCCOC(=O)C;CCCCOP(=O)(OCCCC)OCCCC;-4.53
1,1,2,2-TETRACHLOROETHANE;CARBON TETRACHLORIDE;C(C(Cl)Cl)(Cl)Cl;C(Cl)(Cl)(Cl)Cl;-5.93
DIHYDROGEN;CHLOROFORM;[HH];C(Cl)(Cl)Cl;1.61
ACRYLONITRILE;UNDECANE;C=CC#N;CCCCCCCCCCC;-1.95
BUTYL ACETATE;METHOXYETHANOL;CCCCOC(=O)C;COCCO;-5.19
PERFLUOROMETHANE;CHLOROBENZENE;C(F)(F)(F)F;C1=CC=C(C=C1)Cl;1.3
ISOBUTANOL;TOLUENE;CC(C)CO;Cc1ccccc1;-4.21
TERT-BUTYL CHLORIDE;P-XYLENE;CC(C)(C)Cl;CC1=CC=C(C=C1)C;-3.58
(2Z)-2-BUTENE;TERT-AMYL ALCOHOL;C/C=C\C;CCC(C)(C)O;-2.32
TERT-BUTYL BROMIDE;1-PROPANOL;CC(C)(C)Br;CCCO;-3.19
5-METHYL-2-FURALDEHYDE;DECANE;CC1=CC=C(O1)C=O;CCCCCCCCCC;-5.29
2,5-DIMETHYLHEXANE;N-METHYLFORMAMIDE;CC(C)CCC(C)C;CNC=O;-2.96
PENTANOL;1-OCTANOL;CCCCCO;CCCCCCCCO;-6.4
NITROUS OXIDE;PYRIDINE;[N-]=[N+]=O;C1=CC=NC=C1;-0.72
1-iodopentane;water;CCCCCI;O;0.952711474185805
BENZENE;UNDECANE;C1=CC=CC=C1;CCCCCCCCCCC;-3.86
PENT-1-ENE;CHLOROBENZENE;CCCC=C;C1=CC=C(C=C1)Cl;-3.01
OCTANE;OCTANE;CCCCCCCC;CCCCCCCC;-5.33
2,4-DIMETHYLPENTANE;DICHLOROMETHANE;CC(C)CC(C)C;C(Cl)Cl;-3.98
METHYL ACETATE;N-METHYLACETAMIDE;CC(=O)OC;C/C(=N/C)/O;-3.62
ISOPROPANOL;DECAN-1-OL;CC(C)O;CCCCCCCCCCO;-4.49
ETHANE;ACETONE;CC;CC(=O)C;-0.68
CHLOROFORM;1-METHYL-2-PIPERIDINONE;C(Cl)(Cl)Cl;CN1CCCCC1=O;-5.27
2,3,4-TRIMETHYLPENTANE;CHLOROBENZENE;CC(C)C(C)C(C)C;C1=CC=C(C=C1)Cl;-5.03
DIETHYL ETHER;1-CHLOROBUTANE;CCOCC;CCCCCl;-3.39
4,6-NONANEDIONE;DODECANE;CCCC(=O)CC(=O)CCC;CCCCCCCCCCCC;-7.24
BROMOETHANE;PHENYLAMINE;CCBr;c1ccc(cc1)N;-3.14
benzonitrile;water;c1ccc(cc1)C#N;O;-0.077245124394789
3-METHYLBUT-1-ENE;ETHYLENE GLYCOL;CC(C)C=C;C(CO)O;-0.76
1-aminoanthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N;O;-1.4661259921777114
MOLECULAR NITROGEN;DECAN-1-OL;N#N;CCCCCCCCCCO;1.46
PENT-1-ENE;CYCLOHEXANONE;CCCC=C;C1CCC(=O)CC1;-2.77
1-PROPANOL;DICHLOROETHANE;CCCO;C(CCl)Cl;-4.34
ISOBUTANE;PHENYLAMINE;CC(C)C;C1=CC=C(C=C1)N;-1.08
CHLOROBENZENE;ETHYLBENZENE;c1ccc(cc1)Cl;CCc1ccccc1;-5.58
2,5-LUTIDINE;HEXADECANE;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.53
TRIMETHYLAMINE;HEPTANE;CN(C)C;CCCCCCC;-2.44
NITROETHANE;1-OCTANOL;CC[N+](=O)[O-];CCCCCCCCO;-3.93
3-hydroxybenzaldehyde;water;c1cc(cc(c1)O)C=O;O;-1.4869331961894408
HEPTANE;P-XYLENE;CCCCCCC;Cc1ccc(cc1)C;-4.55
PINACOLONE;HEPTANE;CC(=O)C(C)(C)C;CCCCCCC;-4.3
1,3-xylene;water;Cc1cccc(c1)C;O;0.7732493395846409
HEXADECANE;CARBON TETRACHLORIDE;CCCCCCCCCCCCCCCC;C(Cl)(Cl)(Cl)Cl;-11.41
TOLUENE;METHOXYETHANOL;Cc1ccccc1;COCCO;-4.59
2,5-DIMETHYLHEXANE;ANISOLE;CC(C)CCC(C)C;COC1=CC=CC=C1;-4.19
2-methylpentane;water;CCCC(C)C;O;1.6419501070743339
NONANE;ETHYLENE GLYCOL;CCCCCCCCC;C(CO)O;-1.95
BUTYROLACTONE;2,2,4-TRIMETHYLPENTANE;C1CC(=O)OC1;CC(C)CC(C)(C)C;-4.99
METHYL TERT-BUTYL ETHER;ETHYL BENZOATE;CC(C)(C)OC;CCOC(=O)C1=CC=CC=C1;-3.53
1-ETHOXYPROPANE;1-ETHOXYPROPANE;CCCOCC;CCCOCC;-4.0
CYCLOHEXANE;METHYL ACETATE;C1CCCCC1;CC(=O)OC;-3.6
HEXENE;1,2-PROPANEDIOL;CCCCC=C;CC(CO)O;-1.94
METHYL IODIDE;CYCLOHEXANONE;CI;C1CCC(=O)CC1;-3.58
1-CHLOROPROPANE;P-XYLENE;CCCCl;CC1=CC=C(C=C1)C;-3.58
1,1,2-TRICHLOROETHANE;1-OCTANOL;C(C(Cl)Cl)Cl;CCCCCCCCO;-4.64
PROPIONITRILE;DICHLOROETHANE;CCC#N;C(CCl)Cl;-5.13
(2Z)-2-BUTENE;2-PENTANOL;C/C=C\C;CCCC(C)O;-2.22
MONOCHLOROETHANE;ISOPROPANOL;CCCl;CC(C)O;-2.47
DIMETHYLAMINE;DECANE;CNC;CCCCCCCCCC;-2.31
1,4-DIOXANE;CHLOROBENZENE;C1COCCO1;c1ccc(cc1)Cl;-5.07
2-METHYLPENTANOL;DECANE;CCCC(C)CO;CCCCCCCCCC;-4.82
2,4-DIMETHYLPENTANE;BUTYRONITRILE;CC(C)CC(C)C;CCCC#N;-3.38
BENZENE;ACETONE;C1=CC=CC=C1;CC(=O)C;-4.38
METHANOL;PROPYL ETHER;CO;CCCOCCC;-2.94
PENTANOL;O-XYLENE;CCCCCO;Cc1ccccc1C;-5.21
CHLOROBENZENE;N,N-DIMETHYLACETAMIDE;c1ccc(cc1)Cl;CC(=O)N(C)C;-5.01
ETHYLCYCLOHEXANE;PYRIDINE;CCC1CCCCC1;C1=CC=NC=C1;-4.74
HEXANE;METHYL ACETATE;CCCCCC;CC(=O)OC;-3.3
DIMETHYL ETHER;P-XYLENE;COC;CC1=CC=C(C=C1)C;-2.03
CARBON DIOXIDE;PYRIDINE;C(=O)=O;C1=CC=NC=C1;-0.76
CARBON DISULFIDE;TRIBUTYL PHOSPHATE;C(=S)=S;CCCCOP(=O)(OCCCC)OCCCC;-3.1
2-BUTANOL;METHYLCYCLOHEXANE;CCC(C)O;CC1CCCCC1;-3.86
propan-2-yl formate;water;CC(C)OC=O;O;0.4637421799101694
PROPYL BUTYRATE;HEXADECANE;CCCC(=O)OCCC;CCCCCCCCCCCCCCCC;-5.2
DICHLOROMETHANE;2-ISOPROPOXYETHANOL;C(Cl)Cl;CC(C)OCCO;-3.78
4-AMINOPHENOL;CARBON TETRACHLORIDE;C1=CC(=CC=C1N)O;C(Cl)(Cl)(Cl)Cl;-8.27
CUMENE;TETRAHYDROFURAN;CC(C)C1=CC=CC=C1;C1CCOC1;-6.51
pentan-3-ol;water;CCC(CC)O;O;-0.14226763693144268
ETHANOL;METHANOL;CCO;CO;-5.31
METHYL IODIDE;ETHANOL;CI;CCO;-2.99
DIETHYL ETHER;N,N-DIMETHYLACETAMIDE;CCOCC;CC(=O)N(C)C;-2.81
OCTANE;1,2-PROPANEDIOL;CCCCCCCC;CC(CO)O;-2.72
BIPHENYL;CARBON TETRACHLORIDE;C1=CC=C(C=C1)C2=CC=CC=C2;C(Cl)(Cl)(Cl)Cl;-9.22
OCTANAL;FORMAMIDE;CCCCCCCC=O;C(=O)N;-4.31
ACETOPHENONE;DICHLOROETHANE;CC(=O)c1ccccc1;C(CCl)Cl;-7.83
1,2-dimethoxyethane;water;COCCOC;O;-0.2697117615032839
CYCLOHEPTANE;HEPTANE;C1CCCCCC1;CCCCCCC;-5.04
N-BUTANOL;METHANOL;CCCCO;CO;-6.22
BUTANONE;TOLUENE;CCC(=O)C;Cc1ccccc1;-4.29
1,1,1-TRICHLOROETHANE;5,8,11,14-TETRAOXAOCTADECANE;CC(Cl)(Cl)Cl;CCCCOCCOCCOCCOCCCC;-4.1
DIETHYL ETHER;TOLUENE;CCOCC;Cc1ccccc1;-3.33
ETHYL CARBONATE;CARBON TETRACHLORIDE;CCOC(=O)[O-].CCOC(=O)[O-];C(Cl)(Cl)(Cl)Cl;-5.78
4-ETHYLPYRIDINE;HEXADECANE;CCC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-5.65
3-methylbut-1-ene;water;CC(C)C=C;O;1.4650888729746359
METHYL FORMATE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;COC=O;COCCOCCOCCOCCOC;-3.17
HEXANOL;HEXANOL;CCCCCCO;CCCCCCO;-7.15
1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE;ACETONE;C(C(F)(Cl)Cl)(F)(F)Cl;CC(=O)C;-3.32
HEPTANE;N-BUTANOL;CCCCCCC;CCCCO;-3.93
DIISOPROPYL ETHER;1,5-DIMETHYL-2-PYRROLIDINONE;CC(C)OC(C)C;CC1CCC(=O)N1C;-3.26
2,5-DIMETHYLHEXANE;CHLOROFORM;CC(C)CCC(C)C;C(Cl)(Cl)Cl;-4.86
MOLECULAR OXYGEN;CHLOROFORM;O=O;C(Cl)(Cl)Cl;0.96
OCTANE;N,N-DIETHYLACETAMIDE;CCCCCCCC;CCN(CC)C(=O)C;-4.35
4-ETHYLANILINE;CHLOROFORM;CCC1=CC=C(C=C1)N;C(Cl)(Cl)Cl;-8.57
CARBON TETRACHLORIDE;DIIODOMETHANE;C(Cl)(Cl)(Cl)Cl;C(I)I;-3.14
2-METHYL-2-HEXANOL;DECANE;CCCCC(C)(C)O;CCCCCCCCCC;-5.22
BUTANONE;BUTANONE;CCC(=O)C;CCC(=O)C;-4.58
HEXANE;METHOXYETHANOL;CCCCCC;COCCO;-2.71
(2Z)-2-BUTENE;ISOBUTANOL;C/C=C\C;CC(C)CO;-2.21
ETHYL PHENYL ETHER;CHLOROFORM;CCOc1ccccc1;C(Cl)(Cl)Cl;-7.16
DIETHYL ETHER;DICHLOROMETHANE;CCOCC;C(Cl)Cl;-3.91
NITROMETHANE;CARBON DISULFIDE;C[N+](=O)[O-];C(=S)=S;-3.19
1-CHLORO-2-METHYLPROPANE;HEXADECANE;CC(C)CCl;CCCCCCCCCCCCCCCC;-3.5
ETHYLBENZENE;METHOXYETHANOL;CCc1ccccc1;COCCO;-5.05
ISOBUTANOL;2-BUTANOL;CC(C)CO;CCC(C)O;-5.95
HEXACHLOROETHANE;1-OCTANOL;C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl;CCCCCCCCO;-6.1
BENZENE;PENTANOL;C1=CC=CC=C1;CCCCCO;-3.86
DIMETHYL SULFOXIDE;1-OCTANOL;CS(=O)C;CCCCCCCCO;-6.77
N-BUTANOL;DIISOPROPYL ETHER;CCCCO;CC(C)OC(C)C;-5.14
1-BROMOHEXANE;HEXADECANE;CCCCCCBr;CCCCCCCCCCCCCCCC;-5.63
ETHYLCYCLOHEXANE;BENZYL ALCOHOL;CCC1CCCCC1;C1=CC=C(C=C1)CO;-4.14
1,1,1,2-tetrachloroethane;water;C(C(Cl)(Cl)Cl)Cl;O;0.617195309496672
METHYL FORMATE;1-OCTANOL;COC=O;CCCCCCCCO;-2.39
IODOBENZENE;CHLOROFORM;c1ccc(cc1)I;C(Cl)(Cl)Cl;-6.62
4-ethylpyridine;water;CCc1ccncc1;O;-0.24110185598715647
2,3,4-TRIMETHYLPENTANE;ETHYL ACETATE;CC(C)C(C)C(C)C;CCOC(=O)C;-4.41
HEXANE;N-METHYLACETAMIDE;CCCCCC;C/C(=N/C)/O;-2.74
1-CHLOROPROPANE;CHLOROFORM;CCCCl;C(Cl)(Cl)Cl;-3.62
BENZONITRILE;ETHYLENE GLYCOL;C1=CC=C(C=C1)C#N;C(CO)O;-5.81
(2Z)-2-BUTENE;METHANOL;C/C=C\C;CO;-2.06
PERFLUOROMETHANE;HEPTANE;C(F)(F)(F)F;CCCCCCC;0.62
HEPTANE;BUTANONE;CCCCCCC;CCC(=O)C;-4.13
ETHYLBENZENE;N,N-DIMETHYLACETAMIDE;CCc1ccccc1;CC(=O)N(C)C;-5.46
2,2,5-trimethylhexane;water;CC(C)CCC(C)(C)C;O;1.7511879281359122
AMMONIA;N-BUTANOL;N;CCCCO;-2.4
ETBE;DIETHYL ETHER;CCOC(C)(C)C;CCOCC;-4.43
1,1,1,2-TETRAFLUOROETHANE;N-METHYLPYRROLIDONE;C(C(F)(F)F)F;CN1CCCC1=O;-1.96
PROPENE;TETRAHYDROPYRAN;CC=C;C1CCOCC1;-1.72
NITROBENZENE;CHLOROFORM;c1ccc(cc1)[N+](=O)[O-];C(Cl)(Cl)Cl;-7.79
2,3-DIMETHYL-3-PENTANOL;CHLOROFORM;CCC(C)(C(C)C)O;C(Cl)(Cl)Cl;-6.86
METHYL VALERATE;CARBON TETRACHLORIDE;CCCCC(=O)OC;C(Cl)(Cl)(Cl)Cl;-5.7
2-METHYLBUT-2-ENE;PROPYLENE CARBONATE;CC=C(C)C;CC1COC(=O)O1;-2.1
HEXENE;DIMETHYLFORMAMIDE;CCCCC=C;CN(C)C=O;-3.01
HEXANE;HEXADECANE;CCCCCC;CCCCCCCCCCCCCCCC;-3.64
N-BUTANOL;PHENYLAMINE;CCCCO;c1ccc(cc1)N;-5.38
CYCLOPENTANE;CARBON TETRACHLORIDE;C1CCCC1;C(Cl)(Cl)(Cl)Cl;-3.76
PHENYLAMINE;TOLUENE;c1ccc(cc1)N;Cc1ccccc1;-6.78
NITROUS OXIDE;SULFOLANE;[N-]=[N+]=O;C1CCS(=O)(=O)C1;-0.47
NITROMETHANE;NITROBENZENE;C[N+](=O)[O-];c1ccc(cc1)[N+](=O)[O-];-4.84
HEPTANE;ISOPROPANOL;CCCCCCC;CC(C)O;-3.74
VALERIC ACID;1,2-Dichlorethane;CCCCC(=O)O;C(CCl)Cl;-6.48
BUTANONE;BUTYROLACTONE;CCC(=O)C;C1CC(=O)OC1;-4.48
ISOHEXANE;PYRIDINE;CCCC(C)C;C1=CC=NC=C1;-3.02
ETHANOL;IODOBENZENE;CCO;c1ccc(cc1)I;-2.39
2-methylhexane;water;CCCCC(C)C;O;1.7511879281359122
MOLECULAR NITROGEN;ETHYL ACETATE;N#N;CCOC(=O)C;1.04
FURFURAL;ETHYL ACETATE;C1=COC(=C1)C=O;CCOC(=O)C;-6.3
METHANE;O-XYLENE;C;CC1=CC=CC=C1C;0.4
3-METHYL-2-PENTANOL;OCTANE;CCC(C)C(C)O;CCCCCCCC;-4.87
