Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
2-heptanone;mesitylene;CCCCCC(=O)C;CC1=CC(=CC(=C1)C)C;-5.99
p-hydroxybenzaldehyde;carbontet;C1=CC(=CC=C1C=O)O;C(Cl)(Cl)(Cl)Cl;-8.16
propylamine;hexadecane;CCCN;CCCCCCCCCCCCCCCC;-2.92
5-fluorouracil;diethylether;C1=C(C(=O)NC(=O)N1)F;CCOCC;-15.56
acetone;hexane;CC(=O)C;CCCCCC;-2.6
3,3-dimethylbutanone;butylbenzene;CC(=O)C(C)(C)C;CCCCC1=CC=CC=C1;-4.77
propylacetate;cyclohexane;CCCCC(=O)O;C1CCCCC1;-4.36
3,5-dimethylpyridine;benzene;CC1=CC(=CN=C1)C;C1=CC=CC=C1;-7.64
hexanoicacid;hexadecane;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-5.35
cyclopentanone;water;C1CCC(=O)C1;O;-4.68
2-hexanone;xylene;CCCCC(=O)C;CC1=CC(=CC=C1)C;-5.49
fluoromethane;water;CF;O;-0.22
ethylamine;toluene;CCN;CC1=CC=CC=C1;-2.67
p-cresol;bromobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)Br;-7.12
methylperoxide;water;COOC;O;-5.28
4-methylaniline;chlorobenzene;CC1=CC=C(C=C1)N;C1=CC=C(C=C1)Cl;-7.54
ethylamine;heptane;CCN;CCCCCCC;-2.09
1-hexene;octanol;CCCCC=C;CCCCCCCCO;-2.94
p-xylene;hexane;CC1=CC=C(C=C1)C;CCCCCC;-5.01
butylacetate;decalin;CCCCCC(=O)[O-];C1CCC2CCCCC2C1;-4.71
2-butanone;benzene;CCC(=O)C;C1=CC=CC=C1;-4.46
ethanol;heptane;CCO;CCCCCCC;-2.15
1,4-dioxane;dibutylether;C1COCCO1;CCCCOCCCC;-4.37
pentylacetate;heptane;CCCCCOC(=O)C;CCCCCCC;-5.42
propylacetate;octane;CCCCC(=O)O;CCCCCCCC;-4.09
ethylacetate;perfluorobenzene;CCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.56
aniline;carbontet;C1=CC=C(C=C1)N;C(Cl)(Cl)(Cl)Cl;-6.1
chloroethane;octanol;CCCl;CCCCCCCCO;-2.58
allylalcohol;water;C=CCO;O;-5.08
dimethyl4-bromo-2,5-dichlorophenylthiophosphate;water;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl;O;-5.7
2-methylaniline;octanol;CC1=CC=CC=C1N;CCCCCCCCO;-7.36
octafluoropropane;water;C(C(F)(F)F)(C(F)(F)F)(F)F;O;4.28
water;butylacetate;O;CCCCCC(=O)[O-];-4.13
1-bromopentane;water;CCCCCBr;O;-0.08
methylpentanoate;xylene;CCCCC(=O)OC;CC1=CC(=CC=C1)C;-5.61
benzene;water;C1=CC=CC=C1;O;-0.87
triethylphosphate;benzene;CCOP(=O)(OCC)OCC;C1=CC=CC=C1;-8.58
propylamine;hexanol;CCCN;CCCCCCO;-4.83
2-heptanone;carbontet;CCCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.12
phenol;nonane;C1=CC=C(C=C1)O;CCCCCCCCC;-5.6
p-cresol;toluene;CC1=CC=C(C=C1)O;CC1=CC=CC=C1;-7.56
butylacetate;chloroform;CCCCCC(=O)[O-];C(Cl)(Cl)Cl;-6.71
1-nitrobutane;octanol;CCCC[N+](=O)[O-];CCCCCCCCO;-5.11
piperazine;octanol;C1CNCCN1;CCCCCCCCO;-5.8
diethylpropanedioate;water;CCOC(=O)CC(=O)OCC;O;-6
butylamine;toluene;CCCCN;CC1=CC=CC=C1;-4.33
aceticacid;cyclohexane;CC(=O)O;C1CCCCC1;-1.73
t-butanol;cyclohexane;CC(C)(C)O;C1CCCCC1;-2.93
aceticacid;hexanol;CC(=O)O;CCCCCCO;-6.51
methylparaben;water;COC(=O)C1=CC=C(C=C1)O;O;-9.51
methylpropanoate;tetrachloroethene;CCC(=O)OC;C(=C(Cl)Cl)(Cl)Cl;-4.39
formaldehyde;octanol;C=O;CCCCCCCCO;-3.23
1-decanol;decanol;CCCCCCCCCCO;CCCCCCCCCCO;-9.58
propylamine;chlorobenzene;CCCN;C1=CC=C(C=C1)Cl;-3.59
1,4-dioxane;tetrahydrofuran;C1COCCO1;C1CCOC1;-5.17
N-methylaniline;carbontet;CNC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-6.58
ammonia;toluene;N;CC1=CC=CC=C1;-2.38
2-pentanone;hexadecane;CCCC(=O)C;CCCCCCCCCCCCCCCC;-3.76
methylpropanoate;heptane;CCC(=O)OC;CCCCCCC;-3.63
o-xylene;carbontet;CC1=CC=CC=C1C;C(Cl)(Cl)(Cl)Cl;-6.07
n-octane;bromobenzene;CCCCCCCC;C1=CC=C(C=C1)Br;-5.02
1,4-dioxane;diisopropylether;C1COCCO1;CC(C)OC(C)C;-4.42
propylacetate;ethylbenzene;CCCCC(=O)O;CCC1=CC=CC=C1;-4.95
ethanol;mcresol;CCO;CC1=CC(=CC=C1)O;-5.58
n-octane;bromoethane;CCCCCCCC;CCBr;-5.54
2-butanone;hexane;CCC(=O)C;CCCCCC;-3.48
m-cresol;diethylether;CC1=CC(=CC=C1)O;CCOCC;-7.95
nitromethane;fluorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)F;-4.62
phenol;4methyl2pentanone;C1=CC=C(C=C1)O;CC(C)CC(=O)C;-9.38
acetone;chlorohexane;CC(=O)C;CCCCCCCl;-3.45
hexanoicacid;carbontet;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;C(Cl)(Cl)(Cl)Cl;-6.99
cyclopentanone;hexadecane;C1CCC(=O)C1;CCCCCCCCCCCCCCCC;-4.39
nitroethane;octanol;CC[N+](=O)[O-];CCCCCCCCO;-3.93
n-octane;carbondisulfide;CCCCCCCC;C(=S)=S;-5.68
fluorobenzene;hexadecane;C1=CC=C(C=C1)F;CCCCCCCCCCCCCCCC;-4.03
2,2',3'-trichlorobiphenyl;water;C1=CC=C(C(=C1)C2=C(C(=CC=C2)Cl)Cl)Cl;O;-1.99
p-bromophenol;octanol;C1=CC(=CC=C1O)Br;CCCCCCCCO;-10.59
2-heptanone;xylene;CCCCCC(=O)C;CC1=CC(=CC=C1)C;-6.15
methylpentanoate;isopropyltoluene;CCCCC(=O)OC;CC1=CC=C(C=C1)C(C)C;-5.33
benzene;hexanol;C1=CC=CC=C1;CCCCCCO;-3.68
1-butanol;nonane;CCCCO;CCCCCCCCC;-3.77
1-propanol;nonane;CCCO;CCCCCCCCC;-2.76
1,4-dioxane;carbondisulfide;C1COCCO1;C(=S)=S;-4.67
3-methylpyridine;octanol;CC1=CN=CC=C1;CCCCCCCCO;-6.4
trimethylamine;toluene;CN(C)C;CC1=CC=CC=C1;-2.71
diclofenacacid;octanol;C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl;CCCCCCCCO;-12.45
methylpropanoate;hexadecane;CCC(=O)OC;CCCCCCCCCCCCCCCC;-2.68
n-octane;acetophenone;CCCCCCCC;CC(=O)C1=CC=CC=C1;-4.24
n-hexane;hexane;CCCCCC;CCCCCC;-4
methylpentanoate;chlorohexane;CCCCC(=O)OC;CCCCCCCl;-5.41
2-pentanone;toluene;CCCC(=O)C;CC1=CC=CC=C1;-5.02
water;chloroform;O;C(Cl)(Cl)Cl;-2.05
1,2-dichlorobenzene;odichlorobenzene;C1=CC=C(C(=C1)Cl)Cl;C1=CC=C(C(=C1)Cl)Cl;-6.89
dimethyldisulfide;water;CSSC;O;-1.83
hexanoicacid;dichloroethane;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC(Cl)Cl;-7.33
N,N,4-trimethylbenzamide;water;CC1=CC=C(C=C1)C(=O)N(C)C;O;-9.76
3,3-dimethylbutanone;hexadecane;CC(=O)C(C)(C)C;CCCCCCCCCCCCCCCC;-3.94
phenol;bromobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)Br;-6.87
acetone;octane;CC(=O)C;CCCCCCCC;-2.46
2,6-dichlorobenzonitrile;octanol;C1=CC(=C(C(=C1)Cl)C#N)Cl;CCCCCCCCO;-9.18
methanol;ethylbenzene;CO;CCC1=CC=CC=C1;-1.43
2-hexanone;cyclohexane;CCCCC(=O)C;C1CCCCC1;-4.77
1,1,1-trifluoropropan-2-ol;water;CC(C(F)(F)F)O;O;-4.16
o-cresol;toluene;CC1=CC=CC=C1O;CC1=CC=CC=C1;-7.43
butanonitrile;octanol;CCCC#N;CCCCCCCCO;-4.25
water;ethylacetate;O;CCOC(=O)C;-4.26
p-dibromobenzene;heptane;C1=CC(=CC=C1Br)Br;CCCCCCC;-7.55
5-iodouracil;water;C1=C(C(=O)NC(=O)N1)I;O;-18.72
methylpropanoate;chlorobenzene;CCC(=O)OC;C1=CC=C(C=C1)Cl;-4.55
diethyl4-nitrophenylthiophosphonate;benzene;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-8.58
1-butanol;cyclohexane;CCCCO;C1CCCCC1;-3.52
1,4-dioxane;2methylpyridine;C1COCCO1;CC1=CC=CC=N1;-5.01
1-heptanol;dibromoethane;CCCCCCCO;CC(Br)Br;-6.64
N-methyl-2-pyrrolidinone;octanol;CN1CCCC1=O;CCCCCCCCO;-8.63
2-octanone;heptane;CCCCCCC(=O)C;CCCCCCC;-5.68
butylamine;perfluorobenzene;CCCCN;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.13
ethanol;dichloroethane;CCO;CC(Cl)Cl;-2.83
butylnitrate;water;CCCCO[N+](=O)[O-];O;-2.1
1-butyne;hexadecane;CCC#C;CCCCCCCCCCCCCCCC;-2.07
butanoicacid;carbontet;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C(Cl)(Cl)(Cl)Cl;-4.81
piperidine;xylene;C1CCNCC1;CC1=CC(=CC=C1)C;-5.15
1-butanol;hexadecane;CCCCO;CCCCCCCCCCCCCCCC;-3.55
2-methylpentane;hexadecane;CCCC(C)C;CCCCCCCCCCCCCCCC;-3.48
p-hydroxybenzaldehyde;water;C1=CC(=CC=C1C=O)O;O;-10.48
1-hexanol;ethylacetate;CCCCCCO;CCOC(=O)C;-6.92
aceticacid;isobutanol;CC(=O)O;CC(C)CO;-6.8
1-heptanol;chlorobenzene;CCCCCCCO;C1=CC=C(C=C1)Cl;-6.78
anthracene;octanol;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCCCO;-10.47
phenol;dibromoethane;C1=CC=C(C=C1)O;CC(Br)Br;-7.22
trimethylphosphate;cyclohexane;COP(=O)(OC)OC;C1CCCCC1;-5.67
methylpentanoate;octane;CCCCC(=O)OC;CCCCCCCC;-4.86
pyridine;water;C1=CC=NC=C1;O;-4.7
p-bromophenol;iodobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)I;-8.45
aceticacid;butanone;CC(=O)O;CCC(=O)C;-6.88
1-hexanol;butylacetate;CCCCCCO;CCCCCC(=O)[O-];-6.62
anisole;anisole;COC1=CC=CC=C1;COC1=CC=CC=C1;-6.33
3-methylpyridine;water;CC1=CN=CC=C1;O;-4.77
diethylamine;butanol;CCNCC;CCCCO;-5.15
2-pentanone;chlorobenzene;CCCC(=O)C;C1=CC=C(C=C1)Cl;-5.29
pyridine;chloroform;C1=CC=NC=C1;C(Cl)(Cl)Cl;-6.45
n-octane;isopropanol;CCCCCCCC;CC(C)O;-4.5
n-butane;water;CCCC;O;2.08
nitromethane;cyclohexanone;C[N+](=O)[O-];C1CCC(=O)CC1;-5.09
dimethyl4-bromo-2,5-dichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl;CCCCCCCCO;-12.3
diethylamine;isobutanol;CCNCC;CC(C)CO;-4.86
1-hexanol;toluene;CCCCCCO;CC1=CC=CC=C1;-6.12
butylamine;water;CCCCN;O;-4.29
cyclopentene;water;C1CC=CC1;O;0.56
methylhexanoate;hexane;CCCCCC(=O)OC;CCCCCC;-5.64
2-octanone;octanol;CCCCCCC(=O)C;CCCCCCCCO;-6.38
n-octane;butanone;CCCCCCCC;CCC(=O)C;-4.64
dimethyl2,4,5-trichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl;CCCCCCCCO;-11.69
2-chloropropane;hexadecane;CC(C)Cl;CCCCCCCCCCCCCCCC;-2.69
2-pyrrolidinone;octanol;C1CC(=O)NC1;CCCCCCCCO;-8.85
ethylbenzene;butanol;CCC1=CC=CC=C1;CCCCO;-4.46
methylpentanoate;benzene;CCCCC(=O)OC;C1=CC=CC=C1;-5.83
n-propane;octanol;CCC;CCCCCCCCO;-1.26
pentanoicacid;tributylphosphate;CCCCC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-8.82
1-hexanol;nonane;CCCCCCO;CCCCCCCCC;-4.97
3,3-dimethylbutanone;octanol;CC(=O)C(C)(C)C;CCCCCCCCO;-4.53
trichloro(nitro)methane(chloropicrin);water;C([N+](=O)[O-])(Cl)(Cl)Cl;O;-1.5
p-cresol;pentanol;CC1=CC=C(C=C1)O;CCCCCO;-9.25
3,5-dimethylpyridine;water;CC1=CC(=CN=C1)C;O;-4.84
p-cresol;hexanol;CC1=CC=C(C=C1)O;CCCCCCO;-9.21
pentanoicacid;butanone;CCCCC(=O)O;CCC(=O)C;-7.54
ethylacetate;octane;CCOC(=O)C;CCCCCCCC;-3.48
g-butyrolactone;octanol;C1CC(=O)OC1;CCCCCCCCO;-6.83
methylacetate;decalin;CC(=O)OC;C1CCC2CCCCC2C1;-2.9
dimethylsulfoxide;dimethylsulfoxide;CS(=O)C;CS(=O)C;-7.63
pyridine;toluene;C1=CC=NC=C1;CC1=CC=CC=C1;-5.13
2-butanone;acetophenone;CCC(=O)C;CC(=O)C1=CC=CC=C1;-4.39
butylacetate;cyclohexane;CCCCCC(=O)[O-];C1CCCCC1;-4.94
1,2,3,4,5,6-hexachlorocyclohexane(lindane);water;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;O;-5.4
diethylether;hexadecane;CCOCC;CCCCCCCCCCCCCCCC;-2.81
1,4-dioxane;butanone;C1COCCO1;CCC(=O)C;-5.02
propylamine;ethylbenzene;CCCN;CCC1=CC=CC=C1;-3.44
1,4-dioxane;dimethylformamide;C1COCCO1;CN(C)C=O;-5.03
1-propanethiol;octanol;CCCS;CCCCCCCCO;-3.52
1-butanol;dichloroethane;CCCCO;CC(Cl)Cl;-4.92
aceticacid;xylene;CC(=O)O;CC1=CC(=CC=C1)C;-4.08
tripropylphosphate;cyclohexane;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C1CCCCC1;-7.71
cyclopropane;hexadecane;C1CC1;CCCCCCCCCCCCCCCC;-1.78
2-methylpyridine;water;CC1=CC=CC=N1;O;-4.63
methylhexanoate;pentane;CCCCCC(=O)OC;CCCCC;-5.67
n-octane;nitromethane;CCCCCCCC;C[N+](=O)[O-];-3.15
m-xylene;cyclohexane;CC1=CC(=CC=C1)C;C1CCCCC1;-5.52
fluorobenzene;carbontet;C1=CC=C(C=C1)F;C(Cl)(Cl)(Cl)Cl;-3.64
1-iodobutane;water;CCCCI;O;-0.25
chloromethane;water;CCl;O;-0.56
ethyleneglycoldiacetate;water;CC(=O)OCCOC(=O)C;O;-6.34
morpholine;octanol;C1COCCN1;CCCCCCCCO;-5.99
trimethylamine;diisopropylether;CN(C)C;CC(C)OC(C)C;-2.74
tbutylbenzene;tbutylbenzene;CC(C)(C)C1=CC=CC=C1;CC(C)(C)C1=CC=CC=C1;-6.43
butanoicacid;isobutanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)CO;-7.62
toluene;dimethylacetamide;CC1=CC=CC=C1;CC(=O)N(C)C;-4.94
nitrobenzene;hexadecane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.22
hexanoicacid;toluene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC1=CC=CC=C1;-6.97
phthalimide;octanol;C1=CC=C2C(=C1)C(=O)NC2=O;CCCCCCCCO;-11.18
methanol;dibromoethane;CO;CC(Br)Br;-2.38
aniline;aniline;C1=CC=C(C=C1)N;C1=CC=C(C=C1)N;-7.61
nitromethane;ethanol;C[N+](=O)[O-];CCO;-4.34
aniline;cyclohexane;C1=CC=C(C=C1)N;C1CCCCC1;-5.52
caffeine;water;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;O;-12.64
bromotoluene;octanol;CC1=CC=CC=C1Br;CCCCCCCCO;-6.36
1-heptanol;tributylphosphate;CCCCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-7.98
1-butanol;isooctane;CCCCO;CC(C)CC(C)(C)C;-3.56
uracil;ethylacetate;C1=CNC(=O)NC1=O;CCOC(=O)C;-15.43
urea;water;C(=O)(N)N;O;-13.8
2-pentanone;pentane;CCCC(=O)C;CCCCC;-4.16
n-octane;dimethylacetamide;CCCCCCCC;CC(=O)N(C)C;-3.94
3-methylpyridine;chloroform;CC1=CN=CC=C1;C(Cl)(Cl)Cl;-7.35
2-butanone;carbondisulfide;CCC(=O)C;C(=S)=S;-3.85
p-cresol;octanol;CC1=CC=C(C=C1)O;CCCCCCCCO;-8.84
1,4-dioxane;chloroform;C1COCCO1;C(Cl)(Cl)Cl;-6.21
propanoicacid;tributylphosphate;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCOP(=O)(OCCCC)OCCCC;-7.73
ethylacetate;tbutylbenzene;CCOC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.22
1-butene;water;CCC=C;O;1.38
2-butanone;trimethylbenzene;CCC(=O)C;CC1=C(C(=CC=C1)C)C;-3.97
morpholine;water;C1COCCN1;O;-7.17
1,4-dioxane;toluene;C1COCCO1;CC1=CC=CC=C1;-4.91
nitromethane;water;C[N+](=O)[O-];O;-3.95
ethylacetate;benzene;CCOC(=O)C;C1=CC=CC=C1;-4.53
chloroform;water;C(Cl)(Cl)Cl;O;-1.07
nitrobenzene;heptane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCC;-6.14
piperidine;octanol;C1CCNCC1;CCCCCCCCO;-6.27
t-butanol;diethylether;CC(C)(C)O;CCOCC;-4.8
butylamine;iodobenzene;CCCCN;C1=CC=C(C=C1)I;-4.19
butylacetate;xylene;CCCCCC(=O)[O-];CC1=CC(=CC=C1)C;-5.4
ethylamine;bromobenzene;CCN;C1=CC=C(C=C1)Br;-2.73
methanol;hexane;CO;CCCCCC;-1.49
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
butylacetate;hexane;CCCCCC(=O)[O-];CCCCCC;-4.86
nitromethane;pyridine;C[N+](=O)[O-];C1=CC=NC=C1;-5.11
chlorobenzene;undecane;C1=CC=C(C=C1)Cl;CCCCCCCCCCC;-5.12
benzene;butanol;C1=CC=CC=C1;CCCCO;-3.39
1-chloro-2,2,2-trifluoroethyldifluoromethylether;water;C(C(F)(F)F)(OC(F)F)Cl;O;0.11
n-octane;2methylpyridine;CCCCCCCC;CC1=CC=CC=N1;-4.73
dipropylamine;isobutanol;CCCNCCC;CC(C)CO;-5.87
1,4-dioxane;isooctane;C1COCCO1;CC(C)CC(C)(C)C;-4.02
naphthalene;carbontet;C1=CC=C2C=CC=CC2=C1;C(Cl)(Cl)(Cl)Cl;-7.55
1-propanethiol;cyclohexane;CCCS;C1CCCCC1;-3.12
2-chloropropane;octanol;CC(C)Cl;CCCCCCCCO;-2.84
uracil;diethylether;C1=CNC(=O)NC1=O;CCOCC;-15.03
ethanol;carbontet;CCO;C(Cl)(Cl)(Cl)Cl;-2.96
propylacetate;carbontet;CCCCC(=O)O;C(Cl)(Cl)(Cl)Cl;-5.03
methanol;octanol;CO;CCCCCCCCO;-3.87
2-methoxyethanol;nonanol;COCCO;CCCCCCCCCO;-5.61
p-hydroxybenzaldehyde;diisopropylether;C1=CC(=CC=C1C=O)O;CC(C)OC(C)C;-11.63
m-cresol;benzene;CC1=CC(=CC=C1)O;C1=CC=CC=C1;-6.66
p-cresol;chloroform;CC1=CC=C(C=C1)O;C(Cl)(Cl)Cl;-7.59
2-hexanone;carbontet;CCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-5.47
ethylamine;xylene;CCN;CC1=CC(=CC=C1)C;-3.01
phenol;water;C1=CC=C(C=C1)O;O;-6.62
1-pentanol;hexadecane;CCCCCO;CCCCCCCCCCCCCCCC;-4.24
acetophenone;heptane;CC(=O)C1=CC=CC=C1;CCCCCCC;-6.14
1,1-dimethylhydrazine;water;CN(C)N;O;-4.48
methylformate;water;COC=O;O;-2.78
pyrrole;octanol;C1=CNC=C1;CCCCCCCCO;-5.28
2-butanone;propanol;CCC(=O)C;CCCO;-4.15
bromotrichloromethane;water;C(Cl)(Cl)(Cl)Br;O;-0.93
chlorodifluoromethane;water;C(F)(F)Cl;O;-0.5
pentanoicacid;toluene;CCCCC(=O)O;CC1=CC=CC=C1;-5.89
2-butanone;carbontet;CCC(=O)C;C(Cl)(Cl)(Cl)Cl;-4.09
ethanol;dibromoethane;CCO;CC(Br)Br;-2.69
2-butanone;aceticacid;CCC(=O)C;CC(=O)O;-4.8
2,4-dimethylpentane;hexadecane;CC(C)CC(C)C;CCCCCCCCCCCCCCCC;-3.87
o-cresol;octanol;CC1=CC=CC=C1O;CCCCCCCCO;-8.49
2-pentanone;perfluorobenzene;CCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.1
pyridine;hexane;C1=CC=NC=C1;CCCCCC;-3.81
butylacetate;fluoroctane;CCCCCC(=O)[O-];CCCCCCCCF;-5.22
pyridine;dibutylether;C1=CC=NC=C1;CCCCOCCCC;-4.65
p-cresol;octane;CC1=CC=C(C=C1)O;CCCCCCCC;-6.19
acetone;water;CC(=O)C;O;-3.85
ethylacetate;bromooctane;CCOC(=O)C;CCCCCCCCBr;-3.97
naphthalene;water;C1=CC=C2C=CC=CC2=C1;O;-2.39
2-butanone;dimethylacetamide;CCC(=O)C;CC(=O)N(C)C;-4.52
1-pentanol;hexane;CCCCCO;CCCCCC;-4.38
ethylacetate;bromobenzene;CCOC(=O)C;C1=CC=C(C=C1)Br;-4.57
1-bromo-isobutane;hexadecane;CC(C)CBr;CCCCCCCCCCCCCCCC;-4.04
ethanol;benzene;CCO;C1=CC=CC=C1;-3.42
p-xylene;heptane;CC1=CC=C(C=C1)C;CCCCCCC;-5.52
2-butanone;mcresol;CCC(=O)C;CC1=CC(=CC=C1)O;-5.98
o-chlorotoluene;water;CC1=CC=CC=C1Cl;O;-1.15
ethylamine;dichloroethane;CCN;CC(Cl)Cl;-3.19
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
aniline;octane;C1=CC=C(C=C1)N;CCCCCCCC;-4.84
n-octane;benzylalcohol;CCCCCCCC;C1=CC=C(C=C1)CO;-3.77
phenol;chloroform;C1=CC=C(C=C1)O;C(Cl)(Cl)Cl;-7.14
n-octane;acetonitrile;CCCCCCCC;CC#N;-3.57
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
methylbenzoate;cyclohexane;COC(=O)C1=CC=CC=C1;C1CCCCC1;-7.01
nitromethane;carbondisulfide;C[N+](=O)[O-];C(=S)=S;-3.3
1,2-dichlorobenzene;undecane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCC;-6.11
g-butyrolactone;toluene;C1CC(=O)OC1;CC1=CC=CC=C1;-4.7
anisole;diethylether;COC1=CC=CC=C1;CCOCC;-5.71
1-hexanol;iodobenzene;CCCCCCO;C1=CC=C(C=C1)I;-5.71
chloroform;pentane;C(Cl)(Cl)Cl;CCCCC;-3.26
methylacetate;hexadecane;CC(=O)OC;CCCCCCCCCCCCCCCC;-2.67
butylacetate;tetrachloroethene;CCCCCC(=O)[O-];C(=C(Cl)Cl)(Cl)Cl;-5.35
m-xylene;heptane;CC1=CC(=CC=C1)C;CCCCCCC;-5.67
ethylphenylether;water;CCOC1=CC=CC=C1;O;-2.22
piperidine;diethylether;C1CCNCC1;CCOCC;-4.82
1,4-dioxane;ethylacetate;C1COCCO1;CCOC(=O)C;-5.03
toluene;hexanol;CC1=CC=CC=C1;CCCCCCO;-4.27
1-hexanol;isooctane;CCCCCCO;CC(C)CC(C)(C)C;-5.1
methylacetate;chlorobenzene;CC(=O)OC;C1=CC=C(C=C1)Cl;-4
3,3-dimethylbutanone;tetralin;CC(=O)C(C)(C)C;C1CCC2=CC=CC=C2C1;-4.19
naphthalene;diethylether;C1=CC=C2C=CC=CC2=C1;CCOCC;-7.25
butylparaben;water;CCCCOC(=O)C1=CC=C(C=C1)O;O;-8.72
2-butanone;iodobenzene;CCC(=O)C;C1=CC=C(C=C1)I;-4.22
methanol;cyclohexane;CO;C1CCCCC1;-1.29
methanol;dichloroethane;CO;CC(Cl)Cl;-2.53
o-xylene;cyclohexane;CC1=CC=CC=C1C;C1CCCCC1;-5.54
methanol;chlorobenzene;CO;C1=CC=C(C=C1)Cl;-2.44
ethylacetate;pentane;CCOC(=O)C;CCCCC;-3.69
dimethyl4-nitrophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-11.7
2-hexanone;perfluorobenzene;CCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.55
toluene;bromoethane;CC1=CC=CC=C1;CCBr;-5.55
2,2-dimethylpropane;hexadecane;CC(C)(C)C;CCCCCCCCCCCCCCCC;-2.48
triethylphosphate;octanol;CCOP(=O)(OCC)OCC;CCCCCCCCO;-8.88
2-butanone;mesitylene;CCC(=O)C;CC1=CC(=CC(=C1)C)C;-3.95
pentylacetate;perfluorobenzene;CCCCCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.16
p-cresol;iodobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-7.01
diethyl2,4-dichlorophenylthiophosphate;water;CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl;O;-3.86
ethylamine;carbontet;CCN;C(Cl)(Cl)(Cl)Cl;-2.77
4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-];O;-8
flurbiprofen(racemic);octanol;CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O;CCCCCCCCO;-14.1
S-propyldipropyl(thiocarbamate)(vernolate);water;CCCN(CCC)C(=O)SCCC;O;-4.1
1-heptanol;bromoform;CCCCCCCO;C(Br)(Br)Br;-7.1
hydrogenperoxide;cyclohexanone;OO;C1CCC(=O)CC1;-9.11
n-octane;benzene;CCCCCCCC;C1=CC=CC=C1;-5.35
benzaldehyde;octanol;C1=CC=C(C=C1)C=O;CCCCCCCCO;-6.13
4-ethylpyridine;water;CCC1=CC=NC=C1;O;-4.74
ethyne;octanol;C#C;CCCCCCCCO;-0.51
N-methylformamide;methylformamide;CNC=O;CNC=O;-8.27
toluene;ethanol;CC1=CC=CC=C1;CCO;-4.57
2,5-dimethylpyridine;hexadecane;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.52
methylbenzoate;benzene;COC(=O)C1=CC=CC=C1;C1=CC=CC=C1;-6.27
2,2,2-trifluoroethanol;water;C(C(F)(F)F)O;O;-4.31
ethylbenzene;heptanol;CCC1=CC=CC=C1;CCCCCCCO;-4.58
isopropanol;hexadecane;CC(C)O;CCCCCCCCCCCCCCCC;-2.47
