Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
methylpentanoate;cyclohexane;CCCCC(=O)OC;C1CCCCC1;-5.04
p-cresol;decane;CC1=CC=C(C=C1)O;CCCCCCCCCC;-6
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
2-nitropropane;octanol;CC(C)[N+](=O)[O-];CCCCCCCCO;-4.23
ethanol;methylformamide;CCO;CNC=O;-5.12
diethoxy-[(2-isopropyl-6-methyl-4-pyrimidinyl)oxy]-thioxophosphorane(diazinon);water;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;O;-6.5
butylamine;octane;CCCCN;CCCCCCCC;-3.44
ethylbenzene;undecane;CCC1=CC=CC=C1;CCCCCCCCCCC;-5.44
n-pentane;cyclohexane;CCCCC;C1CCCCC1;-3.5
4-methylaniline;octane;CC1=CC=C(C=C1)N;CCCCCCCC;-6
tetrafluoromethane;water;C(F)(F)(F)F;O;3.16
naphthalene;diisopropylether;C1=CC=C2C=CC=CC2=C1;CC(C)OC(C)C;-7.24
nitromethane;carbontet;C[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-3.52
nitrobenzene;hexadecane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.22
ammonia;carbontet;N;C(Cl)(Cl)(Cl)Cl;-1.06
ethanol;butanone;CCO;CCC(=O)C;-4.46
toluene;aceticacid;CC1=CC=CC=C1;CC(=O)O;-4.53
p-bromophenol;methylenechloride;C1=CC(=CC=C1O)Br;C(Cl)Cl;-9.09
bromotrifluoromethane;octanol;C(F)(F)(F)Br;CCCCCCCCO;-0.75
pentylacetate;nonane;CCCCCOC(=O)C;CCCCCCCCC;-5.33
4-heptanone;water;CCCC(=O)CCC;O;-2.93
nitromethane;tetrahydrothiophenedioxide;C[N+](=O)[O-];C1CCS(=O)(=O)C1;-5.28
m-cresol;water;CC1=CC(=CC=C1)O;O;-5.49
n-nonane;nonane;CCCCCCCCC;CCCCCCCCC;-5.91
2,6-dimethylpyridine;hexadecane;CC1=NC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.27
methylpentanoate;isopropylbenzene;CCCCC(=O)OC;CC(C)C1=CC=CC=C1;-5.45
toluene;hexane;CC1=CC=CC=C1;CCCCCC;-4.84
2-methylpyridine;octanol;CC1=CC=CC=N1;CCCCCCCCO;-6.14
1-octanol;diethylether;CCCCCCCCO;CCOCC;-7.25
2-methylpyridine;benzene;CC1=CC=CC=N1;C1=CC=CC=C1;-5.86
nitromethane;water;C[N+](=O)[O-];O;-3.95
methylperoxide;water;COOC;O;-5.28
ethylphenylether;hexadecane;CCOC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.64
toluene;anisole;CC1=CC=CC=C1;COC1=CC=CC=C1;-4.95
phenol;ethylacetate;C1=CC=C(C=C1)O;CCOC(=O)C;-8.7
piperidine;xylene;C1CCNCC1;CC1=CC(=CC=C1)C;-5.15
pentylacetate;dichloroethane;CCCCCOC(=O)C;CC(Cl)Cl;-6.64
1,1,2-trichloroethane;water;C(C(Cl)Cl)Cl;O;-1.95
methanol;bromoform;CO;C(Br)(Br)Br;-2.79
o-cresol;chloroform;CC1=CC=CC=C1O;C(Cl)(Cl)Cl;-7.55
1,4-dioxane;toluene;C1COCCO1;CC1=CC=CC=C1;-4.91
methanol;hexane;CO;CCCCCC;-1.49
3-chloropropene;water;C=CCCl;O;-0.57
o-cresol;butylacetate;CC1=CC=CC=C1O;CCCCCC(=O)[O-];-8.9
toluene;chlorobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)Cl;-5.18
1-propanol;butylacetate;CCCO;CCCCCC(=O)[O-];-4.52
butylamine;decanol;CCCCN;CCCCCCCCCCO;-5.22
butanoicacid;chloroform;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C(Cl)(Cl)Cl;-5.99
5-fluorouracil;octanol;C1=C(C(=O)NC(=O)N1)F;CCCCCCCCO;-15.71
pentylacetate;cyclohexane;CCCCCOC(=O)C;C1CCCCC1;-5.71
dimethyl4-nitrophenylthiophosphate;water;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];O;-7.62
1-hexanol;chlorobenzene;CCCCCCO;C1=CC=C(C=C1)Cl;-5.98
piperidine;octanol;C1CCNCC1;CCCCCCCCO;-6.27
p-bromophenol;nonanol;C1=CC(=CC=C1O)Br;CCCCCCCCCO;-10.36
dibromomethane;water;C(Br)Br;O;-2.11
1-pentanol;bromobenzene;CCCCCO;C1=CC=C(C=C1)Br;-5.06
ethanol;dimethylpyridine;CCO;CC1=C(N=CC=C1)C;-4.87
methylacetate;decane;CC(=O)OC;CCCCCCCCCC;-2.98
butylamine;decane;CCCCN;CCCCCCCCCC;-3.55
trimethylbenzene;trimethylbenzene;CC1=C(C(=CC=C1)C)C;CC1=C(C(=CC=C1)C)C;-6.47
dimethylmethylphosphonate;hexadecane;COP(=O)(C)OC;CCCCCCCCCCCCCCCC;-5.43
dibromomethane;octanol;C(Br)Br;CCCCCCCCO;-4.18
aniline;octanol;C1=CC=C(C=C1)N;CCCCCCCCO;-6.71
1-propanol;dibromoethane;CCCO;CC(Br)Br;-3.82
water;cyclohexane;O;C1CCCCC1;-0.39
propanoicacid;dichloroethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(Cl)Cl;-5.12
3-bromopropene;water;C=CCBr;O;-0.86
p-hydroxybenzaldehyde;dichloroethane;C1=CC(=CC=C1C=O)O;CC(Cl)Cl;-10.7
O-ethylO'-4-bromo-2-chlorophenylS-propylphosphorothioate;water;CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl;O;-4.09
1,1-dimethyl-3-phenylurea;water;CN(C)C(=O)NC1=CC=CC=C1;O;-9.63
1-hexene;water;CCCCC=C;O;1.68
2-methoxyethanamine;water;COCCN;O;-6.55
3-pentanone;water;CCC(=O)CC;O;-3.41
isopropanol;benzene;CC(C)O;C1=CC=CC=C1;-3.48
methylacetate;trimethylbenzene;CC(=O)OC;CC1=C(C(=CC=C1)C)C;-3.58
nitrobenzene;diethylether;C1=CC=C(C=C1)[N+](=O)[O-];CCOCC;-6.85
methylacetate;decalin;CC(=O)OC;C1CCC2CCCCC2C1;-2.9
tripropylphosphate;chloroform;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)Cl;-11.11
isopropylether;diisopropylether;CC(C)OC(C)C;CC(C)OC(C)C;-3.97
methylisopropylether;water;CC(C)OC;O;-2.01
ethylphenylether;cyclohexane;CCOC1=CC=CC=C1;C1CCCCC1;-6
1-chloro-2,2,2-trifluoroethyldifluoromethylether;water;C(C(F)(F)F)(OC(F)F)Cl;O;0.11
fluorobenzene;hexane;C1=CC=C(C=C1)F;CCCCCC;-4.15
butylacetate;butylbenzene;CCCCCC(=O)[O-];CCCCC1=CC=CC=C1;-5.28
1-propanol;benzene;CCCO;C1=CC=CC=C1;-3.87
aceticacid;tributylphosphate;CC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-7.11
iodomethane;diethylether;CI;CCOCC;-3.51
2-butanone;carbontet;CCC(=O)C;C(Cl)(Cl)(Cl)Cl;-4.09
butanoicacid;diethylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCOCC;-7.32
4-methylaniline;chloroform;CC1=CC=C(C=C1)N;C(Cl)(Cl)Cl;-8.01
benzene;nonanol;C1=CC=CC=C1;CCCCCCCCCO;-3.82
pyridine;pyridine;C1=CC=NC=C1;C1=CC=NC=C1;-5.47
hydrazine;benzene;NN;C1=CC=CC=C1;-4.02
benzamide;carbontet;C1=CC=C(C=C1)C(=O)N;C(Cl)(Cl)(Cl)Cl;-9.13
1,1,2-trichloroethane;hexadecane;C(C(Cl)Cl)Cl;CCCCCCCCCCCCCCCC;-4.49
hexanoicacid;water;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;O;-6.21
3-methylaniline;octane;CC1=CC(=CC=C1)N;CCCCCCCC;-6.15
1-propanethiol;octanol;CCCS;CCCCCCCCO;-3.52
p-bromophenol;carbontet;C1=CC(=CC=C1O)Br;C(Cl)(Cl)(Cl)Cl;-7.86
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
aniline;decalin;C1=CC=C(C=C1)N;C1CCC2CCCCC2C1;-5.78
p-cresol;bromobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)Br;-7.12
methanol;nonane;CO;CCCCCCCCC;-1.29
methanol;heptane;CO;CCCCCCC;-1.29
3-chloropropene;hexadecane;C=CCCl;CCCCCCCCCCCCCCCC;-2.88
nitromethane;carbondisulfide;C[N+](=O)[O-];C(=S)=S;-3.3
nitroethane;hexadecane;CC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.29
tripropylphosphate;cyclohexane;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C1CCCCC1;-7.71
p-xylene;heptane;CC1=CC=C(C=C1)C;CCCCCCC;-5.52
trichloroethene;water;C(=C(Cl)Cl)Cl;O;-0.39
1-butanol;carbontet;CCCCO;C(Cl)(Cl)(Cl)Cl;-4.2
aceticacid;secbutanol;CC(=O)O;CCC(C)O;-6.81
phenol;isooctane;C1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.3
2-hexanone;mesitylene;CCCCC(=O)C;CC1=CC(=CC(=C1)C)C;-5.34
2-iodopropane;water;CC(C)I;O;-0.46
toluene;methoxyethanol;CC1=CC=CC=C1;COCCO;-4.49
aceticacid;dichloroethane;CC(=O)O;CC(Cl)Cl;-4.89
phenol;hexadecane;C1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.14
methylpentanoate;benzene;CCCCC(=O)OC;C1=CC=CC=C1;-5.83
p-cresol;octane;CC1=CC=C(C=C1)O;CCCCCCCC;-6.19
cyclopropane;octanol;C1CC1;CCCCCCCCO;-1.6
n-heptane;hexadecyliodide;CCCCCCC;CCCCCCCCCCCCCCCCI;-3.9
o-cresol;benzene;CC1=CC=CC=C1O;C1=CC=CC=C1;-7.44
acetone;octanol;CC(=O)C;CCCCCCCCO;-3.15
2,2'-dichlorobiphenyl;octanol;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;CCCCCCCCO;-9.41
aceticacid;diisopropylether;CC(=O)O;CC(C)OC(C)C;-5.73
1,4-dichlorobenzene;heptane;C1=CC(=CC=C1Cl)Cl;CCCCCCC;-5.81
cyclohexanone;cyclohexanone;C1CCC(=O)CC1;C1CCC(=O)CC1;-6.25
benzene;carbontet;C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-4.5
thioanisole;cyclohexane;CSC1=CC=CC=C1;C1CCCCC1;-5.66
ibuprofen(racemic);water;CC(C)CC1=CC=C(C=C1)C(C)C(=O)O;O;-7
acetonitrile;acetonitrile;CC#N;CC#N;-4.85
m-xylene;octanol;CC1=CC(=CC=C1)C;CCCCCCCCO;-5.25
methylpropanoate;octanol;CCC(=O)OC;CCCCCCCCO;-4.06
2-pentanone;perfluorobenzene;CCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.1
chloroform;hexadecyliodide;C(Cl)(Cl)Cl;CCCCCCCCCCCCCCCCI;-3.36
n-hexadecane;hexadecane;CCCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCC;-10.52
n-octane;aniline;CCCCCCCC;C1=CC=C(C=C1)N;-3.48
fluorotrichloromethane;water;C(F)(Cl)(Cl)Cl;O;0.82
thioanisole;carbontet;CSC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.66
cyclohexane;hexadecane;C1CCCCC1;CCCCCCCCCCCCCCCC;-4.04
bromomethane;octanol;CBr;CCCCCCCCO;-2.43
phenol;water;C1=CC=C(C=C1)O;O;-6.62
2-hexanone;ethylbenzene;CCCCC(=O)C;CCC1=CC=CC=C1;-5.49
N-ethylaniline;water;CCNC1=CC=CC=C1;O;-4.62
1,1-dichloro-2,2-difluoroethylmethylether;hexadecane;COC(C(Cl)Cl)(F)F;CCCCCCCCCCCCCCCC;-3.9
1,4-dichlorobenzene;diethylether;C1=CC(=CC=C1Cl)Cl;CCOCC;-6.18
p-bromophenol;pentanol;C1=CC(=CC=C1O)Br;CCCCCO;-10.62
toluene;octane;CC1=CC=CC=C1;CCCCCCCC;-4.82
diethylamine;diisopropylether;CCNCC;CC(C)OC(C)C;-3.78
m-cresol;heptane;CC1=CC(=CC=C1)O;CCCCCCC;-5.01
o-xylene;carbontet;CC1=CC=CC=C1C;C(Cl)(Cl)(Cl)Cl;-6.07
methylpentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
methylpentanoate;toluene;CCCCC(=O)OC;CC1=CC=CC=C1;-5.65
ammonia;chlorobenzene;N;C1=CC=C(C=C1)Cl;-1.22
ethanol;butylacetate;CCO;CCCCCC(=O)[O-];-3.97
octanal;hexadecane;CCCCCCCC=O;CCCCCCCCCCCCCCCC;-5.98
methylhexanoate;butylbenzene;CCCCCC(=O)OC;CCCCC1=CC=CC=C1;-6.09
1,2-dichlorobenzene;heptane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCC;-6.01
hydrogenperoxide;isobutanol;OO;CC(C)CO;-7.93
1,4-dioxane;dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
o-chlorotoluene;water;CC1=CC=CC=C1Cl;O;-1.15
2-heptanone;trimethylbenzene;CCCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-6.01
5-bromouracil;diethylether;C1=C(C(=O)NC(=O)N1)Br;CCOCC;-17.01
benzene;pentanol;C1=CC=CC=C1;CCCCCO;-3.53
2-pentanone;tetralin;CCCC(=O)C;C1CCC2=CC=CC=C2C1;-3.99
dimethylamine;diethylether;CNC;CCOCC;-2.63
methylamine;benzene;CN;C1=CC=CC=C1;-2.66
6-chloro-N,N'-diethyl-1,3,5-triazine-2,4-diamine(simazine);water;CCNC1=NC(=NC(=N1)Cl)NCC;O;-10.2
p-bromophenol;benzene;C1=CC(=CC=C1O)Br;C1=CC=CC=C1;-8.81
2-butanone;butanol;CCC(=O)C;CCCCO;-4.12
propylparaben;water;CCCOC(=O)C1=CC=C(C=C1)O;O;-9.37
5-fluorouracil;chloroform;C1=C(C(=O)NC(=O)N1)F;C(Cl)(Cl)Cl;-14.31
pentanoicacid;isobutanol;CCCCC(=O)O;CC(C)CO;-8.06
2,6-dimethylpyridine;water;CC1=NC(=CC=C1)C;O;-4.6
diethylamine;benzene;CCNCC;C1=CC=CC=C1;-4.02
3-pentanone;cyclohexane;CCC(=O)CC;C1CCCCC1;-4.3
2-methylpyridine;water;CC1=CC=CC=N1;O;-4.63
2-butanone;tetrahydrothiophenedioxide;CCC(=O)C;C1CCS(=O)(=O)C1;-4.09
cyclopentene;water;C1CC=CC1;O;0.56
1-hexanol;hexanol;CCCCCCO;CCCCCCO;-7.05
1-butanol;iodobenzene;CCCCO;C1=CC=C(C=C1)I;-4.05
methylpropanoate;fluoroctane;CCC(=O)OC;CCCCCCCCF;-4.09
methylhexanoate;benzene;CCCCCC(=O)OC;C1=CC=CC=C1;-6.47
4-methylaniline;butylacetate;CC1=CC=C(C=C1)N;CCCCCC(=O)[O-];-7.81
ethylamine;cyclohexane;CCN;C1CCCCC1;-2.04
1-pentanol;xylene;CCCCCO;CC1=CC(=CC=C1)C;-4.72
1,1,1,3,3,3-hexafluoropropan-2-ol;water;C(C(F)(F)F)(C(F)(F)F)O;O;-3.77
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
propanoicacid;diethylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOCC;-6.75
E-2-pentene;carbontet;CC/C=C/C;C(Cl)(Cl)(Cl)Cl;-3.46
4-methylpyridine;octanol;CC1=CC=NC=C1;CCCCCCCCO;-6.6
naphthalene;diethylether;C1=CC=C2C=CC=CC2=C1;CCOCC;-7.25
methanol;water;CO;O;-5.11
naphthalene;water;C1=CC=C2C=CC=CC2=C1;O;-2.39
tripropylphosphate;water;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;O;-6.1
methylcyclohexane;water;CC1CCCCC1;O;1.71
ethylamine;nonanol;CCN;CCCCCCCCCO;-4.02
pyrrole;chloroform;C1=CNC=C1;C(Cl)(Cl)Cl;-5.5
1-nitrobutane;water;CCCC[N+](=O)[O-];O;-3.08
2-methoxyethanol;decanol;COCCO;CCCCCCCCCCO;-5.41
1,4-dioxane;ethylacetate;C1COCCO1;CCOC(=O)C;-5.03
methylcyclohexane;octanol;CC1CCCCC1;CCCCCCCCO;-3.21
methylhexanoate;pentadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCC;-5.35
1-propanol;octane;CCCO;CCCCCCCC;-2.76
2,6-dimethylpyridine;cyclohexane;CC1=NC(=CC=C1)C;C1CCCCC1;-5.51
1,2-dinitroxypropane;water;CC(C([N+](=O)[O-])([N+](=O)[O-])O)O;O;-5
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
2,2',3'-trichlorobiphenyl;water;C1=CC=C(C(=C1)C2=C(C(=CC=C2)Cl)Cl)Cl;O;-1.99
bromotrifluoromethane;water;C(F)(F)(F)Br;O;1.79
benzene;cyclohexane;C1=CC=CC=C1;C1CCCCC1;-4.19
1-iodopentane;water;CCCCCI;O;-0.12
3-pentanone;octanol;CCC(=O)CC;CCCCCCCCO;-4.36
butylacetate;fluoroctane;CCCCCC(=O)[O-];CCCCCCCCF;-5.22
ethylphenylether;ethoxybenzene;CCOC1=CC=CC=C1;CCOC1=CC=CC=C1;-6.75
ethylacetate;fluoroctane;CCOC(=O)C;CCCCCCCCF;-4.16
toluene;ethylacetate;CC1=CC=CC=C1;CCOC(=O)C;-5.05
aceticacid;chloroform;CC(=O)O;C(Cl)(Cl)Cl;-4.74
bromomethane;water;CBr;O;-0.82
methylacetate;secbutylbenzene;CC(=O)OC;CCC(C)C1=CC=CC=C1;-3.91
benzene;isooctane;C1=CC=CC=C1;CC(C)CC(C)(C)C;-4.01
1,2-ethanediamine;water;C(CN)N;O;-9.72
1-butanol;tributylphosphate;CCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.28
2-chloropropane;octanol;CC(C)Cl;CCCCCCCCO;-2.84
3,3-dimethylbutanone;nonane;CC(=O)C(C)(C)C;CCCCCCCCC;-4.19
1-propanol;octanol;CCCO;CCCCCCCCO;-5.02
1-heptanol;pentane;CCCCCCCO;CCCCC;-5.62
1-nitrobutane;hexadecane;CCCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-4.66
methylacetate;carbondisulfide;CC(=O)OC;C(=S)=S;-3.67
ethylbenzene;heptanol;CCC1=CC=CC=C1;CCCCCCCO;-4.58
1-bromobutane;octanol;CCCCBr;CCCCCCCCO;-4.16
p-cresol;butylacetate;CC1=CC=C(C=C1)O;CCCCCC(=O)[O-];-9.28
pentylacetate;bromooctane;CCCCCOC(=O)C;CCCCCCCCBr;-5.81
butylamine;secbutanol;CCCCN;CCC(C)O;-5.52
1-hexanol;dichloroethane;CCCCCCO;CC(Cl)Cl;-6.02
methylacetate;hexane;CC(=O)OC;CCCCCC;-3.12
n-octane;benzonitrile;CCCCCCCC;C1=CC=C(C=C1)C#N;-4.34
2-methylpropene;octanol;CC(=C)C;CCCCCCCCO;-2.03
ethyl2-(4-chloro-6-methoxypyrimidin-2-ylcarbamoylsulfamoyl)benzoate(chlorimuronethyl);water;CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC;O;-14
o-xylene;chloroform;CC1=CC=CC=C1C;C(Cl)(Cl)Cl;-6.23
butylamine;isooctane;CCCCN;CC(C)CC(C)(C)C;-3.57
ethanol;isopropanol;CCO;CC(C)O;-4.84
1-hexanol;dibromoethane;CCCCCCO;CC(Br)Br;-6.08
chloroform;octanol;C(Cl)(Cl)Cl;CCCCCCCCO;-3.81
2,4-dimethylpyridine;hexadecane;CC1=CC(=NC=C1)C;CCCCCCCCCCCCCCCC;-5.52
p-bromophenol;dibromoethane;C1=CC(=CC=C1O)Br;CC(Br)Br;-9.01
iodobenzene;water;C1=CC=C(C=C1)I;O;-1.73
pentanoicacid;heptane;CCCCC(=O)O;CCCCCCC;-5.23
nitromethane;diisopropylether;C[N+](=O)[O-];CC(C)OC(C)C;-3.9
2,6-dichlorothiobenzamide;water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
S-propylbutyl(ethyl)thiocarbamate(pebulate);water;CCCCN(CC)C(=O)SCCC;O;-3.6
1-pentene;hexadecane;CCCC=C;CCCCCCCCCCCCCCCC;-2.79
1-chloropropane;water;CCCCl;O;-0.27
trimethylamine;chlorobenzene;CN(C)C;C1=CC=C(C=C1)Cl;-2.82
dipropylamine;water;CCCNCCC;O;-3.66
toluene;isopropanol;CC1=CC=CC=C1;CC(C)O;-4.38
1-pentanol;butylacetate;CCCCCO;CCCCCC(=O)[O-];-5.78
iodobenzene;cyclohexane;C1=CC=C(C=C1)I;C1CCCCC1;-6.26
chlorobenzene;diethylether;C1=CC=C(C=C1)Cl;CCOCC;-5.42
phenol;dichloroethane;C1=CC=C(C=C1)O;CC(Cl)Cl;-7.48
ethylacetate;carbondisulfide;CCOC(=O)C;C(=S)=S;-4.08
ethylamine;benzene;CCN;C1=CC=CC=C1;-2.73
diethyl4-nitrophenylthiophosphonate;benzene;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-8.58
n-hexane;octanol;CCCCCC;CCCCCCCCO;-3.01
2,2,2-trifluoroethanol;hexadecane;C(C(F)(F)F)O;CCCCCCCCCCCCCCCC;-1.67
1-pentanol;heptane;CCCCCO;CCCCCCC;-4.09
phenol;ethylbenzene;C1=CC=C(C=C1)O;CCC1=CC=CC=C1;-6.82
methylhexanoate;nonane;CCCCCC(=O)OC;CCCCCCCCC;-5.51
methylbenzoate;decalin;COC(=O)C1=CC=CC=C1;C1CCC2CCCCC2C1;-6.76
chloroethane;water;CCCl;O;-0.63
4-methoxybenzoicacid;water;C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N;O;-9.15
m-hydroxybenzaldehyde;cyclohexane;C1=CC(=CC(=C1)O)C=O;C1CCCCC1;-6.88
formaldehyde;hexadecane;C=O;CCCCCCCCCCCCCCCC;-0.99
methanol;tributylphosphate;CO;CCCCOP(=O)(OCCCC)OCCCC;-4.16
methanol;diethylether;CO;CCOCC;-3.61
ethanol;phenylether;CCO;C1=CC=C(C=C1)OC2=CC=CC=C2;-3.22
1-hexanol;bromobenzene;CCCCCCO;C1=CC=C(C=C1)Br;-5.92
1-octanol;water;CCCCCCCCO;O;-4.09
ethanol;methoxyethanol;CCO;COCCO;-4.71
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
bromobenzene;decane;C1=CC=C(C=C1)Br;CCCCCCCCCC;-5.43
1,1,1,3,3,3-hexafluoropropan-2-ol;octanol;C(C(F)(F)F)(C(F)(F)F)O;CCCCCCCCO;-5.76
ammonia;pentanol;N;CCCCCO;-3.13
butylamine;hexanol;CCCCN;CCCCCCO;-5.5
acetamide;water;CC(=O)N;O;-9.71
allylalcohol;diethylether;C=CCO;CCOCC;-4.87
N2-tert-butyl-N4-ethyl-6-methylthio-1,3,5-triazine-2,4-diamine(terbutryn);water;CCNC1=NC(=NC(=N1)SC)NC(C)(C)C;O;-6.7
o-xylene;water;CC1=CC=CC=C1C;O;-0.9
hydrogenperoxide;ethylacetate;OO;CCOC(=O)C;-7.6
trimethylamine;xylene;CN(C)C;CC1=CC(=CC=C1)C;-2.63
2-methylaniline;water;CC1=CC=CC=C1N;O;-5.56
1-butanol;decane;CCCCO;CCCCCCCCCC;-3.77
dimethyl4-bromo-2,5-dichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl;CCCCCCCCO;-12.3
1-pentanol;dichloroethane;CCCCCO;CC(Cl)Cl;-5.45
2,5-dimethylpyridine;hexadecane;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.52
2,2,2-trifluoroethanol;cyclohexane;C(C(F)(F)F)O;C1CCCCC1;-1.53
diethyldisulfide;water;CCSSCC;O;-1.63
pentanoicacid;benzene;CCCCC(=O)O;C1=CC=CC=C1;-6.01
o-cresol;xylene;CC1=CC=CC=C1O;CC1=CC(=CC=C1)C;-7.25
nitromethane;cyclohexanone;C[N+](=O)[O-];C1CCC(=O)CC1;-5.09
4-methylaniline;hexane;CC1=CC=C(C=C1)N;CCCCCC;-6.18
tetramethylsilane;hexadecane;C[Si](C)(C)C;CCCCCCCCCCCCCCCC;-2.92
bis(2-chloroethyl)ether;water;C(CCl)OCCCl;O;-4.23
N-(3,4-dichlorophenyl)propanamide(propanil);water;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;O;-7.8
n-pentane;water;CCCCC;O;2.33
propylacetate;isopropylbenzene;CCCCC(=O)O;CC(C)C1=CC=CC=C1;-4.78
m-cresol;mcresol;CC1=CC(=CC=C1)O;CC1=CC(=CC=C1)O;-8.4
n-pentane;hexadecane;CCCCC;CCCCCCCCCCCCCCCC;-2.95
sulfolane;water;C1CCS(=O)(=O)C1;O;-8.61
2-hexanone;butylbenzene;CCCCC(=O)C;CCCCC1=CC=CC=C1;-5.31
3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione(captan);water;C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl;O;-9
ethanol;diisopropylether;CCO;CC(C)OC(C)C;-3.9
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
ethane;hexadecane;CC;CCCCCCCCCCCCCCCC;-0.67
methylacetate;benzene;CC(=O)OC;C1=CC=CC=C1;-4.04
aceticacid;hexane;CC(=O)O;CCCCCC;-2.83
1-propanol;odichlorobenzene;CCCO;C1=CC=C(C(=C1)Cl)Cl;-3.47
aniline;diethylether;C1=CC=C(C=C1)N;CCOCC;-6.51
o-cresol;toluene;CC1=CC=CC=C1O;CC1=CC=CC=C1;-7.43
pyridine;isobutanol;C1=CC=NC=C1;CC(C)CO;-5.87
1-pentanol;toluene;CCCCCO;CC1=CC=CC=C1;-5.17
(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb);water;CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;O;-9.4
1-nitrobutane;octanol;CCCC[N+](=O)[O-];CCCCCCCCO;-5.11
ethanol;ethanol;CCO;CCO;-5.04
p-bromophenol;onitrotoluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1[N+](=O)[O-];-9.57
methylhexanoate;xylene;CCCCCC(=O)OC;CC1=CC(=CC=C1)C;-6.26
ethanol;toluene;CCO;CC1=CC=CC=C1;-3.33
water;tetralin;O;C1CCC2=CC=CC=C2C1;0.07
phenol;dibromoethane;C1=CC=C(C=C1)O;CC(Br)Br;-7.22
N-(3-hydroxyphenyl)acetamide;octanol;CC(=O)NC1=CC(=CC=C1)O;CCCCCCCCO;-14.93
n-propane;octanol;CCC;CCCCCCCCO;-1.26
p-bromophenol;butylacetate;C1=CC(=CC=C1O)Br;CCCCCC(=O)[O-];-10.57
benzaldehyde;chloroform;C1=CC=C(C=C1)C=O;C(Cl)(Cl)Cl;-7.09
propylamine;hexane;CCCN;CCCCCC;-3.13
toluene;hexanol;CC1=CC=CC=C1;CCCCCCO;-4.27
1-butanol;nonane;CCCCO;CCCCCCCCC;-3.77
1-propanol;heptane;CCCO;CCCCCCC;-3.01
