Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
propanoic acid;octanol;CCC(=O)O;CCCCCCCCO;-6.86
2-hexanone;cyclohexane;CCCCC(=O)C;C1CCCCC1;-4.77
2-butanone;decane;CCC(=O)C;CCCCCCCCCC;-3.3
1-fluorooctane;hexadecane;CCCCCCCCF;CCCCCCCCCCCCCCCC;-5.25
acetophenone;cyclohexane;CC(=O)C1=CC=CC=C1;C1CCCCC1;-6.29
nitromethane;fluorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)F;-4.62
toluene;dimethylformamide;CC1=CC=CC=C1;CN(C)C=O;-4.88
dimethylphenylsilane;octanol-water;C[Si](C)C1=CC=CC=C1;CCCCCCCCO.O;-5.43
3-methylaniline;heptane;CC1=CC(=CC=C1)N;CCCCCCC;-6.35
benzene;butanol;C1=CC=CC=C1;CCCCO;-3.39
methyl propanoate;octanol;CCC(=O)OC;CCCCCCCCO;-4.06
2-heptanone;benzene;CCCCCC(=O)C;C1=CC=CC=C1;-6.36
anisole;hexadecane;COC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.35
2-nitropropane;octanol;CC(C)[N+](=O)[O-];CCCCCCCCO;-4.23
1-propanol;cyclohexane;CCCO;C1CCCCC1;-2.73
isopropanol;isopropanol;CC(C)O;CC(C)O;-4.82
2-bromopropane;octanol;CC(C)Br;CCCCCCCCO;-3.4
p-bromophenol;nonanol;C1=CC(=CC=C1O)Br;CCCCCCCCCO;-10.36
ethanol;heptane;CCO;CCCCCCC;-2.15
dioxane;ethanol;C1COCCO1;CCO;-4.68
trimethylphosphate;hexane;COP(=O)(OC)OC;CCCCCC;-5.82
phenol;decalin;C1=CC=C(C=C1)O;C1CCC2CCCCC2C1;-5.38
biphenyl;octanol-water;C1=CC=C(C=C1)C2=CC=CC=C2;CCCCCCCCO.O;-5.43
trimethylamine;cyclohexane;CN(C)C;C1CCCCC1;-2.63
5-fluorouracil;heptane;C1=C(C(=O)NC(=O)N1)F;CCCCCCC;-11.28
o-cresol;heptanol;CC1=CC=CC=C1O;CCCCCCCO;-8.78
cyclopentane;octanol;C1CCCC1;CCCCCCCCO;-2.65
fluoroacetamide;octanol-water;C(C(=O)N)F;CCCCCCCCO.O;1.43
4-trimethylsilylphenol;octanol-water;C[Si](C)(C)C1=CC=C(C=C1)O;CCCCCCCCO.O;-5.22
naphthalene;hexadecane;C1=CC=C2C=CC=CC2=C1;CCCCCCCCCCCCCCCC;-7.29
1,2-dithiol-3-thione;octanol-water;C1=CSSC1=S;CCCCCCCCO.O;-2.25
phenol;tetrachloroethene;C1=CC=C(C=C1)O;C(=C(Cl)Cl)(Cl)Cl;-6.1
allylalcohol;hexadecane;C=CCO;CCCCCCCCCCCCCCCC;-2.73
aniline;bromobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-6.66
2-hexanone;toluene;CCCCC(=O)C;CC1=CC=CC=C1;-5.6
diethylamine;dibutyl ether;CCNCC;CCCCOCCCC;-3.8
g-butyrolactone;butanone;C1CC(=O)OC1;CCC(=O)C;-4.47
5-nonanone;hexadecane;CCCCC(=O)CCCC;CCCCCCCCCCCCCCCC;-6.46
ethylamine;hexanol;CCN;CCCCCCO;-4.2
1-bromo-1-chloro-2,2,2-trifluoroethane;octanol;C(C(F)(F)F)(Cl)Br;CCCCCCCCO;-3.27
butylamine;toluene;CCCCN;CC1=CC=CC=C1;-4.33
chlorofluoromethane;water;C(F)Cl;O;-0.77
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
cyclohexane;cyclohexane;C1CCCCC1;C1CCCCC1;-4.43
nitromethane;isopropanol;C[N+](=O)[O-];CC(C)O;-4
4-acetylpyridine;octanol-water;CC(=O)C1=CC=NC=C1;CCCCCCCCO.O;-0.65
1-iodopropane;water;CCCI;O;-0.59
acetic acid;cyclohexane;CC(=O)O;C1CCCCC1;-1.73
dioxane;2-methylpyridine;C1COCCO1;CC1=CC=CC=N1;-5.01
hexanoic acid;heptane;CCCCCC(=O)O;CCCCCCC;-6.54
nitrobenzene;diethylether;C1=CC=C(C=C1)[N+](=O)[O-];CCOCC;-6.85
2-hexanone;chlorobenzene;CCCCC(=O)C;C1=CC=C(C=C1)Cl;-5.84
1,4,5,8-tetraminoanthraquinone;water;C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N;O;-8.9
t-butanol;water;CC(C)(C)O;O;-4.51
diethylamine;water;CCNCC;O;-4.07
aniline;decalin;C1=CC=C(C=C1)N;C1CCC2CCCCC2C1;-5.78
pentanoic acid;water;CCCCC(=O)O;O;-6.16
acetic acid;butyl acetate;CC(=O)O;CCCCOC(=O)C;-6.11
n-octane;tetrahydrofuran;CCCCCCCC;C1CCOC1;-5.39
methylhexanoate;hexane;CCCCCC(=O)OC;CCCCCC;-5.64
dioxane;anisole;C1COCCO1;COC1=CC=CC=C1;-5.06
tetrahydrofuran;water;C1CCOC1;O;-3.47
benzene;hexanol;C1=CC=CC=C1;CCCCCCO;-3.68
3-methylthiophenylurea;octanol-water;CSC1=CC=CC(=C1)NC(=O)N;CCCCCCCCO.O;-2.14
pentanal;water;CCCCC=O;O;-3.03
1-heptanol;bromobenzene;CCCCCCCO;C1=CC=C(C=C1)Br;-6.68
dioxane;diisopropylether;C1COCCO1;CC(C)OC(C)C;-4.42
aniline;tributylphosphate;C1=CC=C(C=C1)N;CCCCOP(=O)(OCCCC)OCCCC;-7.6
chlorobenzene;hexane;C1=CC=C(C=C1)Cl;CCCCCC;-5.14
toluene;cyclohexanone;CC1=CC=CC=C1;C1CCC(=O)CC1;-5.05
2-butanone;benzonitrile;CCC(=O)C;C1=CC=C(C=C1)C#N;-4.58
1-propanol;bromobenzene;CCCO;C1=CC=C(C=C1)Br;-3.74
1-propanol;isooctane;CCCO;CC(C)CC(C)(C)C;-3
p-xylene;water;CC1=CC=C(C=C1)C;O;-0.81
dimethylamine;Carbon tetrachloride;CNC;C(Cl)(Cl)(Cl)Cl;-2.75
1-hexene;octanol;CCCCC=C;CCCCCCCCO;-2.94
pentyl acetate;isopropylbenzene;CCCCCOC(=O)C;CC(C)C1=CC=CC=C1;-6.13
methylhexanoate;Carbon tetrachloride;CCCCCC(=O)OC;C(Cl)(Cl)(Cl)Cl;-6.39
methyl butanoate;hexadecane;CCCC(=O)OC;CCCCCCCCCCCCCCCC;-4.01
n-octane;phenylether;CCCCCCCC;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.38
ethanol;ethoxybenzene;CCO;CCOC1=CC=CC=C1;-3.45
4-methylaniline;octanol;CC1=CC=C(C=C1)N;CCCCCCCCO;-7.44
4-amino-3,5,6-trichloropyridine-2-carboxylic acid;octanol;C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;CCCCCCCCO;-12.37
pyrrolidine;water;C1CCNC1;O;-5.48
1-pentanol;toluene;CCCCCO;CC1=CC=CC=C1;-5.17
4-methyl-1,2-dithiol-3-one;octanol-water;CC1=CSSC1=O;CCCCCCCCO.O;-1.81
N-benzyl-2-pyrrolidinone;octanol-water;C1CC(=O)N(C1)CC2=CC=CC=C2;CCCCCCCCO.O;-1.7
1-heptanol;chlorobenzene;CCCCCCCO;C1=CC=C(C=C1)Cl;-6.78
ethanol;diethylether;CCO;CCOCC;-4.41
dioxane;phenylether;C1COCCO1;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.83
2-pentanone;isopropylbenzene;CCCC(=O)C;CC(C)C1=CC=CC=C1;-4.84
Z-1,2-dichloroethene;octanol;C(=C\Cl)\Cl;CCCCCCCCO;-3.71
methyl propanoate;decalin;CCC(=O)OC;C1CCC2CCCCC2C1;-3.5
trimethylamine;chlorobenzene;CN(C)C;C1=CC=C(C=C1)Cl;-2.82
ethylbenzene;ethylbenzene;CCC1=CC=CC=C1;CCC1=CC=CC=C1;-5.67
naphthalene;butyl acetate;C1=CC=C2C=CC=CC2=C1;CCCCOC(=O)C;-7.59
water;water;O;O;-6.31
fluorobenzene;hexane;C1=CC=C(C=C1)F;CCCCCC;-4.15
propanal;hexadecane;CCC=O;CCCCCCCCCCCCCCCC;-2.48
1-pentanol;pentanol;CCCCCO;CCCCCO;-7.92
water;hexadecane;O;CCCCCCCCCCCCCCCC;-0.35
o-cresol;octanol;CC1=CC=CC=C1O;CCCCCCCCO;-8.49
1-chloropropane;water;CCCCl;O;-0.27
nitrobenzene;Carbon tetrachloride;C1=CC=C(C=C1)[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-6.92
tetrahydropyran;chloroform;C1CCOCC1;C(Cl)(Cl)Cl;-5.84
1-chloropropane;octanol;CCCCl;CCCCCCCCO;-3.06
butyl acetate;perfluorobenzene;CCCCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.52
4-methylpyridine;benzene;CC1=CC=NC=C1;C1=CC=CC=C1;-6.17
1-heptanol;bromoform;CCCCCCCO;C(Br)(Br)Br;-7.1
n-octane;ethanol;CCCCCCCC;CCO;-4.23
phenol;isooctane;C1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.3
ethyl acetate;chloroform;CCOC(=O)C;C(Cl)(Cl)Cl;-5.58
pentyl acetate;pentadecane;CCCCCOC(=O)C;CCCCCCCCCCCCCCC;-5.18
methylhexanoate;octane;CCCCCC(=O)OC;CCCCCCCC;-5.53
t-butylmethylether;water;CC(C)(C)OC;O;-2.21
nitromethane;bromobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Br;-4.25
p-bromophenol;iodobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)I;-8.45
pentylamine;hexadecane;CCCCCN;CCCCCCCCCCCCCCCC;-4.28
2,2-dimethylpropane;water;CC(C)(C)C;O;2.5
propyl acetate;dichloroethane;CCCOC(=O)C;CC(Cl)Cl;-5.4
pyridine;chloroform;C1=CC=NC=C1;C(Cl)(Cl)Cl;-6.45
chloroethane;water;CCCl;O;-0.63
1-octanol;butyl acetate;CCCCCCCCO;CCCCOC(=O)C;-8.17
2-heptanone;Carbon tetrachloride;CCCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.12
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
bromoform;hexadecane;C(Br)(Br)Br;CCCCCCCCCCCCCCCC;-5.16
o-cresol;butyl acetate;CC1=CC=CC=C1O;CCCCOC(=O)C;-8.9
2-butanone;isopropylbenzene;CCC(=O)C;CC(C)C1=CC=CC=C1;-4.02
1-chloropropane;hexadecane;CCCCl;CCCCCCCCCCCCCCCC;-2.86
ethanol;acetic acid;CCO;CC(=O)O;-5.25
tetrachloroethene;hexadecane;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-4.88
1-hexanol;benzene;CCCCCCO;C1=CC=CC=C1;-6.13
1-heptanol;ethyl acetate;CCCCCCCO;CCOC(=O)C;-7.56
ethanol;ethanol;CCO;CCO;-5.04
water;tetralin;O;C1CCC2=CC=CC=C2C1;0.07
propanoic acid;Carbon tetrachloride;CCC(=O)O;C(Cl)(Cl)(Cl)Cl;-4.09
1-decanol;hexadecane;CCCCCCCCCCO;CCCCCCCCCCCCCCCC;-7.68
acetamide;decane;CC(=O)N;CCCCCCCCCC;-2.85
1-hexanol;cyclohexane;CCCCCCO;C1CCCCC1;-5.31
2-heptanone;octanol;CCCCCC(=O)C;CCCCCCCCO;-5.65
1-heptanol;chloroform;CCCCCCCO;C(Cl)(Cl)Cl;-7.53
2-ethylpyrazine;chloroform;CCC1=NC=CN=C1;C(Cl)(Cl)Cl;-7.72
butanoic acid;4-methyl-2-pentanone;CCCC(=O)O;CC(C)CC(=O)C;-7.44
phenol;ethyl acetate;C1=CC=C(C=C1)O;CCOC(=O)C;-8.7
1-hexanol;dichloroethane;CCCCCCO;CC(Cl)Cl;-6.02
2-hexanone;t-butylbenzene;CCCCC(=O)C;CC(C)(C)C1=CC=CC=C1;-5.27
1,4-dichlorobenzene;hexane;C1=CC(=CC=C1Cl)Cl;CCCCCC;-5.69
dioxane;isooctane;C1COCCO1;CC(C)CC(C)(C)C;-4.02
phenol;hexanol;C1=CC=C(C=C1)O;CCCCCCO;-8.76
1-butanol;hexane;CCCCO;CCCCCC;-3.77
3-trifluoromethylacetanilide;octanol-water;CC(=O)NC1=CC=CC(=C1)C(F)(F)F;CCCCCCCCO.O;-3.25
iodomethane;diethylether;CI;CCOCC;-3.51
methyl pentanoate;octanol;CCCCC(=O)OC;CCCCCCCCO;-5.13
2-pentanone;chlorohexane;CCCC(=O)C;CCCCCCCl;-4.84
phthalimide;water;C1=CC=C2C(=C1)C(=O)NC2=O;O;-9.61
n-pentane;hexadecyl iodide;CCCCC;CCCCCCCCCCCCCCCCI;-2.59
urea;octanol;C(=O)(N)N;CCCCCCCCO;-10.93
4-nitropyridine;octanol-water;C1=CN=CC=C1[N+](=O)[O-];CCCCCCCCO.O;-0.45
cyclopentanone;hexadecane;C1CCC(=O)C1;CCCCCCCCCCCCCCCC;-4.39
phenol;dibromoethane;C1=CC=C(C=C1)O;CC(Br)Br;-7.22
2-butanone;nitromethane;CCC(=O)C;C[N+](=O)[O-];-4.72
nitromethane;butanone;C[N+](=O)[O-];CCC(=O)C;-5.24
methyl pentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
acetophenone;hexadecane;CC(=O)C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.14
t-butanol;hexadecane;CC(C)(C)O;CCCCCCCCCCCCCCCC;-2.74
1-butanol;isooctane;CCCCO;CC(C)CC(C)(C)C;-3.56
pyridine;dibutyl ether;C1=CC=NC=C1;CCCCOCCCC;-4.65
m-cresol;heptane;CC1=CC(=CC=C1)O;CCCCCCC;-5.01
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
1-nitropropane;hexadecane;CCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.95
formaldehyde;sec-butanol;C=O;CCC(C)O;-2.86
n-hexane;benzene;CCCCCC;C1=CC=CC=C1;-3.62
acetonitrile;chloroform;CC#N;C(Cl)(Cl)Cl;-4.44
1-decanol;octanol;CCCCCCCCCCO;CCCCCCCCO;-9.88
methyl propanoate;toluene;CCC(=O)OC;CC1=CC=CC=C1;-4.62
2-pentanone;mesitylene;CCCC(=O)C;CC1=CC(=CC(=C1)C)C;-4.8
2-methylpropene;Carbon tetrachloride;CC(=C)C;C(Cl)(Cl)(Cl)Cl;-2.63
ethylformate;water;CCOC=O;O;-2.65
propanoic acid;dibutyl ether;CCC(=O)O;CCCCOCCCC;-6.11
acetic acid;water;CC(=O)O;O;-6.7
acetone;isopropylbenzene;CC(=O)C;CC(C)C1=CC=CC=C1;-3.32
N-(3-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC(=CC=C1)O;O;-13.93
bromobenzene;water;C1=CC=C(C=C1)Br;O;-1.46
o-xylene;cyclohexane;CC1=CC=CC=C1C;C1CCCCC1;-5.54
trichloroacetamide;chloroform-water;C(=O)(C(Cl)(Cl)Cl)N;C(Cl)(Cl)Cl.O;-0.42
ethyl acetate;secbutylbenzene;CCOC(=O)C;CCC(C)C1=CC=CC=C1;-4.11
toluene;triethylamine;CC1=CC=CC=C1;CCN(CC)CC;-4.98
thiophene;hexadecane;C1=CSC=C1;CCCCCCCCCCCCCCCC;-4.01
o-xylene;hexadecane;CC1=CC=CC=C1C;CCCCCCCCCCCCCCCC;-5.37
4-methylaniline;benzene;CC1=CC=C(C=C1)N;C1=CC=CC=C1;-7.59
p-dibromobenzene;water;C1=CC(=CC=C1Br)Br;O;-2.3
dioxane;water;C1COCCO1;O;-5.05
dioxane;chlorobenzene;C1COCCO1;C1=CC=C(C=C1)Cl;-5.08
benzene;diethylether;C1=CC=CC=C1;CCOCC;-4.21
1-propanol;dibromoethane;CCCO;CC(Br)Br;-3.82
difluorodichloromethane;chloroform;C(F)(F)(Cl)Cl;C(Cl)(Cl)Cl;-1.55
toluene;butanol;CC1=CC=CC=C1;CCCCO;-4.5
3-methylaniline;benzene;CC1=CC(=CC=C1)N;C1=CC=CC=C1;-7.61
trimethylphosphate;water;COP(=O)(OC)OC;O;-8.7
m-cresol;cyclohexane;CC1=CC(=CC=C1)O;C1CCCCC1;-5.2
2-butanone;dimethylformamide;CCC(=O)C;CN(C)C=O;-4.56
2-heptanone;t-butylbenzene;CCCCCC(=O)C;CC(C)(C)C1=CC=CC=C1;-5.88
n-hexadecane;hexadecane;CCCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCC;-10.52
propylamine;pentane;CCCN;CCCCC;-3.13
2-methylaniline;benzene;CC1=CC=CC=C1N;C1=CC=CC=C1;-7.37
methylamine;water;CN;O;-4.56
2-butanone;pyridine;CCC(=O)C;C1=CC=NC=C1;-4.61
1,2-ethanediol;diethylether;C(CO)O;CCOCC;-6.2
2,2,2-trifluoroethanol;hexadecane;C(C(F)(F)F)O;CCCCCCCCCCCCCCCC;-1.67
ammonia;pentanol;N;CCCCCO;-3.13
butanoic acid;dichloroethane;CCCC(=O)O;CC(Cl)Cl;-5.83
acetone;toluene;CC(=O)C;CC1=CC=CC=C1;-3.59
4-methylaniline;bromobenzene;CC1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-7.59
sulfolane;water;C1CCS(=O)(=O)C1;O;-8.61
butylamine;perfluorobenzene;CCCCN;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.13
toluene;pentanol;CC1=CC=CC=C1;CCCCCO;-4.25
octanal;hexadecane;CCCCCCCC=O;CCCCCCCCCCCCCCCC;-5.98
ketoprofen;water;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;O;-10.78
toluene;benzene;CC1=CC=CC=C1;C1=CC=CC=C1;-5.32
1,2-dichlorobenzene;water;C1=CC=C(C(=C1)Cl)Cl;O;-1.36
methylbenzoate;Carbon tetrachloride;COC(=O)C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-7.19
iodoethane;water;CCI;O;-0.72
methylhexanoate;butylbenzene;CCCCCC(=O)OC;CCCCC1=CC=CC=C1;-6.09
1-butanol;chloroform;CCCCO;C(Cl)(Cl)Cl;-5.28
methanol;iodobenzene;CO;C1=CC=C(C=C1)I;-2.18
trimethylphosphate;octanol;COP(=O)(OC)OC;CCCCCCCCO;-7.81
dioxane;bromobenzene;C1COCCO1;C1=CC=C(C=C1)Br;-5.02
acetic acid;acetophenone;CC(=O)O;CC(=O)C1=CC=CC=C1;-6.2
acetic acid;hexane;CC(=O)O;CCCCCC;-2.83
nitrobenzene;decalin;C1=CC=C(C=C1)[N+](=O)[O-];C1CCC2CCCCC2C1;-6.36
n-hexane;hexadecane;CCCCCC;CCCCCCCCCCCCCCCC;-3.64
caffeine;octanol;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;CCCCCCCCO;-12.54
o-xylene;water;CC1=CC=CC=C1C;O;-0.9
2-butanone;bromoethane;CCC(=O)C;CCBr;-5.13
hydrogenperoxide;butanol;OO;CCCCO;-7.94
dimethyldisulfide;hexadecane;CSSC;CCCCCCCCCCCCCCCC;-4.84
dimethylamine;toluene;CNC;CC1=CC=CC=C1;-2.68
1,2-ethanediol;butanol;C(CO)O;CCCCO;-8.69
aniline;isooctane;C1=CC=C(C=C1)N;CC(C)CC(C)(C)C;-5.2
methanol;heptane;CO;CCCCCCC;-1.29
pyridine;diethylether;C1=CC=NC=C1;CCOCC;-4.81
nitromethane;methylenechloride;C[N+](=O)[O-];C(Cl)Cl;-5.05
1-propanethiol;hexadecane;CCCS;CCCCCCCCCCCCCCCC;-3.66
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4
4-ethylpyridine;hexadecane;CCC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-2.45
acetone;cyclohexane;CC(=O)C;C1CCCCC1;-2.67
methane;octanol;C;CCCCCCCCO;0.51
paracetamol;octanol;CC(=O)NC1=CC=C(C=C1)O;CCCCCCCCO;-15.46
dimethylsulfide;water;CSC;O;-1.54
propyl acetate;Carbon tetrachloride;CCCOC(=O)C;C(Cl)(Cl)(Cl)Cl;-5.03
difluorodichloromethane;water;C(F)(F)(Cl)Cl;O;1.69
phenol;pentane;C1=CC=C(C=C1)O;CCCCC;-5.67
2,2,4-trimethylpentane;water;CC(C)CC(C)(C)C;O;2.85
acetonitrile;octanol;CC#N;CCCCCCCCO;-3.15
5-bromouracil;water;C1=C(C(=O)NC(=O)N1)Br;O;-18.17
hexafluoroethane;water;C(C(F)(F)F)(F)(F)F;O;3.94
1-butanol;pentane;CCCCO;CCCCC;-3.77
2-octanone;water;CCCCCCC(=O)C;O;-2.88
nitrobenzene;cyclohexane;C1=CC=C(C=C1)[N+](=O)[O-];C1CCCCC1;-6.62
dioxane;methylenechloride;C1COCCO1;C(Cl)Cl;-5.33
propylamine;heptane;CCCN;CCCCCCC;-3.03
4-bromoanisole;octanol-water;COC1=CC=C(C=C1)Br;CCCCCCCCO.O;-4.3
bromobenzene;bromobenzene;C1=CC=C(C=C1)Br;C1=CC=C(C=C1)Br;-6.25
propionitrile;octanol;CCC#N;CCCCCCCCO;-3.66
isoquinoline;octanol-water;C1=CC=C2C=NC=CC2=C1;CCCCCCCCO.O;-2.84
1,1,2-trichloro-1,2,2-trifluoroethane;octanol;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCO;-2.54
hydrogenperoxide;chloroform;OO;C(Cl)(Cl)Cl;-4.7
3-bromophenylurea;octanol-water;C1=CC(=CC(=C1)Br)NC(=O)N;CCCCCCCCO.O;-2.84
cinnoline;octanol-water;C1=CC=C2C(=C1)C=CN=N2;CCCCCCCCO.O;-1.27
N-(2-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC=CC=C1O;O;-11.61
propylamine;hexanol;CCCN;CCCCCCO;-4.83
pyridine;hexane;C1=CC=NC=C1;CCCCCC;-3.81
propanoic acid;aniline;CCC(=O)O;C1=CC=C(C=C1)N;-6.2
n-octane;ethyl acetate;CCCCCCCC;CCOC(=O)C;-4.72
aniline;Carbon tetrachloride;C1=CC=C(C=C1)N;C(Cl)(Cl)(Cl)Cl;-6.1
ethyl acetate;t-butylbenzene;CCOC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.22
bromobenzene;diethylether;C1=CC=C(C=C1)Br;CCOCC;-5.99
propanoic acid;heptane;CCC(=O)O;CCCCCCC;-4.06
n-octane;diisopropylether;CCCCCCCC;CC(C)OC(C)C;-5.38
3-bromopropene;water;C=CCBr;O;-0.86
butanoic acid;isobutanol;CCCC(=O)O;CC(C)CO;-7.62
1-heptanol;dibromoethane;CCCCCCCO;CC(Br)Br;-6.64
chlorobenzene;hexadecane;C1=CC=C(C=C1)Cl;CCCCCCCCCCCCCCCC;-4.99
caffeine;water;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;O;-12.64
chloroacetamide;diethyl ether-water;C(C(=O)N)Cl;CCOCC.O;1.4
4-methylaniline;Carbon tetrachloride;CC1=CC=C(C=C1)N;C(Cl)(Cl)(Cl)Cl;-7.24
1-pentanol;decane;CCCCCO;CCCCCCCCCC;-3.92
methylhexanoate;dichloroethane;CCCCCC(=O)OC;CC(Cl)Cl;-6.57
1-bromo-1,2,2,2-tetrafluoroethane;water;C(C(F)(F)F)(F)Br;O;0.52
o-xylene;hexane;CC1=CC=CC=C1C;CCCCCC;-5.22
acetanilide;chloroform-water;CC(=O)NC1=CC=CC=C1;C(Cl)(Cl)Cl.O;-1.2
5-phenyl-1,2-dithiol-3-thione;octanol-water;C1=CC=C(C=C1)C2=CC(=S)SS2;CCCCCCCCO.O;-5.01
2-methylpyridine;water;CC1=CC=CC=N1;O;-4.63
4,5-dimethyl-1,2-dithiol-3-thione;octanol-water;CC1=C(SSC1=S)C;CCCCCCCCO.O;-3.34
dioxane;m-cresol;C1COCCO1;CC1=CC(=CC=C1)O;-6.82
methyl propyl ether;water;CCCOC;O;-1.66
E-1,2-dichloroethene;water;C(=C/Cl)\Cl;O;-0.76
1,1-difluoroethane;octanol;CC(F)F;CCCCCCCCO;-1.13
acetaldehyde;chloroform;CC=O;C(Cl)(Cl)Cl;-3.65
p-dibromobenzene;octanol;C1=CC(=CC=C1Br)Br;CCCCCCCCO;-7.47
methyl pentanoate;Carbon tetrachloride;CCCCC(=O)OC;C(Cl)(Cl)(Cl)Cl;-5.71
2,6-dichlorothiobenzamide;water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
acetaldehyde;water;CC=O;O;-3.5
urea;chloroform;C(=O)(N)N;C(Cl)(Cl)Cl;-8.56
pyridine;toluene;C1=CC=NC=C1;CC1=CC=CC=C1;-5.13
dioxane;pyridine;C1COCCO1;C1=CC=NC=C1;-5.14
methylhexanoate;heptane;CCCCCC(=O)OC;CCCCCCC;-5.63
benzamide;cyclohexane;C1=CC=C(C=C1)C(=O)N;C1CCCCC1;-8.72
1-propanol;chlorobenzene;CCCO;C1=CC=C(C=C1)Cl;-3.82
methyl acetate;hexadecane;CC(=O)OC;CCCCCCCCCCCCCCCC;-2.67
propyl acetate;benzene;CCCOC(=O)C;C1=CC=CC=C1;-5.21
dichloroethane;dichloroethane;CC(Cl)Cl;CC(Cl)Cl;-4.69
methylhexanoate;t-butylbenzene;CCCCCC(=O)OC;CC(C)(C)C1=CC=CC=C1;-6.13
dibromomethane;water;C(Br)Br;O;-2.11
diethylsulfide;water;CCSCC;O;-1.43
N,N-dimethylformamide;cyclohexane;CN(C)C=O;C1CCCCC1;-3.82
chlorobenzene;decanol;C1=CC=C(C=C1)Cl;CCCCCCCCCCO;-4.83
N-methylaniline;water;CNC1=CC=CC=C1;O;-4.68
1-hexanol;Carbon tetrachloride;CCCCCCO;C(Cl)(Cl)(Cl)Cl;-5.04
1,1,2-trichloro-1,2,2-trifluoroethane;water;C(C(F)(Cl)Cl)(F)(F)Cl;O;1.77
1-decanol;decanol;CCCCCCCCCCO;CCCCCCCCCCO;-9.58
nitromethane;toluene;C[N+](=O)[O-];CC1=CC=CC=C1;-4.31
ethyl phenyl ether;cyclohexane;CCOC1=CC=CC=C1;C1CCCCC1;-6
methanol;hexadecane;CO;CCCCCCCCCCCCCCCC;-1.32
N-methyl-2-pyrrolidinone;heptane;CN1CCCC1=O;CCCCCCC;-5.8
4-methylaniline;water;CC1=CC=C(C=C1)N;O;-5.55
fluoroethane;hexadecane;CCF;CCCCCCCCCCCCCCCC;-0.76
toluene;heptane;CC1=CC=CC=C1;CCCCCCC;-4.78
p-bromophenol;ethylbenzene;C1=CC(=CC=C1O)Br;CCC1=CC=CC=C1;-8.54
2-piperidinone;octanol-water;C1CCNC(=O)C1;CCCCCCCCO.O;0.63
thioanisole;Carbon tetrachloride;CSC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.66
phenylurea;chloroform-water;C1=CC=C(C=C1)NC(=O)N;C(Cl)(Cl)Cl.O;0.86
benzaldehyde;cyclohexane;C1=CC=C(C=C1)C=O;C1CCCCC1;-5.71
1,4-dichlorobenzene;diethylether;C1=CC(=CC=C1Cl)Cl;CCOCC;-6.18
propanoic acid;4-methyl-2-pentanone;CCC(=O)O;CC(C)CC(=O)C;-6.85
propanoic acid;hexane;CCC(=O)O;CCCCCC;-2.98
pentyl acetate;toluene;CCCCCOC(=O)C;CC1=CC=CC=C1;-6.41
dipropylamine;hexadecane;CCCNCCC;CCCCCCCCCCCCCCCC;-4.57
1-butanol;nonane;CCCCO;CCCCCCCCC;-3.77
azetidine;water;C1CNC1;O;-5.56
toluene;2-methylpyridine;CC1=CC=CC=C1;CC1=CC=CC=N1;-5.06
1-hexanol;octane;CCCCCCO;CCCCCCCC;-4.86
